step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,tokens_per_sec_per_M_params,total_tokens,grad_norm,timestamp
608,7.248312,N/A,N/A,5.00e-05,27935.75,120.81,9977856,N/A,2025-08-04 13:59:45
609,6.068063,N/A,N/A,5.00e-05,27973.40,120.97,9994240,N/A,2025-08-04 13:59:45
610,6.732012,N/A,N/A,5.00e-05,50960.22,220.38,10010624,1.0000,2025-08-04 13:59:46
611,5.715888,N/A,N/A,5.00e-05,50969.81,220.42,10027008,N/A,2025-08-04 13:59:46
612,6.778046,N/A,N/A,5.00e-05,50981.09,220.47,10043392,N/A,2025-08-04 13:59:47
613,5.935681,N/A,N/A,5.00e-05,50340.49,217.70,10059776,N/A,2025-08-04 13:59:47
614,6.186511,N/A,N/A,5.00e-05,50382.64,217.88,10076160,N/A,2025-08-04 13:59:47
615,7.431528,N/A,N/A,5.00e-05,50434.18,218.11,10092544,N/A,2025-08-04 13:59:48
616,6.111152,N/A,N/A,5.00e-05,50132.95,216.80,10108928,N/A,2025-08-04 13:59:48
617,6.724430,N/A,N/A,5.00e-05,50165.26,216.94,10125312,N/A,2025-08-04 13:59:48
618,5.456397,N/A,N/A,5.00e-05,50250.10,217.31,10141696,N/A,2025-08-04 13:59:49
619,4.866818,N/A,N/A,5.00e-05,50433.54,218.10,10158080,N/A,2025-08-04 13:59:49
620,5.543252,N/A,N/A,5.00e-05,49813.59,215.42,10174464,0.7290,2025-08-04 13:59:49
621,6.534069,N/A,N/A,5.00e-05,49828.14,215.49,10190848,N/A,2025-08-04 13:59:50
622,5.038490,N/A,N/A,5.00e-05,50487.08,218.34,10207232,N/A,2025-08-04 13:59:50
623,6.247671,N/A,N/A,5.00e-05,50488.61,218.34,10223616,N/A,2025-08-04 13:59:51
624,4.793305,N/A,N/A,5.00e-05,50478.15,218.30,10240000,N/A,2025-08-04 13:59:51
625,7.609303,N/A,N/A,5.00e-05,50479.71,218.30,10256384,N/A,2025-08-04 13:59:51
626,5.593453,N/A,N/A,5.00e-05,50470.26,218.26,10272768,N/A,2025-08-04 13:59:52
627,6.511914,N/A,N/A,5.00e-05,50200.31,217.10,10289152,N/A,2025-08-04 13:59:52
628,5.870071,N/A,N/A,5.00e-05,50244.50,217.29,10305536,N/A,2025-08-04 13:59:52
629,5.961658,N/A,N/A,5.00e-05,50825.56,219.80,10321920,N/A,2025-08-04 13:59:53
630,5.677101,N/A,N/A,5.00e-05,50564.96,218.67,10338304,0.8902,2025-08-04 13:59:53
631,5.476075,N/A,N/A,5.00e-05,50563.29,218.66,10354688,N/A,2025-08-04 13:59:53
632,7.220287,N/A,N/A,5.00e-05,50291.21,217.49,10371072,N/A,2025-08-04 13:59:54
633,7.198435,N/A,N/A,5.00e-05,50289.45,217.48,10387456,N/A,2025-08-04 13:59:54
634,6.922799,N/A,N/A,5.00e-05,50592.86,218.79,10403840,N/A,2025-08-04 13:59:55
635,5.501856,N/A,N/A,5.00e-05,50550.60,218.61,10420224,N/A,2025-08-04 13:59:55
636,4.779871,N/A,N/A,5.00e-05,50506.08,218.42,10436608,N/A,2025-08-04 13:59:55
637,6.349531,N/A,N/A,5.00e-05,50446.97,218.16,10452992,N/A,2025-08-04 13:59:56
638,5.809792,N/A,N/A,5.00e-05,50499.06,218.39,10469376,N/A,2025-08-04 13:59:56
639,5.888519,N/A,N/A,5.00e-05,50719.18,219.34,10485760,N/A,2025-08-04 13:59:56
640,5.921049,N/A,N/A,5.00e-05,50494.16,218.37,10502144,0.9192,2025-08-04 13:59:57
641,6.672757,N/A,N/A,5.00e-05,50561.49,218.66,10518528,N/A,2025-08-04 13:59:57
642,6.044208,N/A,N/A,5.00e-05,50566.72,218.68,10534912,N/A,2025-08-04 13:59:57
643,5.259146,N/A,N/A,5.00e-05,50585.65,218.76,10551296,N/A,2025-08-04 13:59:58
644,6.980247,N/A,N/A,5.00e-05,50601.58,218.83,10567680,N/A,2025-08-04 13:59:58
645,7.389067,N/A,N/A,5.00e-05,50911.41,220.17,10584064,N/A,2025-08-04 13:59:58
646,6.219975,N/A,N/A,5.00e-05,50870.68,219.99,10600448,N/A,2025-08-04 13:59:59
647,5.943358,N/A,N/A,5.00e-05,50872.96,220.00,10616832,N/A,2025-08-04 13:59:59
648,6.175594,N/A,N/A,5.00e-05,50872.96,220.00,10633216,N/A,2025-08-04 14:00:00
649,6.127418,N/A,N/A,5.00e-05,51033.27,220.70,10649600,N/A,2025-08-04 14:00:00
650,6.048731,N/A,N/A,5.00e-05,50630.49,218.96,10665984,1.0000,2025-08-04 14:00:00
651,6.966676,N/A,N/A,5.00e-05,50615.82,218.89,10682368,N/A,2025-08-04 14:00:01
652,4.821745,N/A,N/A,5.00e-05,50575.30,218.72,10698752,N/A,2025-08-04 14:00:01
653,5.247859,N/A,N/A,5.00e-05,50607.76,218.86,10715136,N/A,2025-08-04 14:00:01
654,6.602252,N/A,N/A,5.00e-05,50335.36,217.68,10731520,N/A,2025-08-04 14:00:02
655,5.531590,N/A,N/A,5.00e-05,50253.79,217.33,10747904,N/A,2025-08-04 14:00:02
656,5.475994,N/A,N/A,5.00e-05,50225.12,217.20,10764288,N/A,2025-08-04 14:00:02
657,5.367936,N/A,N/A,5.00e-05,50226.56,217.21,10780672,N/A,2025-08-04 14:00:03
658,6.045700,N/A,N/A,5.00e-05,49943.40,215.98,10797056,N/A,2025-08-04 14:00:03
659,5.939129,N/A,N/A,5.00e-05,50507.90,218.43,10813440,N/A,2025-08-04 14:00:04
660,7.405272,N/A,N/A,5.00e-05,50233.37,217.24,10829824,0.9301,2025-08-04 14:00:04
661,5.790260,N/A,N/A,5.00e-05,50222.43,217.19,10846208,N/A,2025-08-04 14:00:04
662,6.313399,N/A,N/A,5.00e-05,50011.42,216.28,10862592,N/A,2025-08-04 14:00:05
663,7.523659,N/A,N/A,5.00e-05,50301.54,217.53,10878976,N/A,2025-08-04 14:00:05
664,7.398968,N/A,N/A,5.00e-05,50485.85,218.33,10895360,N/A,2025-08-04 14:00:05
665,5.598423,N/A,N/A,5.00e-05,50519.95,218.48,10911744,N/A,2025-08-04 14:00:06
666,5.653692,N/A,N/A,5.00e-05,50520.78,218.48,10928128,N/A,2025-08-04 14:00:06
667,6.081189,N/A,N/A,5.00e-05,50698.66,219.25,10944512,N/A,2025-08-04 14:00:06
668,6.343086,N/A,N/A,5.00e-05,50689.63,219.21,10960896,N/A,2025-08-04 14:00:07
669,6.145160,N/A,N/A,5.00e-05,50908.03,220.16,10977280,N/A,2025-08-04 14:00:07
670,4.794976,N/A,N/A,5.00e-05,50694.91,219.23,10993664,1.0000,2025-08-04 14:00:07
671,7.095522,N/A,N/A,5.00e-05,50339.55,217.70,11010048,N/A,2025-08-04 14:00:08
672,7.846973,N/A,N/A,5.00e-05,50276.04,217.42,11026432,N/A,2025-08-04 14:00:08
673,6.871921,N/A,N/A,5.00e-05,50237.00,217.25,11042816,N/A,2025-08-04 14:00:09
674,7.098639,N/A,N/A,5.00e-05,49930.48,215.93,11059200,N/A,2025-08-04 14:00:09
675,7.165233,N/A,N/A,5.00e-05,49585.98,214.44,11075584,N/A,2025-08-04 14:00:09
676,5.962173,N/A,N/A,5.00e-05,49734.37,215.08,11091968,N/A,2025-08-04 14:00:10
677,5.714141,N/A,N/A,5.00e-05,49777.61,215.27,11108352,N/A,2025-08-04 14:00:10
678,7.239948,N/A,N/A,5.00e-05,49542.72,214.25,11124736,N/A,2025-08-04 14:00:10
679,5.089724,N/A,N/A,5.00e-05,49413.66,213.69,11141120,N/A,2025-08-04 14:00:11
680,5.923762,N/A,N/A,5.00e-05,49145.90,212.54,11157504,0.8160,2025-08-04 14:00:11
681,5.586205,N/A,N/A,5.00e-05,49223.65,212.87,11173888,N/A,2025-08-04 14:00:12
682,6.083460,N/A,N/A,5.00e-05,49227.93,212.89,11190272,N/A,2025-08-04 14:00:12
683,5.892036,N/A,N/A,5.00e-05,49221.56,212.86,11206656,N/A,2025-08-04 14:00:12
684,6.516270,N/A,N/A,5.00e-05,49576.04,214.40,11223040,N/A,2025-08-04 14:00:13
685,6.235552,N/A,N/A,5.00e-05,49586.82,214.44,11239424,N/A,2025-08-04 14:00:13
686,6.901086,N/A,N/A,5.00e-05,49295.02,213.18,11255808,N/A,2025-08-04 14:00:13
687,5.672069,N/A,N/A,5.00e-05,49371.64,213.51,11272192,N/A,2025-08-04 14:00:14
688,5.460921,N/A,N/A,5.00e-05,49614.62,214.56,11288576,N/A,2025-08-04 14:00:14
689,6.237412,N/A,N/A,5.00e-05,50399.24,217.96,11304960,N/A,2025-08-04 14:00:14
690,5.140806,N/A,N/A,5.00e-05,50154.14,216.90,11321344,1.0000,2025-08-04 14:00:15
691,6.098369,N/A,N/A,5.00e-05,49903.99,215.81,11337728,N/A,2025-08-04 14:00:15
692,6.138075,N/A,N/A,5.00e-05,50195.23,217.07,11354112,N/A,2025-08-04 14:00:16
693,6.137915,N/A,N/A,5.00e-05,50193.84,217.07,11370496,N/A,2025-08-04 14:00:16
694,6.347581,N/A,N/A,5.00e-05,50188.33,217.04,11386880,N/A,2025-08-04 14:00:16
695,5.385794,N/A,N/A,5.00e-05,50181.50,217.01,11403264,N/A,2025-08-04 14:00:17
696,4.972655,N/A,N/A,5.00e-05,50427.36,218.08,11419648,N/A,2025-08-04 14:00:17
697,6.115514,N/A,N/A,5.00e-05,50562.06,218.66,11436032,N/A,2025-08-04 14:00:17
698,6.459673,N/A,N/A,5.00e-05,50611.13,218.87,11452416,N/A,2025-08-04 14:00:18
699,6.900717,N/A,N/A,5.00e-05,50820.66,219.78,11468800,N/A,2025-08-04 14:00:18
700,5.018581,N/A,N/A,5.00e-05,50638.15,218.99,11485184,1.0000,2025-08-04 14:00:18
