step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.007951,N/A,N/A,2.50e-07,0.00,20480,N/A,2025-07-26 16:21:32
240,5.608794,N/A,N/A,5.00e-05,31402.73,833553868852710009778455310397079552,4935680,1.0000,2025-07-26 21:12:43
241,7.228637,N/A,N/A,5.00e-05,31424.41,833553868852710009778455310397079552,4956160,N/A,2025-07-26 21:12:43
242,6.161362,N/A,N/A,5.00e-05,31393.51,1667107737705420019556910620794159104,4976640,N/A,2025-07-26 21:12:44
243,7.040886,N/A,N/A,5.00e-05,31410.32,1667107737705420019556910620794159104,4997120,N/A,2025-07-26 21:12:45
244,6.469905,N/A,N/A,5.00e-05,31571.13,1667107737705420019556910620794159104,5017600,N/A,2025-07-26 21:12:46
245,6.917552,N/A,N/A,5.00e-05,31553.58,3334215475410840039113821241588318208,5038080,N/A,2025-07-26 21:12:46
246,6.279722,N/A,N/A,5.00e-05,31510.05,6668430950821680078227642483176636416,5058560,N/A,2025-07-26 21:12:47
247,7.766893,N/A,N/A,5.00e-05,31519.85,6668430950821680078227642483176636416,5079040,N/A,2025-07-26 21:12:48
248,6.930718,N/A,N/A,5.00e-05,31496.82,13336861901643360156455284966353272832,5099520,N/A,2025-07-26 21:12:49
249,7.451552,N/A,N/A,5.00e-05,31781.67,13336861901643360156455284966353272832,5120000,N/A,2025-07-26 21:12:49
250,5.047632,N/A,N/A,5.00e-05,31678.54,26673723803286720312910569932706545664,5140480,1.0000,2025-07-26 21:12:50
251,6.250234,N/A,N/A,5.00e-05,31703.35,26673723803286720312910569932706545664,5160960,N/A,2025-07-26 21:12:51
252,7.319607,N/A,N/A,5.00e-05,31702.68,26673723803286720312910569932706545664,5181440,N/A,2025-07-26 21:12:51
253,5.985292,N/A,N/A,5.00e-05,31718.55,26673723803286720312910569932706545664,5201920,N/A,2025-07-26 21:12:52
254,5.715450,N/A,N/A,5.00e-05,31744.40,26673723803286720312910569932706545664,5222400,N/A,2025-07-26 21:12:53
255,6.434184,N/A,N/A,5.00e-05,31765.81,26673723803286720312910569932706545664,5242880,N/A,2025-07-26 21:12:54
256,5.833434,N/A,N/A,5.00e-05,31742.90,53347447606573440625821139865413091328,5263360,N/A,2025-07-26 21:12:54
257,7.188214,N/A,N/A,5.00e-05,31728.83,106694895213146881251642279730826182656,5283840,N/A,2025-07-26 21:12:55
258,5.720201,N/A,N/A,5.00e-05,31728.62,106694895213146881251642279730826182656,5304320,N/A,2025-07-26 21:12:56
259,6.272973,N/A,N/A,5.00e-05,31822.67,106694895213146881251642279730826182656,5324800,N/A,2025-07-26 21:12:56
260,6.875445,N/A,N/A,5.00e-05,31680.52,213389790426293762503284559461652365312,5345280,1.0000,2025-07-26 21:12:57
261,7.231135,N/A,N/A,5.00e-05,31522.80,426779580852587525006569118923304730624,5365760,N/A,2025-07-26 21:12:58
262,6.517053,N/A,N/A,5.00e-05,31527.35,426779580852587525006569118923304730624,5386240,N/A,2025-07-26 21:12:59
263,6.229345,N/A,N/A,5.00e-05,31531.62,426779580852587525006569118923304730624,5406720,N/A,2025-07-26 21:12:59
264,7.541354,N/A,N/A,5.00e-05,31537.58,426779580852587525006569118923304730624,5427200,N/A,2025-07-26 21:13:00
265,6.499398,N/A,N/A,5.00e-05,31566.11,426779580852587525006569118923304730624,5447680,N/A,2025-07-26 21:13:01
266,6.784336,N/A,N/A,5.00e-05,31587.97,426779580852587525006569118923304730624,5468160,N/A,2025-07-26 21:13:01
267,6.171418,N/A,N/A,5.00e-05,31488.22,853559161705175050013138237846609461248,5488640,N/A,2025-07-26 21:13:02
268,5.950280,N/A,N/A,5.00e-05,31357.97,1707118323410350100026276475693218922496,5509120,N/A,2025-07-26 21:13:03
269,7.143494,N/A,N/A,5.00e-05,31492.88,1707118323410350100026276475693218922496,5529600,N/A,2025-07-26 21:13:04
270,6.815298,N/A,N/A,5.00e-05,31558.03,1707118323410350100026276475693218922496,5550080,1.0000,2025-07-26 21:13:04
271,7.626832,N/A,N/A,5.00e-05,31526.62,3414236646820700200052552951386437844992,5570560,N/A,2025-07-26 21:13:05
272,6.011526,N/A,N/A,5.00e-05,31535.53,3414236646820700200052552951386437844992,5591040,N/A,2025-07-26 21:13:06
273,7.212009,N/A,N/A,5.00e-05,31527.24,6828473293641400400105105902772875689984,5611520,N/A,2025-07-26 21:13:07
274,6.119435,N/A,N/A,5.00e-05,31489.62,13656946587282800800210211805545751379968,5632000,N/A,2025-07-26 21:13:07
275,5.907835,N/A,N/A,5.00e-05,31496.98,13656946587282800800210211805545751379968,5652480,N/A,2025-07-26 21:13:08
276,6.063962,N/A,N/A,5.00e-05,31585.46,13656946587282800800210211805545751379968,5672960,N/A,2025-07-26 21:13:09
277,6.214928,N/A,N/A,5.00e-05,31683.59,13656946587282800800210211805545751379968,5693440,N/A,2025-07-26 21:13:09
278,7.262429,N/A,N/A,5.00e-05,31672.11,27313893174565601600420423611091502759936,5713920,N/A,2025-07-26 21:13:10
279,5.637947,N/A,N/A,5.00e-05,31756.60,27313893174565601600420423611091502759936,5734400,N/A,2025-07-26 21:13:11
280,6.135028,N/A,N/A,5.00e-05,31612.49,54627786349131203200840847222183005519872,5754880,0.9217,2025-07-26 21:13:12
281,6.508118,N/A,N/A,5.00e-05,31588.92,109255572698262406401681694444366011039744,5775360,N/A,2025-07-26 21:13:12
282,4.638636,N/A,N/A,5.00e-05,31570.67,218511145396524812803363388888732022079488,5795840,N/A,2025-07-26 21:13:13
283,7.082953,N/A,N/A,5.00e-05,31608.95,218511145396524812803363388888732022079488,5816320,N/A,2025-07-26 21:13:14
284,5.789380,N/A,N/A,5.00e-05,31615.22,218511145396524812803363388888732022079488,5836800,N/A,2025-07-26 21:13:14
285,7.209287,N/A,N/A,5.00e-05,31627.61,218511145396524812803363388888732022079488,5857280,N/A,2025-07-26 21:13:15
286,7.679246,N/A,N/A,5.00e-05,31642.14,218511145396524812803363388888732022079488,5877760,N/A,2025-07-26 21:13:16
287,6.961240,N/A,N/A,5.00e-05,31660.32,218511145396524812803363388888732022079488,5898240,N/A,2025-07-26 21:13:17
288,6.066695,N/A,N/A,5.00e-05,31678.79,218511145396524812803363388888732022079488,5918720,N/A,2025-07-26 21:13:17
289,7.109950,N/A,N/A,5.00e-05,31837.70,218511145396524812803363388888732022079488,5939200,N/A,2025-07-26 21:13:18
290,6.740860,N/A,N/A,5.00e-05,31740.67,437022290793049625606726777777464044158976,5959680,1.0000,2025-07-26 21:13:19
291,5.825226,N/A,N/A,5.00e-05,31751.48,437022290793049625606726777777464044158976,5980160,N/A,2025-07-26 21:13:19
292,7.756244,N/A,N/A,5.00e-05,31603.77,874044581586099251213453555554928088317952,6000640,N/A,2025-07-26 21:13:20
293,6.022335,N/A,N/A,5.00e-05,31593.63,1748089163172198502426907111109856176635904,6021120,N/A,2025-07-26 21:13:21
294,5.374378,N/A,N/A,5.00e-05,31583.77,3496178326344397004853814222219712353271808,6041600,N/A,2025-07-26 21:13:22
295,6.010635,N/A,N/A,5.00e-05,31581.30,3496178326344397004853814222219712353271808,6062080,N/A,2025-07-26 21:13:22
296,7.336906,N/A,N/A,5.00e-05,31573.97,6992356652688794009707628444439424706543616,6082560,N/A,2025-07-26 21:13:23
297,6.736226,N/A,N/A,5.00e-05,31588.83,6992356652688794009707628444439424706543616,6103040,N/A,2025-07-26 21:13:24
298,5.493249,N/A,N/A,5.00e-05,31583.41,13984713305377588019415256888878849413087232,6123520,N/A,2025-07-26 21:13:24
299,6.141553,N/A,N/A,5.00e-05,31696.99,13984713305377588019415256888878849413087232,6144000,N/A,2025-07-26 21:13:25
300,5.787053,N/A,N/A,5.00e-05,31563.40,27969426610755176038830513777757698826174464,6164480,1.0000,2025-07-26 21:13:26
301,6.762719,N/A,N/A,5.00e-05,23163.93,55938853221510352077661027555515397652348928,6184960,N/A,2025-07-26 21:13:29
302,7.433622,N/A,N/A,5.00e-05,23171.89,55938853221510352077661027555515397652348928,6205440,N/A,2025-07-26 21:13:30
303,6.578363,N/A,N/A,5.00e-05,23175.53,55938853221510352077661027555515397652348928,6225920,N/A,2025-07-26 21:13:30
304,7.049617,N/A,N/A,5.00e-05,23179.49,55938853221510352077661027555515397652348928,6246400,N/A,2025-07-26 21:13:31
305,6.652079,N/A,N/A,5.00e-05,23181.85,55938853221510352077661027555515397652348928,6266880,N/A,2025-07-26 21:13:32
306,7.429837,N/A,N/A,5.00e-05,23183.50,55938853221510352077661027555515397652348928,6287360,N/A,2025-07-26 21:13:33
307,6.073077,N/A,N/A,5.00e-05,23131.19,111877706443020704155322055111030795304697856,6307840,N/A,2025-07-26 21:13:33
308,6.691385,N/A,N/A,5.00e-05,23103.78,223755412886041408310644110222061590609395712,6328320,N/A,2025-07-26 21:13:34
309,6.529956,N/A,N/A,5.00e-05,23196.24,223755412886041408310644110222061590609395712,6348800,N/A,2025-07-26 21:13:35
310,5.940357,N/A,N/A,5.00e-05,31654.41,223755412886041408310644110222061590609395712,6369280,1.0000,2025-07-26 21:13:36
311,5.992043,N/A,N/A,5.00e-05,31651.73,447510825772082816621288220444123181218791424,6389760,N/A,2025-07-26 21:13:36
312,6.031705,N/A,N/A,5.00e-05,31646.70,895021651544165633242576440888246362437582848,6410240,N/A,2025-07-26 21:13:37
313,5.338515,N/A,N/A,5.00e-05,31654.30,895021651544165633242576440888246362437582848,6430720,N/A,2025-07-26 21:13:38
314,7.614892,N/A,N/A,5.00e-05,31611.62,1790043303088331266485152881776492724875165696,6451200,N/A,2025-07-26 21:13:38
315,7.191778,N/A,N/A,5.00e-05,31592.10,3580086606176662532970305763552985449750331392,6471680,N/A,2025-07-26 21:13:39
316,5.453083,N/A,N/A,5.00e-05,31709.81,3580086606176662532970305763552985449750331392,6492160,N/A,2025-07-26 21:13:40
317,5.516010,N/A,N/A,5.00e-05,31772.36,3580086606176662532970305763552985449750331392,6512640,N/A,2025-07-26 21:13:41
318,5.154189,N/A,N/A,5.00e-05,31684.18,7160173212353325065940611527105970899500662784,6533120,N/A,2025-07-26 21:13:41
319,6.548812,N/A,N/A,5.00e-05,31608.68,14320346424706650131881223054211941799001325568,6553600,N/A,2025-07-26 21:13:42
320,5.927237,N/A,N/A,5.00e-05,31504.93,28640692849413300263762446108423883598002651136,6574080,1.0000,2025-07-26 21:13:43
321,6.636648,N/A,N/A,5.00e-05,31525.12,28640692849413300263762446108423883598002651136,6594560,N/A,2025-07-26 21:13:43
322,7.410227,N/A,N/A,5.00e-05,31532.44,28640692849413300263762446108423883598002651136,6615040,N/A,2025-07-26 21:13:44
323,6.217185,N/A,N/A,5.00e-05,31567.04,28640692849413300263762446108423883598002651136,6635520,N/A,2025-07-26 21:13:45
324,6.133861,N/A,N/A,5.00e-05,31601.98,28640692849413300263762446108423883598002651136,6656000,N/A,2025-07-26 21:13:46
325,6.016370,N/A,N/A,5.00e-05,31584.84,57281385698826600527524892216847767196005302272,6676480,N/A,2025-07-26 21:13:46
326,5.205524,N/A,N/A,5.00e-05,31576.25,114562771397653201055049784433695534392010604544,6696960,N/A,2025-07-26 21:13:47
327,6.323025,N/A,N/A,5.00e-05,31635.23,114562771397653201055049784433695534392010604544,6717440,N/A,2025-07-26 21:13:48
328,6.168058,N/A,N/A,5.00e-05,31791.24,114562771397653201055049784433695534392010604544,6737920,N/A,2025-07-26 21:13:48
329,5.548532,N/A,N/A,5.00e-05,31883.53,114562771397653201055049784433695534392010604544,6758400,N/A,2025-07-26 21:13:49
330,5.183597,N/A,N/A,5.00e-05,31532.94,229125542795306402110099568867391068784021209088,6778880,0.8637,2025-07-26 21:13:50
331,7.451654,N/A,N/A,5.00e-05,31371.50,458251085590612804220199137734782137568042418176,6799360,N/A,2025-07-26 21:13:51
332,7.052418,N/A,N/A,5.00e-05,31392.19,458251085590612804220199137734782137568042418176,6819840,N/A,2025-07-26 21:13:51
333,5.549594,N/A,N/A,5.00e-05,31241.50,916502171181225608440398275469564275136084836352,6840320,N/A,2025-07-26 21:13:52
334,5.798594,N/A,N/A,5.00e-05,31260.80,916502171181225608440398275469564275136084836352,6860800,N/A,2025-07-26 21:13:53
335,7.138662,N/A,N/A,5.00e-05,31258.17,1833004342362451216880796550939128550272169672704,6881280,N/A,2025-07-26 21:13:54
336,4.563729,N/A,N/A,5.00e-05,31244.66,3666008684724902433761593101878257100544339345408,6901760,N/A,2025-07-26 21:13:54
337,7.066843,N/A,N/A,5.00e-05,31241.02,3666008684724902433761593101878257100544339345408,6922240,N/A,2025-07-26 21:13:55
338,5.929420,N/A,N/A,5.00e-05,31251.16,3666008684724902433761593101878257100544339345408,6942720,N/A,2025-07-26 21:13:56
339,6.040102,N/A,N/A,5.00e-05,31569.23,3666008684724902433761593101878257100544339345408,6963200,N/A,2025-07-26 21:13:56
340,6.684932,N/A,N/A,5.00e-05,31603.40,3666008684724902433761593101878257100544339345408,6983680,1.0000,2025-07-26 21:13:57
341,5.856071,N/A,N/A,5.00e-05,31555.00,7332017369449804867523186203756514201088678690816,7004160,N/A,2025-07-26 21:13:58
342,6.974429,N/A,N/A,5.00e-05,31679.46,7332017369449804867523186203756514201088678690816,7024640,N/A,2025-07-26 21:13:59
343,6.622552,N/A,N/A,5.00e-05,31668.98,14664034738899609735046372407513028402177357381632,7045120,N/A,2025-07-26 21:13:59
344,6.444705,N/A,N/A,5.00e-05,31636.57,29328069477799219470092744815026056804354714763264,7065600,N/A,2025-07-26 21:14:00
345,5.887345,N/A,N/A,5.00e-05,31645.12,29328069477799219470092744815026056804354714763264,7086080,N/A,2025-07-26 21:14:01
346,5.610327,N/A,N/A,5.00e-05,31679.71,29328069477799219470092744815026056804354714763264,7106560,N/A,2025-07-26 21:14:01
347,6.236184,N/A,N/A,5.00e-05,31678.75,29328069477799219470092744815026056804354714763264,7127040,N/A,2025-07-26 21:14:02
348,6.372540,N/A,N/A,5.00e-05,31604.32,58656138955598438940185489630052113608709429526528,7147520,N/A,2025-07-26 21:14:03
349,6.350964,N/A,N/A,5.00e-05,31708.20,58656138955598438940185489630052113608709429526528,7168000,N/A,2025-07-26 21:14:04
350,6.486450,N/A,N/A,5.00e-05,31628.65,117312277911196877880370979260104227217418859053056,7188480,1.0000,2025-07-26 21:14:04
351,7.338468,N/A,N/A,5.00e-05,31600.77,234624555822393755760741958520208454434837718106112,7208960,N/A,2025-07-26 21:14:05
352,5.805465,N/A,N/A,5.00e-05,31608.28,234624555822393755760741958520208454434837718106112,7229440,N/A,2025-07-26 21:14:06
353,6.137271,N/A,N/A,5.00e-05,31619.91,234624555822393755760741958520208454434837718106112,7249920,N/A,2025-07-26 21:14:07
354,6.408216,N/A,N/A,5.00e-05,31588.99,469249111644787511521483917040416908869675436212224,7270400,N/A,2025-07-26 21:14:07
355,6.918353,N/A,N/A,5.00e-05,31503.84,938498223289575023042967834080833817739350872424448,7290880,N/A,2025-07-26 21:14:08
356,7.071213,N/A,N/A,5.00e-05,31491.39,1876996446579150046085935668161667635478701744848896,7311360,N/A,2025-07-26 21:14:09
357,6.114953,N/A,N/A,5.00e-05,31563.96,1876996446579150046085935668161667635478701744848896,7331840,N/A,2025-07-26 21:14:09
358,7.707431,N/A,N/A,5.00e-05,31583.05,1876996446579150046085935668161667635478701744848896,7352320,N/A,2025-07-26 21:14:10
359,5.928987,N/A,N/A,5.00e-05,31679.53,1876996446579150046085935668161667635478701744848896,7372800,N/A,2025-07-26 21:14:11
360,5.762344,N/A,N/A,5.00e-05,31597.61,3753992893158300092171871336323335270957403489697792,7393280,1.0000,2025-07-26 21:14:12
361,5.883504,N/A,N/A,5.00e-05,31594.53,3753992893158300092171871336323335270957403489697792,7413760,N/A,2025-07-26 21:14:12
362,7.341720,N/A,N/A,5.00e-05,31612.04,3753992893158300092171871336323335270957403489697792,7434240,N/A,2025-07-26 21:14:13
363,7.496950,N/A,N/A,5.00e-05,31649.91,3753992893158300092171871336323335270957403489697792,7454720,N/A,2025-07-26 21:14:14
364,7.577021,N/A,N/A,5.00e-05,31714.46,3753992893158300092171871336323335270957403489697792,7475200,N/A,2025-07-26 21:14:14
365,4.772464,N/A,N/A,5.00e-05,31739.82,3753992893158300092171871336323335270957403489697792,7495680,N/A,2025-07-26 21:14:15
366,6.113682,N/A,N/A,5.00e-05,31755.05,3753992893158300092171871336323335270957403489697792,7516160,N/A,2025-07-26 21:14:16
367,7.456570,N/A,N/A,5.00e-05,31760.51,3753992893158300092171871336323335270957403489697792,7536640,N/A,2025-07-26 21:14:17
368,6.084875,N/A,N/A,5.00e-05,31762.55,3753992893158300092171871336323335270957403489697792,7557120,N/A,2025-07-26 21:14:17
369,5.353760,N/A,N/A,5.00e-05,31872.36,3753992893158300092171871336323335270957403489697792,7577600,N/A,2025-07-26 21:14:18
370,5.379158,N/A,N/A,5.00e-05,31503.51,7507985786316600184343742672646670541914806979395584,7598080,0.9468,2025-07-26 21:14:19
371,6.049193,N/A,N/A,5.00e-05,31504.66,7507985786316600184343742672646670541914806979395584,7618560,N/A,2025-07-26 21:14:19
372,6.328312,N/A,N/A,5.00e-05,31503.99,7507985786316600184343742672646670541914806979395584,7639040,N/A,2025-07-26 21:14:20
373,6.030991,N/A,N/A,5.00e-05,31512.01,7507985786316600184343742672646670541914806979395584,7659520,N/A,2025-07-26 21:14:21
374,6.211593,N/A,N/A,5.00e-05,31486.96,15015971572633200368687485345293341083829613958791168,7680000,N/A,2025-07-26 21:14:22
375,6.686398,N/A,N/A,5.00e-05,31479.82,30031943145266400737374970690586682167659227917582336,7700480,N/A,2025-07-26 21:14:22
376,6.718545,N/A,N/A,5.00e-05,31448.23,60063886290532801474749941381173364335318455835164672,7720960,N/A,2025-07-26 21:14:23
377,4.486454,N/A,N/A,5.00e-05,31436.38,120127772581065602949499882762346728670636911670329344,7741440,N/A,2025-07-26 21:14:24
378,5.900815,N/A,N/A,5.00e-05,31254.18,240255545162131205898999765524693457341273823340658688,7761920,N/A,2025-07-26 21:14:25
379,6.905521,N/A,N/A,5.00e-05,31602.68,240255545162131205898999765524693457341273823340658688,7782400,N/A,2025-07-26 21:14:25
380,5.571439,N/A,N/A,5.00e-05,31482.31,480511090324262411797999531049386914682547646681317376,7802880,1.0000,2025-07-26 21:14:26
381,6.630663,N/A,N/A,5.00e-05,31483.70,480511090324262411797999531049386914682547646681317376,7823360,N/A,2025-07-26 21:14:27
382,6.454981,N/A,N/A,5.00e-05,31479.52,961022180648524823595999062098773829365095293362634752,7843840,N/A,2025-07-26 21:14:27
383,6.274996,N/A,N/A,5.00e-05,31446.05,1922044361297049647191998124197547658730190586725269504,7864320,N/A,2025-07-26 21:14:28
384,5.943484,N/A,N/A,5.00e-05,31460.74,1922044361297049647191998124197547658730190586725269504,7884800,N/A,2025-07-26 21:14:29
385,5.171923,N/A,N/A,5.00e-05,31442.78,3844088722594099294383996248395095317460381173450539008,7905280,N/A,2025-07-26 21:14:30
386,5.664330,N/A,N/A,5.00e-05,31455.64,3844088722594099294383996248395095317460381173450539008,7925760,N/A,2025-07-26 21:14:30
387,7.047155,N/A,N/A,5.00e-05,31646.78,3844088722594099294383996248395095317460381173450539008,7946240,N/A,2025-07-26 21:14:31
388,6.949719,N/A,N/A,5.00e-05,31671.05,3844088722594099294383996248395095317460381173450539008,7966720,N/A,2025-07-26 21:14:32
389,5.266370,N/A,N/A,5.00e-05,31759.34,3844088722594099294383996248395095317460381173450539008,7987200,N/A,2025-07-26 21:14:32
390,6.246257,N/A,N/A,5.00e-05,31623.99,7688177445188198588767992496790190634920762346901078016,8007680,0.9064,2025-07-26 21:14:33
391,5.527743,N/A,N/A,5.00e-05,31499.62,15376354890376397177535984993580381269841524693802156032,8028160,N/A,2025-07-26 21:14:34
392,6.461042,N/A,N/A,5.00e-05,31419.10,30752709780752794355071969987160762539683049387604312064,8048640,N/A,2025-07-26 21:14:35
393,6.415052,N/A,N/A,5.00e-05,31339.71,61505419561505588710143939974321525079366098775208624128,8069120,N/A,2025-07-26 21:14:35
394,5.599322,N/A,N/A,5.00e-05,31369.94,61505419561505588710143939974321525079366098775208624128,8089600,N/A,2025-07-26 21:14:36
395,5.491490,N/A,N/A,5.00e-05,31260.02,123010839123011177420287879948643050158732197550417248256,8110080,N/A,2025-07-26 21:14:37
396,7.158155,N/A,N/A,5.00e-05,31131.19,246021678246022354840575759897286100317464395100834496512,8130560,N/A,2025-07-26 21:14:38
397,5.716165,N/A,N/A,5.00e-05,31013.37,492043356492044709681151519794572200634928790201668993024,8151040,N/A,2025-07-26 21:14:38
398,5.541989,N/A,N/A,5.00e-05,31030.08,492043356492044709681151519794572200634928790201668993024,8171520,N/A,2025-07-26 21:14:39
399,6.141211,N/A,N/A,5.00e-05,31022.14,984086712984089419362303039589144401269857580403337986048,8192000,N/A,2025-07-26 21:14:40
400,6.585908,N/A,N/A,5.00e-05,31005.55,1968173425968178838724606079178288802539715160806675972096,8212480,1.0000,2025-07-26 21:14:41
401,5.629673,N/A,N/A,5.00e-05,21401.60,3936346851936357677449212158356577605079430321613351944192,8232960,N/A,2025-07-26 21:14:44
402,6.782513,N/A,N/A,5.00e-05,21438.55,3936346851936357677449212158356577605079430321613351944192,8253440,N/A,2025-07-26 21:14:45
403,5.805022,N/A,N/A,5.00e-05,21373.25,7872693703872715354898424316713155210158860643226703888384,8273920,N/A,2025-07-26 21:14:46
404,7.101596,N/A,N/A,5.00e-05,21441.50,7872693703872715354898424316713155210158860643226703888384,8294400,N/A,2025-07-26 21:14:46
405,5.685591,N/A,N/A,5.00e-05,21491.66,7872693703872715354898424316713155210158860643226703888384,8314880,N/A,2025-07-26 21:14:47
406,6.497118,N/A,N/A,5.00e-05,21553.71,7872693703872715354898424316713155210158860643226703888384,8335360,N/A,2025-07-26 21:14:48
407,5.696276,N/A,N/A,5.00e-05,21573.61,7872693703872715354898424316713155210158860643226703888384,8355840,N/A,2025-07-26 21:14:49
408,6.784691,N/A,N/A,5.00e-05,21629.89,7872693703872715354898424316713155210158860643226703888384,8376320,N/A,2025-07-26 21:14:49
409,6.190396,N/A,N/A,5.00e-05,21620.37,15745387407745430709796848633426310420317721286453407776768,8396800,N/A,2025-07-26 21:14:50
410,5.356649,N/A,N/A,5.00e-05,31479.65,15745387407745430709796848633426310420317721286453407776768,8417280,0.9056,2025-07-26 21:14:51
411,7.702011,N/A,N/A,5.00e-05,31212.48,31490774815490861419593697266852620840635442572906815553536,8437760,N/A,2025-07-26 21:14:52
412,5.320893,N/A,N/A,5.00e-05,31382.09,31490774815490861419593697266852620840635442572906815553536,8458240,N/A,2025-07-26 21:14:52
413,6.038352,N/A,N/A,5.00e-05,31167.99,62981549630981722839187394533705241681270885145813631107072,8478720,N/A,2025-07-26 21:14:53
414,5.531780,N/A,N/A,5.00e-05,31196.94,62981549630981722839187394533705241681270885145813631107072,8499200,N/A,2025-07-26 21:14:54
415,5.500711,N/A,N/A,5.00e-05,31183.47,125963099261963445678374789067410483362541770291627262214144,8519680,N/A,2025-07-26 21:14:54
416,6.543536,N/A,N/A,5.00e-05,31080.17,251926198523926891356749578134820966725083540583254524428288,8540160,N/A,2025-07-26 21:14:55
417,6.473240,N/A,N/A,5.00e-05,31000.34,503852397047853782713499156269641933450167081166509048856576,8560640,N/A,2025-07-26 21:14:56
418,6.644498,N/A,N/A,5.00e-05,31164.73,503852397047853782713499156269641933450167081166509048856576,8581120,N/A,2025-07-26 21:14:57
419,6.563708,N/A,N/A,5.00e-05,31146.85,1007704794095707565426998312539283866900334162333018097713152,8601600,N/A,2025-07-26 21:14:57
420,5.797244,N/A,N/A,5.00e-05,31286.87,1007704794095707565426998312539283866900334162333018097713152,8622080,1.0000,2025-07-26 21:14:58
421,5.517309,N/A,N/A,5.00e-05,31132.03,2015409588191415130853996625078567733800668324666036195426304,8642560,N/A,2025-07-26 21:14:59
422,6.984910,N/A,N/A,5.00e-05,31326.08,2015409588191415130853996625078567733800668324666036195426304,8663040,N/A,2025-07-26 21:15:00
423,6.219375,N/A,N/A,5.00e-05,31305.79,4030819176382830261707993250157135467601336649332072390852608,8683520,N/A,2025-07-26 21:15:00
424,6.854575,N/A,N/A,5.00e-05,31293.51,8061638352765660523415986500314270935202673298664144781705216,8704000,N/A,2025-07-26 21:15:01
425,5.866215,N/A,N/A,5.00e-05,31366.28,8061638352765660523415986500314270935202673298664144781705216,8724480,N/A,2025-07-26 21:15:02
426,4.943214,N/A,N/A,5.00e-05,31480.75,8061638352765660523415986500314270935202673298664144781705216,8744960,N/A,2025-07-26 21:15:02
427,5.695218,N/A,N/A,5.00e-05,31233.64,16123276705531321046831973000628541870405346597328289563410432,8765440,N/A,2025-07-26 21:15:03
428,5.685400,N/A,N/A,5.00e-05,31265.33,16123276705531321046831973000628541870405346597328289563410432,8785920,N/A,2025-07-26 21:15:04
429,6.854066,N/A,N/A,5.00e-05,31387.26,16123276705531321046831973000628541870405346597328289563410432,8806400,N/A,2025-07-26 21:15:05
430,4.641473,N/A,N/A,5.00e-05,31390.18,16123276705531321046831973000628541870405346597328289563410432,8826880,1.0000,2025-07-26 21:15:05
431,6.622477,N/A,N/A,5.00e-05,31211.36,32246553411062642093663946001257083740810693194656579126820864,8847360,N/A,2025-07-26 21:15:06
432,6.296952,N/A,N/A,5.00e-05,31230.03,32246553411062642093663946001257083740810693194656579126820864,8867840,N/A,2025-07-26 21:15:07
433,5.992146,N/A,N/A,5.00e-05,31036.51,64493106822125284187327892002514167481621386389313158253641728,8888320,N/A,2025-07-26 21:15:08
434,5.704585,N/A,N/A,5.00e-05,30962.29,128986213644250568374655784005028334963242772778626316507283456,8908800,N/A,2025-07-26 21:15:08
435,5.894401,N/A,N/A,5.00e-05,30872.61,257972427288501136749311568010056669926485545557252633014566912,8929280,N/A,2025-07-26 21:15:09
436,6.791375,N/A,N/A,5.00e-05,31126.55,257972427288501136749311568010056669926485545557252633014566912,8949760,N/A,2025-07-26 21:15:10
437,5.450112,N/A,N/A,5.00e-05,31232.07,257972427288501136749311568010056669926485545557252633014566912,8970240,N/A,2025-07-26 21:15:10
438,5.161386,N/A,N/A,5.00e-05,31233.87,257972427288501136749311568010056669926485545557252633014566912,8990720,N/A,2025-07-26 21:15:11
439,5.725698,N/A,N/A,5.00e-05,31385.66,257972427288501136749311568010056669926485545557252633014566912,9011200,N/A,2025-07-26 21:15:12
440,6.416869,N/A,N/A,5.00e-05,31436.27,257972427288501136749311568010056669926485545557252633014566912,9031680,1.0000,2025-07-26 21:15:13
441,5.915484,N/A,N/A,5.00e-05,31423.68,515944854577002273498623136020113339852971091114505266029133824,9052160,N/A,2025-07-26 21:15:13
442,5.325995,N/A,N/A,5.00e-05,31623.92,515944854577002273498623136020113339852971091114505266029133824,9072640,N/A,2025-07-26 21:15:14
443,5.716377,N/A,N/A,5.00e-05,31712.53,515944854577002273498623136020113339852971091114505266029133824,9093120,N/A,2025-07-26 21:15:15
444,6.312896,N/A,N/A,5.00e-05,31798.94,515944854577002273498623136020113339852971091114505266029133824,9113600,N/A,2025-07-26 21:15:15
445,5.643539,N/A,N/A,5.00e-05,31781.32,1031889709154004546997246272040226679705942182229010532058267648,9134080,N/A,2025-07-26 21:15:16
446,5.822713,N/A,N/A,5.00e-05,31762.06,2063779418308009093994492544080453359411884364458021064116535296,9154560,N/A,2025-07-26 21:15:17
447,5.924380,N/A,N/A,5.00e-05,31549.49,4127558836616018187988985088160906718823768728916042128233070592,9175040,N/A,2025-07-26 21:15:18
448,6.436958,N/A,N/A,5.00e-05,31400.72,8255117673232036375977970176321813437647537457832084256466141184,9195520,N/A,2025-07-26 21:15:18
449,6.595009,N/A,N/A,5.00e-05,31533.23,8255117673232036375977970176321813437647537457832084256466141184,9216000,N/A,2025-07-26 21:15:19
