step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.423142,N/A,N/A,2.50e-07,0.00,8192,N/A,2025-07-25 17:46:40
1,11.984413,N/A,N/A,5.00e-07,2955.61,16384,N/A,2025-07-25 17:50:00
2,12.038948,N/A,N/A,7.50e-07,4206.25,24576,N/A,2025-07-25 17:50:00
3,12.033717,N/A,N/A,1.00e-06,5316.64,32768,N/A,2025-07-25 17:50:00
4,12.387990,N/A,N/A,1.25e-06,6308.15,40960,N/A,2025-07-25 17:50:01
5,12.383386,N/A,N/A,1.50e-06,7267.21,49152,N/A,2025-07-25 17:50:01
6,12.282533,N/A,N/A,1.75e-06,8125.72,57344,N/A,2025-07-25 17:50:01
7,12.278929,N/A,N/A,2.00e-06,8890.46,65536,N/A,2025-07-25 17:50:02
8,12.008186,N/A,N/A,2.25e-06,9636.09,73728,N/A,2025-07-25 17:50:02
9,11.999305,N/A,N/A,2.50e-06,10285.29,81920,N/A,2025-07-25 17:50:02
10,11.950773,N/A,N/A,2.75e-06,30153.79,90112,1.0000,2025-07-25 17:50:02
11,11.940501,N/A,N/A,3.00e-06,30048.98,98304,N/A,2025-07-25 17:50:03
12,11.915086,N/A,N/A,3.25e-06,30438.12,106496,N/A,2025-07-25 17:50:03
13,11.896475,N/A,N/A,3.50e-06,29329.82,114688,N/A,2025-07-25 17:50:03
14,12.251802,N/A,N/A,3.75e-06,28349.93,122880,N/A,2025-07-25 17:50:04
15,12.245617,N/A,N/A,4.00e-06,27960.67,131072,N/A,2025-07-25 17:50:04
16,12.099997,N/A,N/A,4.25e-06,28334.24,139264,N/A,2025-07-25 17:50:04
17,12.084975,N/A,N/A,4.50e-06,27533.73,147456,N/A,2025-07-25 17:50:05
18,12.243043,N/A,N/A,4.75e-06,26315.86,155648,N/A,2025-07-25 17:50:05
19,12.227532,N/A,N/A,5.00e-06,26094.09,163840,N/A,2025-07-25 17:50:06
20,12.092795,N/A,N/A,5.25e-06,25854.73,172032,1.0000,2025-07-25 17:50:06
21,12.074451,N/A,N/A,5.50e-06,25775.34,180224,N/A,2025-07-25 17:50:06
22,12.004529,N/A,N/A,5.75e-06,26534.97,188416,N/A,2025-07-25 17:50:07
23,11.981435,N/A,N/A,6.00e-06,27372.87,196608,N/A,2025-07-25 17:50:07
24,12.200911,N/A,N/A,6.25e-06,27215.78,204800,N/A,2025-07-25 17:50:07
25,12.189058,N/A,N/A,6.50e-06,26722.08,212992,N/A,2025-07-25 17:50:07
26,11.685789,N/A,N/A,6.75e-06,27202.95,221184,N/A,2025-07-25 17:50:08
27,11.660114,N/A,N/A,7.00e-06,28470.08,229376,N/A,2025-07-25 17:50:08
28,12.101295,N/A,N/A,7.25e-06,28890.20,237568,N/A,2025-07-25 17:50:08
29,12.083447,N/A,N/A,7.50e-06,29691.06,245760,N/A,2025-07-25 17:50:09
30,11.817915,N/A,N/A,7.75e-06,29653.92,253952,1.0000,2025-07-25 17:50:09
31,11.787283,N/A,N/A,8.00e-06,30487.60,262144,N/A,2025-07-25 17:50:09
32,11.641992,N/A,N/A,8.25e-06,30204.96,270336,N/A,2025-07-25 17:50:10
33,11.608902,N/A,N/A,8.50e-06,31233.65,278528,N/A,2025-07-25 17:50:10
34,11.710067,N/A,N/A,8.75e-06,31960.16,286720,N/A,2025-07-25 17:50:10
35,11.682818,N/A,N/A,9.00e-06,32480.77,294912,N/A,2025-07-25 17:50:10
36,11.710380,N/A,N/A,9.25e-06,33192.00,303104,N/A,2025-07-25 17:50:11
37,11.684659,N/A,N/A,9.50e-06,33481.61,311296,N/A,2025-07-25 17:50:11
38,11.881576,N/A,N/A,9.75e-06,33524.04,319488,N/A,2025-07-25 17:50:11
39,11.858108,N/A,N/A,1.00e-05,34105.75,327680,N/A,2025-07-25 17:50:11
40,11.919996,N/A,N/A,1.03e-05,33877.71,335872,1.0000,2025-07-25 17:50:12
41,11.898811,N/A,N/A,1.05e-05,34175.71,344064,N/A,2025-07-25 17:50:12
42,11.400232,N/A,N/A,1.08e-05,34166.54,352256,N/A,2025-07-25 17:50:12
43,11.365951,N/A,N/A,1.10e-05,34389.47,360448,N/A,2025-07-25 17:50:12
44,11.144512,N/A,N/A,1.13e-05,34398.83,368640,N/A,2025-07-25 17:50:13
45,11.091326,N/A,N/A,1.15e-05,34513.14,376832,N/A,2025-07-25 17:50:13
