step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.026745,N/A,N/A,2.50e-07,0.00,8192,N/A,2025-07-25 18:08:48
1,12.023755,N/A,N/A,5.00e-07,659.20,16384,N/A,2025-07-25 18:09:13
2,12.042665,N/A,N/A,7.50e-07,969.20,24576,N/A,2025-07-25 18:09:14
3,12.024175,N/A,N/A,1.00e-06,1264.65,32768,N/A,2025-07-25 18:09:14
4,12.033405,N/A,N/A,1.25e-06,1549.34,40960,N/A,2025-07-25 18:09:15
5,12.025153,N/A,N/A,1.50e-06,1827.07,49152,N/A,2025-07-25 18:09:15
6,12.175901,N/A,N/A,1.75e-06,2092.97,57344,N/A,2025-07-25 18:09:16
7,12.165664,N/A,N/A,2.00e-06,2352.11,65536,N/A,2025-07-25 18:09:16
8,11.838808,N/A,N/A,2.25e-06,2602.76,73728,N/A,2025-07-25 18:09:17
9,11.817982,N/A,N/A,2.50e-06,2845.16,81920,N/A,2025-07-25 18:09:17
10,11.873989,N/A,N/A,2.75e-06,18470.51,90112,1.0000,2025-07-25 18:09:18
11,11.855648,N/A,N/A,3.00e-06,18635.09,98304,N/A,2025-07-25 18:09:18
12,11.844213,N/A,N/A,3.25e-06,19021.28,106496,N/A,2025-07-25 18:09:19
13,11.801529,N/A,N/A,3.50e-06,19290.71,114688,N/A,2025-07-25 18:09:19
14,12.141521,N/A,N/A,3.75e-06,19164.36,122880,N/A,2025-07-25 18:09:20
15,12.125628,N/A,N/A,4.00e-06,19311.61,131072,N/A,2025-07-25 18:09:20
16,11.885520,N/A,N/A,4.25e-06,19316.89,139264,N/A,2025-07-25 18:09:20
17,11.848561,N/A,N/A,4.50e-06,19320.14,147456,N/A,2025-07-25 18:09:21
18,12.037289,N/A,N/A,4.75e-06,19332.25,155648,N/A,2025-07-25 18:09:21
19,12.003452,N/A,N/A,5.00e-06,19482.79,163840,N/A,2025-07-25 18:09:22
20,11.691567,N/A,N/A,5.25e-06,19323.61,172032,1.0000,2025-07-25 18:09:22
21,11.655970,N/A,N/A,5.50e-06,19218.77,180224,N/A,2025-07-25 18:09:23
22,11.535524,N/A,N/A,5.75e-06,19235.90,188416,N/A,2025-07-25 18:09:23
23,11.484644,N/A,N/A,6.00e-06,19373.41,196608,N/A,2025-07-25 18:09:24
24,12.084502,N/A,N/A,6.25e-06,19373.94,204800,N/A,2025-07-25 18:09:24
25,12.056068,N/A,N/A,6.50e-06,19220.18,212992,N/A,2025-07-25 18:09:25
26,11.498060,N/A,N/A,6.75e-06,19217.70,221184,N/A,2025-07-25 18:09:25
27,11.440214,N/A,N/A,7.00e-06,19215.02,229376,N/A,2025-07-25 18:09:26
28,11.785924,N/A,N/A,7.25e-06,19218.18,237568,N/A,2025-07-25 18:09:26
29,11.746909,N/A,N/A,7.50e-06,19136.69,245760,N/A,2025-07-25 18:09:27
