step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,avg_seq_len,total_tokens,grad_norm,timestamp
23,11.293706,N/A,N/A,6.00e-06,31286.86,2048.00,393216,N/A,2025-08-04 17:43:35
24,11.224213,N/A,N/A,6.25e-06,30743.59,2048.00,409600,N/A,2025-08-04 17:43:36
25,11.217892,N/A,N/A,6.50e-06,30266.54,2048.00,425984,N/A,2025-08-04 17:43:37
26,11.331615,N/A,N/A,6.75e-06,29766.99,2048.00,442368,N/A,2025-08-04 17:43:37
27,11.360596,N/A,N/A,7.00e-06,29611.59,2048.00,458752,N/A,2025-08-04 17:43:38
28,11.236305,N/A,N/A,7.25e-06,29133.47,2048.00,475136,N/A,2025-08-04 17:43:39
29,11.262052,N/A,N/A,7.50e-06,28909.73,2048.00,491520,N/A,2025-08-04 17:43:39
30,11.554368,N/A,N/A,7.75e-06,28472.01,2048.00,507904,1.6050,2025-08-04 17:43:40
31,11.593639,N/A,N/A,8.00e-06,28466.68,2048.00,524288,N/A,2025-08-04 17:43:41
32,11.749352,N/A,N/A,8.25e-06,28289.19,2048.00,540672,N/A,2025-08-04 17:43:41
33,11.785646,N/A,N/A,8.50e-06,28482.01,2048.00,557056,N/A,2025-08-04 17:43:42
34,11.415265,N/A,N/A,8.75e-06,28638.69,2048.00,573440,N/A,2025-08-04 17:43:42
35,11.415025,N/A,N/A,9.00e-06,28827.73,2048.00,589824,N/A,2025-08-04 17:43:43
36,11.595440,N/A,N/A,9.25e-06,28706.94,2048.00,606208,N/A,2025-08-04 17:43:44
37,11.599482,N/A,N/A,9.50e-06,28895.33,2048.00,622592,N/A,2025-08-04 17:43:44
38,11.343613,N/A,N/A,9.75e-06,29038.92,2048.00,638976,N/A,2025-08-04 17:43:45
39,11.331719,N/A,N/A,1.00e-05,29395.06,2048.00,655360,N/A,2025-08-04 17:43:45
40,11.401411,N/A,N/A,1.03e-05,29254.61,2048.00,671744,1.8422,2025-08-04 17:43:46
41,11.415073,N/A,N/A,1.05e-05,29359.55,2048.00,688128,N/A,2025-08-04 17:43:47
42,11.744348,N/A,N/A,1.08e-05,29455.31,2048.00,704512,N/A,2025-08-04 17:43:47
43,11.787509,N/A,N/A,1.10e-05,29553.43,2048.00,720896,N/A,2025-08-04 17:43:48
44,12.037939,N/A,N/A,1.12e-05,29636.38,2048.00,737280,N/A,2025-08-04 17:43:49
45,12.095516,N/A,N/A,1.15e-05,29745.41,2048.00,753664,N/A,2025-08-04 17:43:49
46,11.587307,N/A,N/A,1.17e-05,29797.85,2048.00,770048,N/A,2025-08-04 17:43:50
47,11.621434,N/A,N/A,1.20e-05,29589.73,2048.00,786432,N/A,2025-08-04 17:43:50
48,11.850641,N/A,N/A,1.23e-05,29206.81,2048.00,802816,N/A,2025-08-04 17:43:51
49,11.897561,N/A,N/A,1.25e-05,29123.74,2048.00,819200,N/A,2025-08-04 17:43:52
50,11.549799,N/A,N/A,1.28e-05,28633.96,2048.00,835584,1.0005,2025-08-04 17:43:52
51,11.564985,N/A,N/A,1.30e-05,28475.83,2048.00,851968,N/A,2025-08-04 17:43:53
52,12.141420,N/A,N/A,1.33e-05,28511.35,2048.00,868352,N/A,2025-08-04 17:43:54
53,12.143269,N/A,N/A,1.35e-05,28670.15,2048.00,884736,N/A,2025-08-04 17:43:54
54,11.614306,N/A,N/A,1.38e-05,28540.82,2048.00,901120,N/A,2025-08-04 17:43:55
55,11.605052,N/A,N/A,1.40e-05,28607.80,2048.00,917504,N/A,2025-08-04 17:43:55
56,12.502850,N/A,N/A,1.43e-05,28875.25,2048.00,933888,N/A,2025-08-04 17:43:56
57,12.513442,N/A,N/A,1.45e-05,29360.75,2048.00,950272,N/A,2025-08-04 17:43:57
58,12.417936,N/A,N/A,1.48e-05,29652.62,2048.00,966656,N/A,2025-08-04 17:43:57
59,12.429677,N/A,N/A,1.50e-05,30184.21,2048.00,983040,N/A,2025-08-04 17:43:58
60,12.340309,N/A,N/A,1.52e-05,30210.36,2048.00,999424,0.7314,2025-08-04 17:43:58
61,12.337272,N/A,N/A,1.55e-05,30176.76,2048.00,1015808,N/A,2025-08-04 17:43:59
62,12.433482,N/A,N/A,1.57e-05,30026.47,2048.00,1032192,N/A,2025-08-04 17:44:00
63,12.419664,N/A,N/A,1.60e-05,30160.38,2048.00,1048576,N/A,2025-08-04 17:44:00
64,12.243099,N/A,N/A,1.63e-05,30227.86,2048.00,1064960,N/A,2025-08-04 17:44:01
65,12.828182,N/A,N/A,1.65e-05,30361.38,2048.00,1081344,N/A,2025-08-04 17:44:01
66,12.956073,N/A,N/A,1.68e-05,30334.69,2048.00,1097728,N/A,2025-08-04 17:44:02
67,12.354935,N/A,N/A,1.70e-05,30544.46,2048.00,1114112,N/A,2025-08-04 17:44:03
68,11.855821,N/A,N/A,1.73e-05,30563.00,2048.00,1130496,N/A,2025-08-04 17:44:03
69,12.309438,N/A,N/A,1.75e-05,30782.89,2048.00,1146880,N/A,2025-08-04 17:44:04
70,11.738516,N/A,N/A,1.78e-05,30771.66,2048.00,1163264,0.7462,2025-08-04 17:44:04
71,12.181693,N/A,N/A,1.80e-05,30815.22,2048.00,1179648,N/A,2025-08-04 17:44:05
72,12.107121,N/A,N/A,1.82e-05,30999.74,2048.00,1196032,N/A,2025-08-04 17:44:06
73,12.387443,N/A,N/A,1.85e-05,30848.33,2048.00,1212416,N/A,2025-08-04 17:44:06
74,12.174840,N/A,N/A,1.87e-05,30793.88,2048.00,1228800,N/A,2025-08-04 17:44:07
75,12.304679,N/A,N/A,1.90e-05,30577.00,2048.00,1245184,N/A,2025-08-04 17:44:07
76,12.671112,N/A,N/A,1.93e-05,30379.98,2048.00,1261568,N/A,2025-08-04 17:44:08
77,12.213134,N/A,N/A,1.95e-05,30392.16,2048.00,1277952,N/A,2025-08-04 17:44:09
78,11.360756,N/A,N/A,1.97e-05,30379.88,2048.00,1294336,N/A,2025-08-04 17:44:09
79,12.177719,N/A,N/A,2.00e-05,30557.23,2048.00,1310720,N/A,2025-08-04 17:44:10
80,12.077105,N/A,N/A,2.03e-05,30246.19,2048.00,1327104,0.7482,2025-08-04 17:44:10
81,12.131574,N/A,N/A,2.05e-05,30153.70,2048.00,1343488,N/A,2025-08-04 17:44:11
82,12.513664,N/A,N/A,2.07e-05,30102.11,2048.00,1359872,N/A,2025-08-04 17:44:12
83,11.794333,N/A,N/A,2.10e-05,30041.10,2048.00,1376256,N/A,2025-08-04 17:44:12
84,12.278236,N/A,N/A,2.13e-05,30135.95,2048.00,1392640,N/A,2025-08-04 17:44:13
85,12.319113,N/A,N/A,2.15e-05,30141.55,2048.00,1409024,N/A,2025-08-04 17:44:13
86,12.591457,N/A,N/A,2.18e-05,30097.15,2048.00,1425408,N/A,2025-08-04 17:44:14
87,12.955737,N/A,N/A,2.20e-05,30052.44,2048.00,1441792,N/A,2025-08-04 17:44:15
88,12.068727,N/A,N/A,2.22e-05,29896.47,2048.00,1458176,N/A,2025-08-04 17:44:15
89,12.626730,N/A,N/A,2.25e-05,30179.64,2048.00,1474560,N/A,2025-08-04 17:44:16
90,12.616160,N/A,N/A,2.28e-05,30092.33,2048.00,1490944,0.6266,2025-08-04 17:44:16
91,11.994295,N/A,N/A,2.30e-05,30152.20,2048.00,1507328,N/A,2025-08-04 17:44:17
92,12.326114,N/A,N/A,2.32e-05,30084.59,2048.00,1523712,N/A,2025-08-04 17:44:18
93,12.767761,N/A,N/A,2.35e-05,30031.45,2048.00,1540096,N/A,2025-08-04 17:44:18
94,12.570051,N/A,N/A,2.38e-05,30006.92,2048.00,1556480,N/A,2025-08-04 17:44:19
95,12.334471,N/A,N/A,2.40e-05,30107.78,2048.00,1572864,N/A,2025-08-04 17:44:19
96,12.816067,N/A,N/A,2.42e-05,30062.04,2048.00,1589248,N/A,2025-08-04 17:44:20
97,12.449945,N/A,N/A,2.45e-05,30024.73,2048.00,1605632,N/A,2025-08-04 17:44:21
98,11.562838,N/A,N/A,2.48e-05,30011.20,2048.00,1622016,N/A,2025-08-04 17:44:21
99,12.076181,N/A,N/A,2.50e-05,29979.00,2048.00,1638400,N/A,2025-08-04 17:44:22
100,12.209735,N/A,N/A,2.53e-05,29809.16,2048.00,1654784,0.7598,2025-08-04 17:44:23
101,12.273386,N/A,N/A,2.55e-05,15652.52,2048.00,1671168,N/A,2025-08-04 17:44:28
102,11.369523,N/A,N/A,2.58e-05,15660.79,2048.00,1687552,N/A,2025-08-04 17:44:29
103,12.005939,N/A,N/A,2.60e-05,15674.41,2048.00,1703936,N/A,2025-08-04 17:44:29
104,11.749309,N/A,N/A,2.62e-05,15675.24,2048.00,1720320,N/A,2025-08-04 17:44:30
105,11.689777,N/A,N/A,2.65e-05,15735.46,2048.00,1736704,N/A,2025-08-04 17:44:31
106,12.234896,N/A,N/A,2.67e-05,15695.14,2048.00,1753088,N/A,2025-08-04 17:44:31
107,12.151236,N/A,N/A,2.70e-05,15658.67,2048.00,1769472,N/A,2025-08-04 17:44:32
108,12.428628,N/A,N/A,2.72e-05,15691.76,2048.00,1785856,N/A,2025-08-04 17:44:32
109,12.548773,N/A,N/A,2.75e-05,15726.79,2048.00,1802240,N/A,2025-08-04 17:44:33
110,11.542797,N/A,N/A,2.78e-05,30098.96,2048.00,1818624,0.4819,2025-08-04 17:44:34
111,10.684357,N/A,N/A,2.80e-05,30261.80,2048.00,1835008,N/A,2025-08-04 17:44:34
112,11.846004,N/A,N/A,2.83e-05,30155.85,2048.00,1851392,N/A,2025-08-04 17:44:35
113,11.518095,N/A,N/A,2.85e-05,29933.61,2048.00,1867776,N/A,2025-08-04 17:44:35
114,11.303568,N/A,N/A,2.88e-05,29839.19,2048.00,1884160,N/A,2025-08-04 17:44:36
115,12.487807,N/A,N/A,2.90e-05,29901.33,2048.00,1900544,N/A,2025-08-04 17:44:37
116,12.027493,N/A,N/A,2.93e-05,30100.77,2048.00,1916928,N/A,2025-08-04 17:44:37
117,11.794235,N/A,N/A,2.95e-05,30059.95,2048.00,1933312,N/A,2025-08-04 17:44:38
118,11.274834,N/A,N/A,2.98e-05,30235.65,2048.00,1949696,N/A,2025-08-04 17:44:38
119,12.353580,N/A,N/A,3.00e-05,30267.21,2048.00,1966080,N/A,2025-08-04 17:44:39
120,12.412047,N/A,N/A,3.03e-05,29660.50,2048.00,1982464,0.4803,2025-08-04 17:44:40
121,12.125642,N/A,N/A,3.05e-05,29834.61,2048.00,1998848,N/A,2025-08-04 17:44:40
122,12.249526,N/A,N/A,3.08e-05,29815.44,2048.00,2015232,N/A,2025-08-04 17:44:41
123,12.247255,N/A,N/A,3.10e-05,29660.49,2048.00,2031616,N/A,2025-08-04 17:44:42
124,12.125731,N/A,N/A,3.13e-05,29788.20,2048.00,2048000,N/A,2025-08-04 17:44:42
125,11.895744,N/A,N/A,3.15e-05,29875.38,2048.00,2064384,N/A,2025-08-04 17:44:43
126,12.219738,N/A,N/A,3.17e-05,29730.48,2048.00,2080768,N/A,2025-08-04 17:44:43
127,12.211769,N/A,N/A,3.20e-05,29521.24,2048.00,2097152,N/A,2025-08-04 17:44:44
128,11.599263,N/A,N/A,3.22e-05,29625.23,2048.00,2113536,N/A,2025-08-04 17:44:45
129,12.284139,N/A,N/A,3.25e-05,29900.93,2048.00,2129920,N/A,2025-08-04 17:44:45
130,12.247366,N/A,N/A,3.28e-05,29682.42,2048.00,2146304,0.5420,2025-08-04 17:44:46
131,12.090540,N/A,N/A,3.30e-05,29999.16,2048.00,2162688,N/A,2025-08-04 17:44:46
132,13.011071,N/A,N/A,3.33e-05,30216.14,2048.00,2179072,N/A,2025-08-04 17:44:47
133,12.261876,N/A,N/A,3.35e-05,29895.77,2048.00,2195456,N/A,2025-08-04 17:44:48
134,11.871769,N/A,N/A,3.38e-05,29621.16,2048.00,2211840,N/A,2025-08-04 17:44:48
135,12.164388,N/A,N/A,3.40e-05,29780.27,2048.00,2228224,N/A,2025-08-04 17:44:49
136,11.946051,N/A,N/A,3.43e-05,29820.44,2048.00,2244608,N/A,2025-08-04 17:44:49
137,12.266436,N/A,N/A,3.45e-05,29888.15,2048.00,2260992,N/A,2025-08-04 17:44:50
138,11.799113,N/A,N/A,3.48e-05,30190.72,2048.00,2277376,N/A,2025-08-04 17:44:51
139,12.484189,N/A,N/A,3.50e-05,30450.25,2048.00,2293760,N/A,2025-08-04 17:44:51
140,12.616335,N/A,N/A,3.53e-05,30302.24,2048.00,2310144,0.4583,2025-08-04 17:44:52
141,12.578341,N/A,N/A,3.55e-05,30320.97,2048.00,2326528,N/A,2025-08-04 17:44:52
142,12.232183,N/A,N/A,3.58e-05,30810.97,2048.00,2342912,N/A,2025-08-04 17:44:53
143,12.025924,N/A,N/A,3.60e-05,31107.16,2048.00,2359296,N/A,2025-08-04 17:44:54
144,11.602358,N/A,N/A,3.63e-05,31211.69,2048.00,2375680,N/A,2025-08-04 17:44:54
145,11.227551,N/A,N/A,3.65e-05,31478.80,2048.00,2392064,N/A,2025-08-04 17:44:55
146,11.975725,N/A,N/A,3.67e-05,31509.12,2048.00,2408448,N/A,2025-08-04 17:44:55
147,11.520044,N/A,N/A,3.70e-05,31492.81,2048.00,2424832,N/A,2025-08-04 17:44:56
148,11.755167,N/A,N/A,3.72e-05,31533.54,2048.00,2441216,N/A,2025-08-04 17:44:56
149,11.960428,N/A,N/A,3.75e-05,31657.81,2048.00,2457600,N/A,2025-08-04 17:44:57
150,11.418067,N/A,N/A,3.77e-05,31505.97,2048.00,2473984,0.6614,2025-08-04 17:44:58
151,11.394061,N/A,N/A,3.80e-05,31478.30,2048.00,2490368,N/A,2025-08-04 17:44:58
152,12.262066,N/A,N/A,3.83e-05,31472.39,2048.00,2506752,N/A,2025-08-04 17:44:59
153,11.269499,N/A,N/A,3.85e-05,31471.67,2048.00,2523136,N/A,2025-08-04 17:44:59
154,10.762156,N/A,N/A,3.87e-05,31474.20,2048.00,2539520,N/A,2025-08-04 17:45:00
155,11.694304,N/A,N/A,3.90e-05,31477.09,2048.00,2555904,N/A,2025-08-04 17:45:00
156,11.192309,N/A,N/A,3.92e-05,31506.55,2048.00,2572288,N/A,2025-08-04 17:45:01
157,10.899710,N/A,N/A,3.95e-05,31530.97,2048.00,2588672,N/A,2025-08-04 17:45:02
158,11.178474,N/A,N/A,3.98e-05,31536.57,2048.00,2605056,N/A,2025-08-04 17:45:02
159,11.474604,N/A,N/A,4.00e-05,31695.03,2048.00,2621440,N/A,2025-08-04 17:45:03
160,11.696115,N/A,N/A,4.03e-05,31547.61,2048.00,2637824,0.4701,2025-08-04 17:45:03
161,11.062037,N/A,N/A,4.05e-05,31454.09,2048.00,2654208,N/A,2025-08-04 17:45:04
162,11.403336,N/A,N/A,4.08e-05,31242.85,2048.00,2670592,N/A,2025-08-04 17:45:05
163,10.253035,N/A,N/A,4.10e-05,31034.28,2048.00,2686976,N/A,2025-08-04 17:45:05
164,11.304334,N/A,N/A,4.12e-05,30652.60,2048.00,2703360,N/A,2025-08-04 17:45:06
165,11.528673,N/A,N/A,4.15e-05,30379.09,2048.00,2719744,N/A,2025-08-04 17:45:06
166,11.613080,N/A,N/A,4.18e-05,30237.44,2048.00,2736128,N/A,2025-08-04 17:45:07
167,11.237621,N/A,N/A,4.20e-05,29951.52,2048.00,2752512,N/A,2025-08-04 17:45:08
168,10.491537,N/A,N/A,4.23e-05,29889.28,2048.00,2768896,N/A,2025-08-04 17:45:08
169,11.692338,N/A,N/A,4.25e-05,30022.59,2048.00,2785280,N/A,2025-08-04 17:45:09
170,10.995080,N/A,N/A,4.28e-05,29809.14,2048.00,2801664,0.4576,2025-08-04 17:45:09
171,12.145765,N/A,N/A,4.30e-05,29691.79,2048.00,2818048,N/A,2025-08-04 17:45:10
172,12.109184,N/A,N/A,4.33e-05,29699.04,2048.00,2834432,N/A,2025-08-04 17:45:11
173,12.398153,N/A,N/A,4.35e-05,29844.08,2048.00,2850816,N/A,2025-08-04 17:45:11
174,10.875906,N/A,N/A,4.38e-05,29849.47,2048.00,2867200,N/A,2025-08-04 17:45:12
175,11.797892,N/A,N/A,4.40e-05,29965.69,2048.00,2883584,N/A,2025-08-04 17:45:12
176,10.555412,N/A,N/A,4.42e-05,30272.26,2048.00,2899968,N/A,2025-08-04 17:45:13
177,11.311213,N/A,N/A,4.45e-05,30334.49,2048.00,2916352,N/A,2025-08-04 17:45:14
178,11.928578,N/A,N/A,4.47e-05,30222.78,2048.00,2932736,N/A,2025-08-04 17:45:14
179,11.991610,N/A,N/A,4.50e-05,30334.77,2048.00,2949120,N/A,2025-08-04 17:45:15
180,11.732183,N/A,N/A,4.52e-05,30169.83,2048.00,2965504,0.4230,2025-08-04 17:45:15
181,11.128656,N/A,N/A,4.55e-05,30199.95,2048.00,2981888,N/A,2025-08-04 17:45:16
182,10.790587,N/A,N/A,4.58e-05,30186.97,2048.00,2998272,N/A,2025-08-04 17:45:17
183,10.841476,N/A,N/A,4.60e-05,30279.17,2048.00,3014656,N/A,2025-08-04 17:45:17
184,10.475368,N/A,N/A,4.62e-05,30263.15,2048.00,3031040,N/A,2025-08-04 17:45:18
185,11.467547,N/A,N/A,4.65e-05,30263.02,2048.00,3047424,N/A,2025-08-04 17:45:18
186,10.601943,N/A,N/A,4.67e-05,30266.41,2048.00,3063808,N/A,2025-08-04 17:45:19
187,12.345280,N/A,N/A,4.70e-05,30386.12,2048.00,3080192,N/A,2025-08-04 17:45:20
188,11.688026,N/A,N/A,4.73e-05,30574.75,2048.00,3096576,N/A,2025-08-04 17:45:20
189,11.140149,N/A,N/A,4.75e-05,31071.79,2048.00,3112960,N/A,2025-08-04 17:45:21
190,11.949484,N/A,N/A,4.78e-05,31095.13,2048.00,3129344,0.5332,2025-08-04 17:45:21
191,11.315720,N/A,N/A,4.80e-05,31111.09,2048.00,3145728,N/A,2025-08-04 17:45:22
192,10.949017,N/A,N/A,4.83e-05,30969.20,2048.00,3162112,N/A,2025-08-04 17:45:23
193,11.440577,N/A,N/A,4.85e-05,30888.45,2048.00,3178496,N/A,2025-08-04 17:45:23
194,11.749407,N/A,N/A,4.87e-05,30565.41,2048.00,3194880,N/A,2025-08-04 17:45:24
195,11.928190,N/A,N/A,4.90e-05,30459.04,2048.00,3211264,N/A,2025-08-04 17:45:24
196,10.618587,N/A,N/A,4.93e-05,30325.02,2048.00,3227648,N/A,2025-08-04 17:45:25
197,11.073273,N/A,N/A,4.95e-05,30323.76,2048.00,3244032,N/A,2025-08-04 17:45:26
198,11.799293,N/A,N/A,4.98e-05,30067.31,2048.00,3260416,N/A,2025-08-04 17:45:26
199,11.650536,N/A,N/A,5.00e-05,29915.82,2048.00,3276800,N/A,2025-08-04 17:45:27
200,11.707417,N/A,N/A,5.03e-05,29862.16,2048.00,3293184,0.5284,2025-08-04 17:45:27
201,12.167845,N/A,N/A,5.05e-05,18237.66,2048.00,3309568,N/A,2025-08-04 17:45:32
202,12.277737,N/A,N/A,5.08e-05,18162.27,2048.00,3325952,N/A,2025-08-04 17:45:32
203,11.154924,N/A,N/A,5.10e-05,18241.30,2048.00,3342336,N/A,2025-08-04 17:45:33
204,12.172781,N/A,N/A,5.13e-05,18177.56,2048.00,3358720,N/A,2025-08-04 17:45:33
205,12.240294,N/A,N/A,5.15e-05,18197.85,2048.00,3375104,N/A,2025-08-04 17:45:34
206,11.107433,N/A,N/A,5.18e-05,18110.05,2048.00,3391488,N/A,2025-08-04 17:45:35
207,12.916636,N/A,N/A,5.20e-05,18205.09,2048.00,3407872,N/A,2025-08-04 17:45:35
208,12.588686,N/A,N/A,5.22e-05,18267.23,2048.00,3424256,N/A,2025-08-04 17:45:36
209,12.135796,N/A,N/A,5.25e-05,18244.29,2048.00,3440640,N/A,2025-08-04 17:45:36
210,12.047629,N/A,N/A,5.28e-05,29844.58,2048.00,3457024,0.4114,2025-08-04 17:45:37
211,10.594448,N/A,N/A,5.30e-05,29967.57,2048.00,3473408,N/A,2025-08-04 17:45:38
212,11.994667,N/A,N/A,5.33e-05,29883.66,2048.00,3489792,N/A,2025-08-04 17:45:38
213,11.511553,N/A,N/A,5.35e-05,30160.48,2048.00,3506176,N/A,2025-08-04 17:45:39
214,12.642778,N/A,N/A,5.37e-05,30249.97,2048.00,3522560,N/A,2025-08-04 17:45:39
215,11.426991,N/A,N/A,5.40e-05,30194.64,2048.00,3538944,N/A,2025-08-04 17:45:40
216,10.614658,N/A,N/A,5.43e-05,29896.63,2048.00,3555328,N/A,2025-08-04 17:45:41
217,12.169630,N/A,N/A,5.45e-05,29926.79,2048.00,3571712,N/A,2025-08-04 17:45:41
218,12.179808,N/A,N/A,5.48e-05,29959.08,2048.00,3588096,N/A,2025-08-04 17:45:42
219,11.382575,N/A,N/A,5.50e-05,30196.83,2048.00,3604480,N/A,2025-08-04 17:45:42
220,12.694208,N/A,N/A,5.53e-05,30180.28,2048.00,3620864,0.6399,2025-08-04 17:45:43
221,11.911589,N/A,N/A,5.55e-05,30361.29,2048.00,3637248,N/A,2025-08-04 17:45:44
222,12.603146,N/A,N/A,5.57e-05,30096.80,2048.00,3653632,N/A,2025-08-04 17:45:44
223,12.896894,N/A,N/A,5.60e-05,29956.73,2048.00,3670016,N/A,2025-08-04 17:45:45
224,12.968574,N/A,N/A,5.62e-05,30001.20,2048.00,3686400,N/A,2025-08-04 17:45:46
225,12.860781,N/A,N/A,5.65e-05,30196.12,2048.00,3702784,N/A,2025-08-04 17:45:46
226,12.065125,N/A,N/A,5.68e-05,30087.62,2048.00,3719168,N/A,2025-08-04 17:45:47
227,12.955478,N/A,N/A,5.70e-05,30378.35,2048.00,3735552,N/A,2025-08-04 17:45:47
228,12.259745,N/A,N/A,5.73e-05,30285.49,2048.00,3751936,N/A,2025-08-04 17:45:48
229,11.760831,N/A,N/A,5.75e-05,30290.17,2048.00,3768320,N/A,2025-08-04 17:45:49
230,12.182659,N/A,N/A,5.78e-05,29925.05,2048.00,3784704,0.4405,2025-08-04 17:45:49
231,12.418193,N/A,N/A,5.80e-05,30187.41,2048.00,3801088,N/A,2025-08-04 17:45:50
232,11.396852,N/A,N/A,5.83e-05,30319.09,2048.00,3817472,N/A,2025-08-04 17:45:50
233,13.110262,N/A,N/A,5.85e-05,30571.08,2048.00,3833856,N/A,2025-08-04 17:45:51
234,13.344851,N/A,N/A,5.88e-05,30672.00,2048.00,3850240,N/A,2025-08-04 17:45:51
235,13.278970,N/A,N/A,5.90e-05,30892.55,2048.00,3866624,N/A,2025-08-04 17:45:52
236,11.720512,N/A,N/A,5.93e-05,30888.79,2048.00,3883008,N/A,2025-08-04 17:45:53
237,11.264350,N/A,N/A,5.95e-05,31070.37,2048.00,3899392,N/A,2025-08-04 17:45:53
238,12.495852,N/A,N/A,5.97e-05,31274.71,2048.00,3915776,N/A,2025-08-04 17:45:54
239,13.134066,N/A,N/A,6.00e-05,31662.86,2048.00,3932160,N/A,2025-08-04 17:45:54
240,10.209883,N/A,N/A,6.03e-05,31523.84,2048.00,3948544,0.3603,2025-08-04 17:45:55
241,11.589265,N/A,N/A,6.05e-05,31534.47,2048.00,3964928,N/A,2025-08-04 17:45:55
242,11.928925,N/A,N/A,6.07e-05,31538.21,2048.00,3981312,N/A,2025-08-04 17:45:56
243,11.995653,N/A,N/A,6.10e-05,31551.82,2048.00,3997696,N/A,2025-08-04 17:45:57
244,11.180003,N/A,N/A,6.12e-05,31548.21,2048.00,4014080,N/A,2025-08-04 17:45:57
245,11.222253,N/A,N/A,6.15e-05,31555.52,2048.00,4030464,N/A,2025-08-04 17:45:58
246,11.207140,N/A,N/A,6.17e-05,31564.62,2048.00,4046848,N/A,2025-08-04 17:45:58
247,12.412873,N/A,N/A,6.20e-05,31562.34,2048.00,4063232,N/A,2025-08-04 17:45:59
248,11.648095,N/A,N/A,6.22e-05,31558.41,2048.00,4079616,N/A,2025-08-04 17:46:00
249,10.873516,N/A,N/A,6.25e-05,31668.16,2048.00,4096000,N/A,2025-08-04 17:46:00
250,10.593431,N/A,N/A,6.27e-05,31532.96,2048.00,4112384,0.6278,2025-08-04 17:46:01
251,12.271244,N/A,N/A,6.30e-05,31541.06,2048.00,4128768,N/A,2025-08-04 17:46:01
252,11.179949,N/A,N/A,6.33e-05,31533.97,2048.00,4145152,N/A,2025-08-04 17:46:02
253,11.755867,N/A,N/A,6.35e-05,31537.14,2048.00,4161536,N/A,2025-08-04 17:46:02
254,12.335011,N/A,N/A,6.38e-05,31532.11,2048.00,4177920,N/A,2025-08-04 17:46:03
255,13.289230,N/A,N/A,6.40e-05,31545.23,2048.00,4194304,N/A,2025-08-04 17:46:04
256,12.980577,N/A,N/A,6.43e-05,31560.16,2048.00,4210688,N/A,2025-08-04 17:46:04
257,10.986357,N/A,N/A,6.45e-05,31574.93,2048.00,4227072,N/A,2025-08-04 17:46:05
258,11.604293,N/A,N/A,6.48e-05,31592.70,2048.00,4243456,N/A,2025-08-04 17:46:05
259,12.591335,N/A,N/A,6.50e-05,31714.09,2048.00,4259840,N/A,2025-08-04 17:46:06
260,12.728586,N/A,N/A,6.53e-05,31567.09,2048.00,4276224,0.4008,2025-08-04 17:46:06
261,12.993543,N/A,N/A,6.55e-05,31570.05,2048.00,4292608,N/A,2025-08-04 17:46:07
