step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,avg_seq_len,total_tokens,grad_norm,timestamp
262,10.914951,N/A,N/A,6.57e-05,31563.35,2048.00,4308992,N/A,2025-08-04 17:46:08
263,10.834082,N/A,N/A,6.60e-05,31564.33,2048.00,4325376,N/A,2025-08-04 17:46:08
264,12.541794,N/A,N/A,6.62e-05,31546.26,2048.00,4341760,N/A,2025-08-04 17:46:09
265,11.238330,N/A,N/A,6.65e-05,31544.70,2048.00,4358144,N/A,2025-08-04 17:46:09
266,13.135469,N/A,N/A,6.68e-05,31523.91,2048.00,4374528,N/A,2025-08-04 17:46:10
267,11.740911,N/A,N/A,6.70e-05,31532.57,2048.00,4390912,N/A,2025-08-04 17:46:10
268,12.350580,N/A,N/A,6.73e-05,31532.84,2048.00,4407296,N/A,2025-08-04 17:46:11
269,12.430326,N/A,N/A,6.75e-05,31669.22,2048.00,4423680,N/A,2025-08-04 17:46:12
270,13.323593,N/A,N/A,6.78e-05,31534.80,2048.00,4440064,0.5013,2025-08-04 17:46:12
271,12.732853,N/A,N/A,6.80e-05,31548.28,2048.00,4456448,N/A,2025-08-04 17:46:13
272,13.468586,N/A,N/A,6.83e-05,31548.14,2048.00,4472832,N/A,2025-08-04 17:46:13
273,10.693012,N/A,N/A,6.85e-05,31561.48,2048.00,4489216,N/A,2025-08-04 17:46:14
274,12.454730,N/A,N/A,6.88e-05,31559.57,2048.00,4505600,N/A,2025-08-04 17:46:15
275,13.084420,N/A,N/A,6.90e-05,31569.05,2048.00,4521984,N/A,2025-08-04 17:46:15
276,13.119220,N/A,N/A,6.93e-05,31555.96,2048.00,4538368,N/A,2025-08-04 17:46:16
277,11.278753,N/A,N/A,6.95e-05,31566.95,2048.00,4554752,N/A,2025-08-04 17:46:16
278,12.924002,N/A,N/A,6.98e-05,31574.55,2048.00,4571136,N/A,2025-08-04 17:46:17
279,12.761953,N/A,N/A,7.00e-05,31708.38,2048.00,4587520,N/A,2025-08-04 17:46:17
280,12.537882,N/A,N/A,7.03e-05,31563.24,2048.00,4603904,0.3748,2025-08-04 17:46:18
281,9.976484,N/A,N/A,7.05e-05,31573.51,2048.00,4620288,N/A,2025-08-04 17:46:19
282,12.344087,N/A,N/A,7.08e-05,31569.77,2048.00,4636672,N/A,2025-08-04 17:46:19
283,12.659138,N/A,N/A,7.10e-05,31570.03,2048.00,4653056,N/A,2025-08-04 17:46:20
284,12.754883,N/A,N/A,7.13e-05,31577.19,2048.00,4669440,N/A,2025-08-04 17:46:20
285,11.106530,N/A,N/A,7.15e-05,31593.44,2048.00,4685824,N/A,2025-08-04 17:46:21
286,12.404522,N/A,N/A,7.18e-05,31583.88,2048.00,4702208,N/A,2025-08-04 17:46:21
287,12.303959,N/A,N/A,7.20e-05,31581.14,2048.00,4718592,N/A,2025-08-04 17:46:22
288,14.160419,N/A,N/A,7.22e-05,31581.03,2048.00,4734976,N/A,2025-08-04 17:46:23
289,11.821729,N/A,N/A,7.25e-05,31710.40,2048.00,4751360,N/A,2025-08-04 17:46:23
290,14.200825,N/A,N/A,7.27e-05,31564.92,2048.00,4767744,0.5171,2025-08-04 17:46:24
291,13.026052,N/A,N/A,7.30e-05,31576.65,2048.00,4784128,N/A,2025-08-04 17:46:24
292,13.634717,N/A,N/A,7.32e-05,31568.88,2048.00,4800512,N/A,2025-08-04 17:46:25
293,12.550977,N/A,N/A,7.35e-05,31563.44,2048.00,4816896,N/A,2025-08-04 17:46:25
294,11.192152,N/A,N/A,7.37e-05,31556.84,2048.00,4833280,N/A,2025-08-04 17:46:26
295,14.206699,N/A,N/A,7.40e-05,31562.46,2048.00,4849664,N/A,2025-08-04 17:46:27
296,11.924034,N/A,N/A,7.43e-05,31562.10,2048.00,4866048,N/A,2025-08-04 17:46:27
297,12.342189,N/A,N/A,7.45e-05,31560.61,2048.00,4882432,N/A,2025-08-04 17:46:28
298,14.541871,N/A,N/A,7.48e-05,31541.70,2048.00,4898816,N/A,2025-08-04 17:46:28
299,13.893452,N/A,N/A,7.50e-05,31680.27,2048.00,4915200,N/A,2025-08-04 17:46:29
300,14.099265,N/A,N/A,7.52e-05,31524.39,2048.00,4931584,0.3534,2025-08-04 17:46:30
301,12.951501,N/A,N/A,7.55e-05,18942.61,2048.00,4947968,N/A,2025-08-04 17:46:34
302,12.045769,N/A,N/A,7.57e-05,18944.63,2048.00,4964352,N/A,2025-08-04 17:46:34
303,11.961845,N/A,N/A,7.60e-05,18948.82,2048.00,4980736,N/A,2025-08-04 17:46:35
304,12.886988,N/A,N/A,7.62e-05,18950.85,2048.00,4997120,N/A,2025-08-04 17:46:35
305,12.919367,N/A,N/A,7.65e-05,18950.26,2048.00,5013504,N/A,2025-08-04 17:46:36
306,14.642776,N/A,N/A,7.67e-05,18953.51,2048.00,5029888,N/A,2025-08-04 17:46:36
307,11.818378,N/A,N/A,7.70e-05,18965.85,2048.00,5046272,N/A,2025-08-04 17:46:37
308,12.865316,N/A,N/A,7.73e-05,18968.01,2048.00,5062656,N/A,2025-08-04 17:46:38
309,11.889686,N/A,N/A,7.75e-05,19016.55,2048.00,5079040,N/A,2025-08-04 17:46:38
310,14.004168,N/A,N/A,7.78e-05,31607.84,2048.00,5095424,0.4558,2025-08-04 17:46:39
311,12.525896,N/A,N/A,7.80e-05,31607.37,2048.00,5111808,N/A,2025-08-04 17:46:39
312,14.010512,N/A,N/A,7.83e-05,31604.09,2048.00,5128192,N/A,2025-08-04 17:46:40
313,13.970692,N/A,N/A,7.85e-05,31593.92,2048.00,5144576,N/A,2025-08-04 17:46:40
314,11.191848,N/A,N/A,7.88e-05,31606.72,2048.00,5160960,N/A,2025-08-04 17:46:41
315,11.374507,N/A,N/A,7.90e-05,31605.08,2048.00,5177344,N/A,2025-08-04 17:46:42
316,12.668062,N/A,N/A,7.93e-05,31600.68,2048.00,5193728,N/A,2025-08-04 17:46:42
317,13.776398,N/A,N/A,7.95e-05,31587.65,2048.00,5210112,N/A,2025-08-04 17:46:43
318,14.674426,N/A,N/A,7.98e-05,31603.65,2048.00,5226496,N/A,2025-08-04 17:46:43
319,11.819596,N/A,N/A,8.00e-05,31738.62,2048.00,5242880,N/A,2025-08-04 17:46:44
320,12.841448,N/A,N/A,8.02e-05,31610.44,2048.00,5259264,0.6355,2025-08-04 17:46:44
321,12.478205,N/A,N/A,8.05e-05,31609.96,2048.00,5275648,N/A,2025-08-04 17:46:45
322,12.341671,N/A,N/A,8.07e-05,31617.44,2048.00,5292032,N/A,2025-08-04 17:46:46
323,13.389319,N/A,N/A,8.10e-05,31602.39,2048.00,5308416,N/A,2025-08-04 17:46:46
324,13.841482,N/A,N/A,8.12e-05,31605.12,2048.00,5324800,N/A,2025-08-04 17:46:47
325,11.302526,N/A,N/A,8.15e-05,31604.20,2048.00,5341184,N/A,2025-08-04 17:46:47
326,10.646101,N/A,N/A,8.18e-05,31616.64,2048.00,5357568,N/A,2025-08-04 17:46:48
327,13.636740,N/A,N/A,8.20e-05,31609.45,2048.00,5373952,N/A,2025-08-04 17:46:49
328,13.108942,N/A,N/A,8.23e-05,31606.30,2048.00,5390336,N/A,2025-08-04 17:46:49
329,13.905787,N/A,N/A,8.25e-05,31731.59,2048.00,5406720,N/A,2025-08-04 17:46:50
330,13.085148,N/A,N/A,8.28e-05,31599.00,2048.00,5423104,0.3076,2025-08-04 17:46:50
331,13.059923,N/A,N/A,8.30e-05,31603.20,2048.00,5439488,N/A,2025-08-04 17:46:51
332,12.905283,N/A,N/A,8.33e-05,31613.06,2048.00,5455872,N/A,2025-08-04 17:46:51
333,11.851483,N/A,N/A,8.35e-05,31602.38,2048.00,5472256,N/A,2025-08-04 17:46:52
334,12.337747,N/A,N/A,8.38e-05,31595.37,2048.00,5488640,N/A,2025-08-04 17:46:53
335,11.774878,N/A,N/A,8.40e-05,31585.35,2048.00,5505024,N/A,2025-08-04 17:46:53
336,14.197037,N/A,N/A,8.43e-05,31589.91,2048.00,5521408,N/A,2025-08-04 17:46:54
337,11.949852,N/A,N/A,8.45e-05,31593.41,2048.00,5537792,N/A,2025-08-04 17:46:54
338,14.710964,N/A,N/A,8.48e-05,31585.18,2048.00,5554176,N/A,2025-08-04 17:46:55
339,14.001258,N/A,N/A,8.50e-05,31693.00,2048.00,5570560,N/A,2025-08-04 17:46:55
340,13.376244,N/A,N/A,8.53e-05,31559.60,2048.00,5586944,0.3660,2025-08-04 17:46:56
341,12.198713,N/A,N/A,8.55e-05,31559.42,2048.00,5603328,N/A,2025-08-04 17:46:57
342,11.525841,N/A,N/A,8.58e-05,31544.68,2048.00,5619712,N/A,2025-08-04 17:46:57
343,11.437693,N/A,N/A,8.60e-05,31542.04,2048.00,5636096,N/A,2025-08-04 17:46:58
344,14.565538,N/A,N/A,8.63e-05,31550.08,2048.00,5652480,N/A,2025-08-04 17:46:58
345,13.775255,N/A,N/A,8.65e-05,31548.14,2048.00,5668864,N/A,2025-08-04 17:46:59
346,12.721014,N/A,N/A,8.68e-05,31547.08,2048.00,5685248,N/A,2025-08-04 17:46:59
347,12.012783,N/A,N/A,8.70e-05,31550.60,2048.00,5701632,N/A,2025-08-04 17:47:00
348,13.033696,N/A,N/A,8.73e-05,31572.76,2048.00,5718016,N/A,2025-08-04 17:47:01
349,14.025909,N/A,N/A,8.75e-05,31696.57,2048.00,5734400,N/A,2025-08-04 17:47:01
350,13.385279,N/A,N/A,8.78e-05,31558.70,2048.00,5750784,0.4101,2025-08-04 17:47:02
351,12.621001,N/A,N/A,8.80e-05,31578.25,2048.00,5767168,N/A,2025-08-04 17:47:02
352,13.754327,N/A,N/A,8.82e-05,31584.42,2048.00,5783552,N/A,2025-08-04 17:47:03
353,13.020061,N/A,N/A,8.85e-05,31581.36,2048.00,5799936,N/A,2025-08-04 17:47:03
354,14.644310,N/A,N/A,8.87e-05,31584.62,2048.00,5816320,N/A,2025-08-04 17:47:04
355,14.927603,N/A,N/A,8.90e-05,31584.65,2048.00,5832704,N/A,2025-08-04 17:47:05
356,14.007103,N/A,N/A,8.93e-05,31587.46,2048.00,5849088,N/A,2025-08-04 17:47:05
357,13.182832,N/A,N/A,8.95e-05,31574.79,2048.00,5865472,N/A,2025-08-04 17:47:06
358,10.950401,N/A,N/A,8.97e-05,31585.21,2048.00,5881856,N/A,2025-08-04 17:47:06
359,14.844432,N/A,N/A,9.00e-05,31705.50,2048.00,5898240,N/A,2025-08-04 17:47:07
360,12.777744,N/A,N/A,9.02e-05,31561.16,2048.00,5914624,0.3488,2025-08-04 17:47:08
361,13.209091,N/A,N/A,9.05e-05,31563.18,2048.00,5931008,N/A,2025-08-04 17:47:08
362,13.098578,N/A,N/A,9.07e-05,31560.49,2048.00,5947392,N/A,2025-08-04 17:47:09
363,13.972208,N/A,N/A,9.10e-05,31551.92,2048.00,5963776,N/A,2025-08-04 17:47:09
364,14.218846,N/A,N/A,9.12e-05,31553.78,2048.00,5980160,N/A,2025-08-04 17:47:10
365,11.846994,N/A,N/A,9.15e-05,31560.34,2048.00,5996544,N/A,2025-08-04 17:47:10
366,13.695803,N/A,N/A,9.17e-05,31560.37,2048.00,6012928,N/A,2025-08-04 17:47:11
367,13.746880,N/A,N/A,9.20e-05,31553.07,2048.00,6029312,N/A,2025-08-04 17:47:12
368,14.944182,N/A,N/A,9.22e-05,31559.29,2048.00,6045696,N/A,2025-08-04 17:47:12
369,13.134993,N/A,N/A,9.25e-05,31701.93,2048.00,6062080,N/A,2025-08-04 17:47:13
370,15.568577,N/A,N/A,9.28e-05,31532.14,2048.00,6078464,0.5017,2025-08-04 17:47:13
371,11.795886,N/A,N/A,9.30e-05,31534.27,2048.00,6094848,N/A,2025-08-04 17:47:14
372,14.675543,N/A,N/A,9.33e-05,31544.25,2048.00,6111232,N/A,2025-08-04 17:47:14
373,14.445276,N/A,N/A,9.35e-05,31540.25,2048.00,6127616,N/A,2025-08-04 17:47:15
374,12.168432,N/A,N/A,9.38e-05,31543.34,2048.00,6144000,N/A,2025-08-04 17:47:16
375,11.850092,N/A,N/A,9.40e-05,31548.19,2048.00,6160384,N/A,2025-08-04 17:47:16
376,15.223541,N/A,N/A,9.43e-05,31546.53,2048.00,6176768,N/A,2025-08-04 17:47:17
377,13.763113,N/A,N/A,9.45e-05,31560.93,2048.00,6193152,N/A,2025-08-04 17:47:17
378,14.425577,N/A,N/A,9.47e-05,31548.05,2048.00,6209536,N/A,2025-08-04 17:47:18
379,13.876107,N/A,N/A,9.50e-05,31713.43,2048.00,6225920,N/A,2025-08-04 17:47:18
380,13.502538,N/A,N/A,9.52e-05,31578.51,2048.00,6242304,0.4177,2025-08-04 17:47:19
381,13.707880,N/A,N/A,9.55e-05,31580.01,2048.00,6258688,N/A,2025-08-04 17:47:20
382,11.884257,N/A,N/A,9.57e-05,31576.67,2048.00,6275072,N/A,2025-08-04 17:47:20
383,12.430832,N/A,N/A,9.60e-05,31559.20,2048.00,6291456,N/A,2025-08-04 17:47:21
384,14.882124,N/A,N/A,9.63e-05,31558.41,2048.00,6307840,N/A,2025-08-04 17:47:21
385,13.910788,N/A,N/A,9.65e-05,31557.56,2048.00,6324224,N/A,2025-08-04 17:47:22
386,13.224505,N/A,N/A,9.68e-05,31536.22,2048.00,6340608,N/A,2025-08-04 17:47:23
387,13.607918,N/A,N/A,9.70e-05,31548.82,2048.00,6356992,N/A,2025-08-04 17:47:23
388,13.032900,N/A,N/A,9.73e-05,31550.41,2048.00,6373376,N/A,2025-08-04 17:47:24
389,13.585247,N/A,N/A,9.75e-05,31678.15,2048.00,6389760,N/A,2025-08-04 17:47:24
390,13.639439,N/A,N/A,9.78e-05,31533.92,2048.00,6406144,0.4469,2025-08-04 17:47:25
391,15.083265,N/A,N/A,9.80e-05,31540.54,2048.00,6422528,N/A,2025-08-04 17:47:25
392,13.514647,N/A,N/A,9.83e-05,31548.31,2048.00,6438912,N/A,2025-08-04 17:47:26
393,13.912920,N/A,N/A,9.85e-05,31545.77,2048.00,6455296,N/A,2025-08-04 17:47:27
394,12.191743,N/A,N/A,9.88e-05,31535.45,2048.00,6471680,N/A,2025-08-04 17:47:27
395,14.014483,N/A,N/A,9.90e-05,31546.84,2048.00,6488064,N/A,2025-08-04 17:47:28
396,11.877217,N/A,N/A,9.93e-05,31536.11,2048.00,6504448,N/A,2025-08-04 17:47:28
397,15.023684,N/A,N/A,9.95e-05,31528.31,2048.00,6520832,N/A,2025-08-04 17:47:29
398,15.767349,N/A,N/A,9.97e-05,31523.39,2048.00,6537216,N/A,2025-08-04 17:47:29
399,14.730965,N/A,N/A,1.00e-04,31661.50,2048.00,6553600,N/A,2025-08-04 17:47:30
400,12.854059,N/A,N/A,1.00e-04,31523.73,2048.00,6569984,0.3613,2025-08-04 17:47:31
401,13.330296,N/A,N/A,1.01e-04,17936.69,2048.00,6586368,N/A,2025-08-04 17:47:35
402,14.098368,N/A,N/A,1.01e-04,17942.03,2048.00,6602752,N/A,2025-08-04 17:47:36
403,15.342007,N/A,N/A,1.01e-04,17948.70,2048.00,6619136,N/A,2025-08-04 17:47:36
404,13.190298,N/A,N/A,1.01e-04,17952.93,2048.00,6635520,N/A,2025-08-04 17:47:37
405,14.215446,N/A,N/A,1.02e-04,17957.27,2048.00,6651904,N/A,2025-08-04 17:47:37
406,13.220274,N/A,N/A,1.02e-04,17961.50,2048.00,6668288,N/A,2025-08-04 17:47:38
407,12.756689,N/A,N/A,1.02e-04,17965.16,2048.00,6684672,N/A,2025-08-04 17:47:39
408,14.588904,N/A,N/A,1.02e-04,17966.25,2048.00,6701056,N/A,2025-08-04 17:47:39
409,14.066877,N/A,N/A,1.03e-04,18013.24,2048.00,6717440,N/A,2025-08-04 17:47:40
410,14.367320,N/A,N/A,1.03e-04,31626.81,2048.00,6733824,0.3660,2025-08-04 17:47:40
411,14.183695,N/A,N/A,1.03e-04,31625.67,2048.00,6750208,N/A,2025-08-04 17:47:41
412,14.251123,N/A,N/A,1.03e-04,31616.61,2048.00,6766592,N/A,2025-08-04 17:47:41
413,14.572279,N/A,N/A,1.04e-04,31604.77,2048.00,6782976,N/A,2025-08-04 17:47:42
414,14.819151,N/A,N/A,1.04e-04,31604.71,2048.00,6799360,N/A,2025-08-04 17:47:43
415,14.286392,N/A,N/A,1.04e-04,31609.97,2048.00,6815744,N/A,2025-08-04 17:47:43
416,14.614502,N/A,N/A,1.04e-04,31613.96,2048.00,6832128,N/A,2025-08-04 17:47:44
417,12.774307,N/A,N/A,1.04e-04,31620.89,2048.00,6848512,N/A,2025-08-04 17:47:44
418,14.010322,N/A,N/A,1.05e-04,31607.60,2048.00,6864896,N/A,2025-08-04 17:47:45
419,13.939657,N/A,N/A,1.05e-04,31736.43,2048.00,6881280,N/A,2025-08-04 17:47:45
420,12.755309,N/A,N/A,1.05e-04,31595.80,2048.00,6897664,0.4026,2025-08-04 17:47:46
421,14.739020,N/A,N/A,1.06e-04,31600.91,2048.00,6914048,N/A,2025-08-04 17:47:47
422,12.532119,N/A,N/A,1.06e-04,31610.29,2048.00,6930432,N/A,2025-08-04 17:47:47
423,13.399446,N/A,N/A,1.06e-04,31611.62,2048.00,6946816,N/A,2025-08-04 17:47:48
424,14.113002,N/A,N/A,1.06e-04,31598.00,2048.00,6963200,N/A,2025-08-04 17:47:48
425,13.579311,N/A,N/A,1.07e-04,31588.89,2048.00,6979584,N/A,2025-08-04 17:47:49
426,12.090123,N/A,N/A,1.07e-04,31580.00,2048.00,6995968,N/A,2025-08-04 17:47:50
427,11.630501,N/A,N/A,1.07e-04,31577.84,2048.00,7012352,N/A,2025-08-04 17:47:50
428,12.376067,N/A,N/A,1.07e-04,31587.74,2048.00,7028736,N/A,2025-08-04 17:47:51
429,14.089684,N/A,N/A,1.07e-04,31705.25,2048.00,7045120,N/A,2025-08-04 17:47:51
430,14.132122,N/A,N/A,1.08e-04,31565.99,2048.00,7061504,0.3953,2025-08-04 17:47:52
431,14.584877,N/A,N/A,1.08e-04,31564.71,2048.00,7077888,N/A,2025-08-04 17:47:52
432,12.849656,N/A,N/A,1.08e-04,31565.11,2048.00,7094272,N/A,2025-08-04 17:47:53
433,13.539917,N/A,N/A,1.09e-04,31573.32,2048.00,7110656,N/A,2025-08-04 17:47:54
434,12.128420,N/A,N/A,1.09e-04,31577.99,2048.00,7127040,N/A,2025-08-04 17:47:54
435,15.154274,N/A,N/A,1.09e-04,31576.77,2048.00,7143424,N/A,2025-08-04 17:47:55
436,12.802198,N/A,N/A,1.09e-04,31565.39,2048.00,7159808,N/A,2025-08-04 17:47:55
437,14.040617,N/A,N/A,1.10e-04,31560.83,2048.00,7176192,N/A,2025-08-04 17:47:56
438,15.117484,N/A,N/A,1.10e-04,31570.09,2048.00,7192576,N/A,2025-08-04 17:47:56
439,11.974337,N/A,N/A,1.10e-04,31696.13,2048.00,7208960,N/A,2025-08-04 17:47:57
440,13.269934,N/A,N/A,1.10e-04,31542.17,2048.00,7225344,0.5361,2025-08-04 17:47:58
441,13.378999,N/A,N/A,1.11e-04,31538.79,2048.00,7241728,N/A,2025-08-04 17:47:58
442,15.229513,N/A,N/A,1.11e-04,31537.57,2048.00,7258112,N/A,2025-08-04 17:47:59
443,14.495647,N/A,N/A,1.11e-04,31527.16,2048.00,7274496,N/A,2025-08-04 17:47:59
444,12.915051,N/A,N/A,1.11e-04,31516.71,2048.00,7290880,N/A,2025-08-04 17:48:00
445,15.410492,N/A,N/A,1.11e-04,31536.49,2048.00,7307264,N/A,2025-08-04 17:48:00
446,14.829996,N/A,N/A,1.12e-04,31529.22,2048.00,7323648,N/A,2025-08-04 17:48:01
447,15.172024,N/A,N/A,1.12e-04,31538.34,2048.00,7340032,N/A,2025-08-04 17:48:02
448,15.128453,N/A,N/A,1.12e-04,31541.92,2048.00,7356416,N/A,2025-08-04 17:48:02
449,15.164875,N/A,N/A,1.12e-04,31683.76,2048.00,7372800,N/A,2025-08-04 17:48:03
450,13.436472,N/A,N/A,1.13e-04,31527.79,2048.00,7389184,0.3605,2025-08-04 17:48:03
451,11.173849,N/A,N/A,1.13e-04,31520.04,2048.00,7405568,N/A,2025-08-04 17:48:04
452,12.051584,N/A,N/A,1.13e-04,31528.65,2048.00,7421952,N/A,2025-08-04 17:48:05
453,14.027450,N/A,N/A,1.14e-04,31535.72,2048.00,7438336,N/A,2025-08-04 17:48:05
454,15.060111,N/A,N/A,1.14e-04,31535.91,2048.00,7454720,N/A,2025-08-04 17:48:06
455,14.780328,N/A,N/A,1.14e-04,31545.21,2048.00,7471104,N/A,2025-08-04 17:48:06
456,13.911547,N/A,N/A,1.14e-04,31542.14,2048.00,7487488,N/A,2025-08-04 17:48:07
457,16.075348,N/A,N/A,1.15e-04,31536.36,2048.00,7503872,N/A,2025-08-04 17:48:07
458,16.146021,N/A,N/A,1.15e-04,31538.32,2048.00,7520256,N/A,2025-08-04 17:48:08
459,13.555096,N/A,N/A,1.15e-04,31693.43,2048.00,7536640,N/A,2025-08-04 17:48:09
460,14.691071,N/A,N/A,1.15e-04,31522.93,2048.00,7553024,0.5630,2025-08-04 17:48:09
461,14.184753,N/A,N/A,1.16e-04,31531.26,2048.00,7569408,N/A,2025-08-04 17:48:10
462,14.573862,N/A,N/A,1.16e-04,31533.38,2048.00,7585792,N/A,2025-08-04 17:48:10
463,14.045179,N/A,N/A,1.16e-04,31528.51,2048.00,7602176,N/A,2025-08-04 17:48:11
464,15.552349,N/A,N/A,1.16e-04,31531.43,2048.00,7618560,N/A,2025-08-04 17:48:11
465,15.760735,N/A,N/A,1.17e-04,31527.57,2048.00,7634944,N/A,2025-08-04 17:48:12
466,13.501781,N/A,N/A,1.17e-04,31549.37,2048.00,7651328,N/A,2025-08-04 17:48:13
467,12.699896,N/A,N/A,1.17e-04,31555.26,2048.00,7667712,N/A,2025-08-04 17:48:13
468,12.542382,N/A,N/A,1.17e-04,31550.12,2048.00,7684096,N/A,2025-08-04 17:48:14
469,13.147610,N/A,N/A,1.18e-04,31724.28,2048.00,7700480,N/A,2025-08-04 17:48:14
470,11.969332,N/A,N/A,1.18e-04,31568.26,2048.00,7716864,0.4429,2025-08-04 17:48:15
471,15.795546,N/A,N/A,1.18e-04,31567.75,2048.00,7733248,N/A,2025-08-04 17:48:15
472,13.782511,N/A,N/A,1.18e-04,31567.01,2048.00,7749632,N/A,2025-08-04 17:48:16
473,12.471029,N/A,N/A,1.19e-04,31556.20,2048.00,7766016,N/A,2025-08-04 17:48:17
474,15.031774,N/A,N/A,1.19e-04,31556.68,2048.00,7782400,N/A,2025-08-04 17:48:17
475,12.482101,N/A,N/A,1.19e-04,31547.40,2048.00,7798784,N/A,2025-08-04 17:48:18
476,13.575411,N/A,N/A,1.19e-04,31542.09,2048.00,7815168,N/A,2025-08-04 17:48:18
477,14.623986,N/A,N/A,1.19e-04,31544.08,2048.00,7831552,N/A,2025-08-04 17:48:19
478,13.953711,N/A,N/A,1.20e-04,31543.77,2048.00,7847936,N/A,2025-08-04 17:48:19
479,15.268127,N/A,N/A,1.20e-04,31680.29,2048.00,7864320,N/A,2025-08-04 17:48:20
480,15.143758,N/A,N/A,1.20e-04,31549.45,2048.00,7880704,0.3881,2025-08-04 17:48:21
481,13.925237,N/A,N/A,1.21e-04,31551.21,2048.00,7897088,N/A,2025-08-04 17:48:21
482,15.361047,N/A,N/A,1.21e-04,31564.95,2048.00,7913472,N/A,2025-08-04 17:48:22
483,14.669337,N/A,N/A,1.21e-04,31570.03,2048.00,7929856,N/A,2025-08-04 17:48:22
484,14.986910,N/A,N/A,1.21e-04,31559.57,2048.00,7946240,N/A,2025-08-04 17:48:23
485,15.445704,N/A,N/A,1.21e-04,31501.99,2048.00,7962624,N/A,2025-08-04 17:48:24
486,12.042609,N/A,N/A,1.22e-04,31491.83,2048.00,7979008,N/A,2025-08-04 17:48:24
487,14.024738,N/A,N/A,1.22e-04,31487.77,2048.00,7995392,N/A,2025-08-04 17:48:25
488,12.879137,N/A,N/A,1.22e-04,31488.04,2048.00,8011776,N/A,2025-08-04 17:48:25
489,14.386723,N/A,N/A,1.22e-04,31616.76,2048.00,8028160,N/A,2025-08-04 17:48:26
490,16.408094,N/A,N/A,1.23e-04,31485.25,2048.00,8044544,0.3319,2025-08-04 17:48:26
491,11.568740,N/A,N/A,1.23e-04,31476.07,2048.00,8060928,N/A,2025-08-04 17:48:27
492,16.563808,N/A,N/A,1.23e-04,31466.93,2048.00,8077312,N/A,2025-08-04 17:48:28
493,14.412004,N/A,N/A,1.23e-04,31477.05,2048.00,8093696,N/A,2025-08-04 17:48:28
494,12.448043,N/A,N/A,1.24e-04,31540.99,2048.00,8110080,N/A,2025-08-04 17:48:29
495,15.016407,N/A,N/A,1.24e-04,31549.18,2048.00,8126464,N/A,2025-08-04 17:48:29
496,13.460522,N/A,N/A,1.24e-04,31549.88,2048.00,8142848,N/A,2025-08-04 17:48:30
497,15.292480,N/A,N/A,1.24e-04,31566.93,2048.00,8159232,N/A,2025-08-04 17:48:30
498,15.305222,N/A,N/A,1.25e-04,31568.70,2048.00,8175616,N/A,2025-08-04 17:48:31
499,13.280622,N/A,N/A,1.25e-04,31694.85,2048.00,8192000,N/A,2025-08-04 17:48:32
500,16.379679,N/A,N/A,1.25e-04,31570.34,2048.00,8208384,0.4456,2025-08-04 17:48:32
501,15.488729,N/A,N/A,1.25e-04,19022.16,2048.00,8224768,N/A,2025-08-04 17:48:36
502,14.470177,N/A,N/A,1.26e-04,19025.59,2048.00,8241152,N/A,2025-08-04 17:48:37
503,12.832554,N/A,N/A,1.26e-04,19027.47,2048.00,8257536,N/A,2025-08-04 17:48:37
504,15.566240,N/A,N/A,1.26e-04,19031.39,2048.00,8273920,N/A,2025-08-04 17:48:38
505,12.344740,N/A,N/A,1.27e-04,19034.48,2048.00,8290304,N/A,2025-08-04 17:48:38
506,16.807787,N/A,N/A,1.27e-04,19032.49,2048.00,8306688,N/A,2025-08-04 17:48:39
507,16.298302,N/A,N/A,1.27e-04,19031.81,2048.00,8323072,N/A,2025-08-04 17:48:40
508,15.685414,N/A,N/A,1.27e-04,19036.08,2048.00,8339456,N/A,2025-08-04 17:48:40
509,12.715158,N/A,N/A,1.28e-04,19079.35,2048.00,8355840,N/A,2025-08-04 17:48:41
510,14.256257,N/A,N/A,1.28e-04,31599.28,2048.00,8372224,0.5468,2025-08-04 17:48:41
511,15.146376,N/A,N/A,1.28e-04,31593.64,2048.00,8388608,N/A,2025-08-04 17:48:42
512,15.213698,N/A,N/A,1.28e-04,31589.61,2048.00,8404992,N/A,2025-08-04 17:48:43
513,15.219061,N/A,N/A,1.29e-04,31589.28,2048.00,8421376,N/A,2025-08-04 17:48:43
514,13.859576,N/A,N/A,1.29e-04,31595.92,2048.00,8437760,N/A,2025-08-04 17:48:44
515,14.305759,N/A,N/A,1.29e-04,31599.41,2048.00,8454144,N/A,2025-08-04 17:48:44
516,12.486069,N/A,N/A,1.29e-04,31602.55,2048.00,8470528,N/A,2025-08-04 17:48:45
517,16.414896,N/A,N/A,1.30e-04,31598.26,2048.00,8486912,N/A,2025-08-04 17:48:45
518,12.939164,N/A,N/A,1.30e-04,31606.80,2048.00,8503296,N/A,2025-08-04 17:48:46
519,14.305090,N/A,N/A,1.30e-04,31740.77,2048.00,8519680,N/A,2025-08-04 17:48:47
520,15.207228,N/A,N/A,1.30e-04,31603.06,2048.00,8536064,0.4061,2025-08-04 17:48:47
521,15.696719,N/A,N/A,1.31e-04,31604.65,2048.00,8552448,N/A,2025-08-04 17:48:48
522,13.125888,N/A,N/A,1.31e-04,31602.07,2048.00,8568832,N/A,2025-08-04 17:48:48
523,11.914049,N/A,N/A,1.31e-04,31590.24,2048.00,8585216,N/A,2025-08-04 17:48:49
