step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,tokens_per_sec_per_M_params,total_tokens,grad_norm,timestamp
281,7.410291,N/A,N/A,7.05e-05,8024.36,312.00,2604015,N/A,2025-08-07 18:08:37
282,7.659793,N/A,N/A,7.08e-05,7608.49,347.00,2605403,N/A,2025-08-07 18:08:38
283,6.879482,N/A,N/A,7.10e-05,6911.10,147.50,2605993,N/A,2025-08-07 18:08:38
284,6.885991,N/A,N/A,7.13e-05,6182.44,195.75,2606776,N/A,2025-08-07 18:08:38
285,7.000106,N/A,N/A,7.15e-05,5133.99,275.00,2607876,N/A,2025-08-07 18:08:39
286,7.164267,N/A,N/A,7.18e-05,3864.59,339.00,2609232,N/A,2025-08-07 18:08:40
287,7.208095,N/A,N/A,7.20e-05,2573.99,417.75,2610903,N/A,2025-08-07 18:08:40
288,7.183948,N/A,N/A,7.22e-05,2992.42,527.75,2613014,N/A,2025-08-07 18:08:40
289,8.083724,N/A,N/A,7.25e-05,3371.20,575.25,2615315,N/A,2025-08-07 18:08:41
290,7.336519,N/A,N/A,7.27e-05,3867.70,622.75,2617806,1.6246,2025-08-07 18:08:41
291,7.040331,N/A,N/A,7.30e-05,4261.62,702.00,2620614,N/A,2025-08-07 18:08:41
292,7.470874,N/A,N/A,7.32e-05,4757.85,769.75,2623693,N/A,2025-08-07 18:08:42
293,7.295076,N/A,N/A,7.35e-05,5496.60,838.25,2627046,N/A,2025-08-07 18:08:42
294,7.740690,N/A,N/A,7.37e-05,6195.42,901.25,2630651,N/A,2025-08-07 18:08:43
295,7.523354,N/A,N/A,7.40e-05,7223.45,942.50,2634421,N/A,2025-08-07 18:08:43
296,7.419744,N/A,N/A,7.43e-05,7806.41,997.50,2638411,N/A,2025-08-07 18:08:44
297,7.727926,N/A,N/A,7.45e-05,8280.67,1065.75,2642674,N/A,2025-08-07 18:08:44
298,7.079746,N/A,N/A,7.48e-05,8753.53,1169.00,2647350,N/A,2025-08-07 18:08:45
299,7.440623,N/A,N/A,7.50e-05,9382.98,1381.00,2652874,N/A,2025-08-07 18:08:45
300,7.641273,N/A,N/A,7.52e-05,9861.23,1771.00,2659958,1.4304,2025-08-07 18:08:46
