step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.461358,N/A,N/A,3.00e-07,0.00,2048,N/A,2025-06-02 12:41:31
1,12.971998,N/A,N/A,6.00e-07,805.36,4096,N/A,2025-06-02 12:41:36
2,14.402988,N/A,N/A,9.00e-07,1161.77,6144,N/A,2025-06-02 12:41:37
3,14.747843,N/A,N/A,1.20e-06,1508.33,8192,N/A,2025-06-02 12:41:37
4,12.820328,N/A,N/A,1.50e-06,1839.13,10240,N/A,2025-06-02 12:41:37
5,14.491901,N/A,N/A,1.80e-06,2155.11,12288,N/A,2025-06-02 12:41:37
6,14.232312,N/A,N/A,2.10e-06,2460.47,14336,N/A,2025-06-02 12:41:37
7,13.519114,N/A,N/A,2.40e-06,2749.84,16384,N/A,2025-06-02 12:41:37
8,13.603101,N/A,N/A,2.70e-06,3034.28,18432,N/A,2025-06-02 12:41:37
9,14.181697,N/A,N/A,3.00e-06,3286.86,20480,N/A,2025-06-02 12:41:38
10,14.021756,N/A,N/A,3.30e-06,15111.27,22528,0.5000,2025-06-02 12:41:38
11,14.822204,N/A,N/A,3.60e-06,16055.98,24576,N/A,2025-06-02 12:41:38
12,14.532066,N/A,N/A,3.90e-06,15832.14,26624,N/A,2025-06-02 12:41:38
13,12.372301,N/A,N/A,4.20e-06,15079.64,28672,N/A,2025-06-02 12:41:38
14,14.413845,N/A,N/A,4.50e-06,15136.05,30720,N/A,2025-06-02 12:41:38
15,12.797626,N/A,N/A,4.80e-06,14748.75,32768,N/A,2025-06-02 12:41:39
16,12.312275,N/A,N/A,5.10e-06,14387.72,34816,N/A,2025-06-02 12:41:39
17,14.601351,N/A,N/A,5.40e-06,13971.09,36864,N/A,2025-06-02 12:41:39
18,14.268476,N/A,N/A,5.70e-06,14244.18,38912,N/A,2025-06-02 12:41:39
19,14.919175,N/A,N/A,6.00e-06,14876.82,40960,N/A,2025-06-02 12:41:39
20,13.520342,N/A,N/A,6.30e-06,14148.06,43008,0.5000,2025-06-02 12:41:39
21,13.356471,N/A,N/A,6.60e-06,14496.86,45056,N/A,2025-06-02 12:41:39
22,14.008039,N/A,N/A,6.90e-06,14973.78,47104,N/A,2025-06-02 12:41:40
23,14.779156,N/A,N/A,7.20e-06,14758.55,49152,N/A,2025-06-02 12:41:40
24,14.656082,N/A,N/A,7.50e-06,14917.07,51200,N/A,2025-06-02 12:41:40
25,14.238553,N/A,N/A,7.80e-06,15223.19,53248,N/A,2025-06-02 12:41:40
26,13.029407,N/A,N/A,8.10e-06,15101.34,55296,N/A,2025-06-02 12:41:40
27,12.466431,N/A,N/A,8.40e-06,14795.16,57344,N/A,2025-06-02 12:41:40
28,13.744782,N/A,N/A,8.70e-06,14351.16,59392,N/A,2025-06-02 12:41:41
29,13.220228,N/A,N/A,9.00e-06,14638.23,61440,N/A,2025-06-02 12:41:41
