step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.805077,N/A,N/A,2.50e-07,0.00,4096,N/A,2025-07-26 12:11:53
1,13.296322,N/A,N/A,5.00e-07,448.22,8192,N/A,2025-07-26 12:17:53
2,13.270225,N/A,N/A,7.50e-07,647.18,12288,N/A,2025-07-26 12:17:54
3,13.266543,N/A,N/A,1.00e-06,832.82,16384,N/A,2025-07-26 12:17:55
4,13.507742,N/A,N/A,1.25e-06,1006.02,20480,N/A,2025-07-26 12:17:55
5,13.496740,N/A,N/A,1.50e-06,1163.95,24576,N/A,2025-07-26 12:17:56
6,13.243563,N/A,N/A,1.75e-06,1319.47,28672,N/A,2025-07-26 12:17:57
7,13.232030,N/A,N/A,2.00e-06,1450.91,32768,N/A,2025-07-26 12:17:58
8,13.073759,N/A,N/A,2.25e-06,1589.91,36864,N/A,2025-07-26 12:17:58
9,13.068087,N/A,N/A,2.50e-06,1718.10,40960,N/A,2025-07-26 12:17:59
10,12.990965,N/A,N/A,2.75e-06,6586.90,45056,1.0000,2025-07-26 12:17:59
11,12.979841,N/A,N/A,3.00e-06,6689.21,49152,N/A,2025-07-26 12:18:00
12,13.271437,N/A,N/A,3.25e-06,6664.31,53248,N/A,2025-07-26 12:18:01
13,13.263708,N/A,N/A,3.50e-06,6721.75,57344,N/A,2025-07-26 12:18:01
14,13.175385,N/A,N/A,3.75e-06,6787.60,61440,N/A,2025-07-26 12:18:02
15,13.163483,N/A,N/A,4.00e-06,6701.32,65536,N/A,2025-07-26 12:18:03
16,13.064373,N/A,N/A,4.25e-06,6888.73,69632,N/A,2025-07-26 12:18:03
17,13.052465,N/A,N/A,4.50e-06,6726.16,73728,N/A,2025-07-26 12:18:04
18,13.319422,N/A,N/A,4.75e-06,6731.57,77824,N/A,2025-07-26 12:18:05
19,13.294424,N/A,N/A,5.00e-06,6736.94,81920,N/A,2025-07-26 12:18:05
20,13.125796,N/A,N/A,5.25e-06,6594.86,86016,1.0000,2025-07-26 12:18:06
21,13.104541,N/A,N/A,5.50e-06,6451.27,90112,N/A,2025-07-26 12:18:07
22,13.197829,N/A,N/A,5.75e-06,6451.48,94208,N/A,2025-07-26 12:18:08
23,13.182784,N/A,N/A,6.00e-06,6469.06,98304,N/A,2025-07-26 12:18:08
24,13.065385,N/A,N/A,6.25e-06,6519.83,102400,N/A,2025-07-26 12:18:09
25,13.036048,N/A,N/A,6.50e-06,6617.41,106496,N/A,2025-07-26 12:18:10
26,12.661677,N/A,N/A,6.75e-06,6681.38,110592,N/A,2025-07-26 12:18:10
27,12.620332,N/A,N/A,7.00e-06,6669.21,114688,N/A,2025-07-26 12:18:11
28,12.685579,N/A,N/A,7.25e-06,6654.28,118784,N/A,2025-07-26 12:18:12
29,12.667580,N/A,N/A,7.50e-06,6721.39,122880,N/A,2025-07-26 12:18:12
30,13.056583,N/A,N/A,7.75e-06,6903.53,126976,1.0000,2025-07-26 12:18:13
31,13.039632,N/A,N/A,8.00e-06,6974.95,131072,N/A,2025-07-26 12:18:14
32,13.038953,N/A,N/A,8.25e-06,7042.08,135168,N/A,2025-07-26 12:18:14
33,12.563951,N/A,N/A,8.50e-06,7020.43,139264,N/A,2025-07-26 12:18:15
34,12.685700,N/A,N/A,8.75e-06,7038.74,143360,N/A,2025-07-26 12:18:15
35,12.312900,N/A,N/A,9.00e-06,7065.46,147456,N/A,2025-07-26 12:18:16
36,12.552421,N/A,N/A,9.25e-06,7171.98,151552,N/A,2025-07-26 12:18:17
37,12.484196,N/A,N/A,9.50e-06,7224.43,155648,N/A,2025-07-26 12:18:17
38,12.475778,N/A,N/A,9.75e-06,7288.94,159744,N/A,2025-07-26 12:18:18
39,12.641881,N/A,N/A,1.00e-05,7196.76,163840,N/A,2025-07-26 12:18:19
40,12.492002,N/A,N/A,1.03e-05,6948.09,167936,1.0000,2025-07-26 12:18:19
41,12.652848,N/A,N/A,1.05e-05,6914.96,172032,N/A,2025-07-26 12:18:20
42,12.413342,N/A,N/A,1.08e-05,6888.61,176128,N/A,2025-07-26 12:18:21
