step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,tokens_per_sec_per_M_params,total_tokens,grad_norm,timestamp
46,10.226550,N/A,N/A,1.17e-05,10720.87,854.88,204724,N/A,2025-08-07 18:03:33
47,10.054941,N/A,N/A,1.20e-05,10813.28,985.00,212604,N/A,2025-08-07 18:03:33
48,10.196904,N/A,N/A,1.23e-05,10712.92,1019.75,220762,N/A,2025-08-07 18:03:34
49,10.091997,N/A,N/A,1.25e-05,11080.56,1024.00,228954,N/A,2025-08-07 18:03:35
50,10.329079,N/A,N/A,1.28e-05,11842.09,1024.00,237146,1.9406,2025-08-07 18:03:36
51,10.245799,N/A,N/A,1.30e-05,11262.46,240.38,239069,N/A,2025-08-07 18:03:36
52,10.018362,N/A,N/A,1.33e-05,11129.76,471.62,242842,N/A,2025-08-07 18:03:37
53,10.116429,N/A,N/A,1.35e-05,11270.70,680.00,248282,N/A,2025-08-07 18:03:37
54,10.204424,N/A,N/A,1.38e-05,11337.59,801.62,254695,N/A,2025-08-07 18:03:38
55,10.102355,N/A,N/A,1.40e-05,11584.80,1006.62,262748,N/A,2025-08-07 18:03:38
56,10.040215,N/A,N/A,1.43e-05,11713.64,1024.00,270940,N/A,2025-08-07 18:03:39
57,9.935870,N/A,N/A,1.45e-05,10789.01,179.75,272378,N/A,2025-08-07 18:03:40
58,10.119090,N/A,N/A,1.48e-05,10550.03,272.00,274554,N/A,2025-08-07 18:03:40
59,10.050243,N/A,N/A,1.50e-05,10125.32,325.25,277156,N/A,2025-08-07 18:03:40
60,9.876940,N/A,N/A,1.52e-05,9454.96,421.88,280531,2.0029,2025-08-07 18:03:41
61,9.949484,N/A,N/A,1.55e-05,10068.10,545.00,284891,N/A,2025-08-07 18:03:41
62,9.916585,N/A,N/A,1.57e-05,10501.83,608.50,289759,N/A,2025-08-07 18:03:42
63,9.933422,N/A,N/A,1.60e-05,11005.75,735.75,295645,N/A,2025-08-07 18:03:42
64,10.052395,N/A,N/A,1.63e-05,11168.17,845.38,302408,N/A,2025-08-07 18:03:43
65,9.854702,N/A,N/A,1.65e-05,11300.93,992.25,310346,N/A,2025-08-07 18:03:43
66,10.007023,N/A,N/A,1.68e-05,11065.55,1024.00,318538,N/A,2025-08-07 18:03:44
67,9.928667,N/A,N/A,1.70e-05,11829.01,1024.00,326730,N/A,2025-08-07 18:03:45
68,9.792803,N/A,N/A,1.73e-05,12279.70,1024.00,334922,N/A,2025-08-07 18:03:45
69,9.814215,N/A,N/A,1.75e-05,12780.26,1024.00,343114,N/A,2025-08-07 18:03:46
70,9.740720,N/A,N/A,1.78e-05,11936.39,132.38,344173,1.6439,2025-08-07 18:03:47
71,9.762840,N/A,N/A,1.80e-05,11671.73,253.88,346204,N/A,2025-08-07 18:03:47
72,9.900889,N/A,N/A,1.82e-05,11252.90,355.25,349046,N/A,2025-08-07 18:03:47
73,9.889129,N/A,N/A,1.85e-05,11201.43,438.50,352554,N/A,2025-08-07 18:03:48
74,9.757543,N/A,N/A,1.87e-05,11322.61,535.00,356834,N/A,2025-08-07 18:03:48
75,9.770555,N/A,N/A,1.90e-05,11303.52,665.62,362159,N/A,2025-08-07 18:03:49
76,9.735349,N/A,N/A,1.93e-05,11187.75,782.62,368420,N/A,2025-08-07 18:03:49
77,9.879352,N/A,N/A,1.95e-05,11379.62,974.75,376218,N/A,2025-08-07 18:03:50
78,9.767105,N/A,N/A,1.97e-05,11373.88,1024.00,384410,N/A,2025-08-07 18:03:50
79,9.821486,N/A,N/A,2.00e-05,11152.11,1024.00,392602,N/A,2025-08-07 18:03:51
80,9.692654,N/A,N/A,2.03e-05,11788.02,1024.00,400794,1.5062,2025-08-07 18:03:52
81,9.770748,N/A,N/A,2.05e-05,12595.73,1024.00,408986,N/A,2025-08-07 18:03:52
82,9.763750,N/A,N/A,2.07e-05,11803.00,158.38,410253,N/A,2025-08-07 18:03:53
83,9.799136,N/A,N/A,2.10e-05,11387.99,281.62,412506,N/A,2025-08-07 18:03:53
84,9.609795,N/A,N/A,2.13e-05,11095.58,372.00,415482,N/A,2025-08-07 18:03:54
85,9.584359,N/A,N/A,2.15e-05,11163.01,508.12,419547,N/A,2025-08-07 18:03:54
86,9.666845,N/A,N/A,2.18e-05,11227.97,696.25,425117,N/A,2025-08-07 18:03:55
87,9.563550,N/A,N/A,2.20e-05,11320.83,803.50,431545,N/A,2025-08-07 18:03:55
88,9.623223,N/A,N/A,2.22e-05,11288.98,864.25,438459,N/A,2025-08-07 18:03:56
89,9.629906,N/A,N/A,2.25e-05,11433.16,998.12,446444,N/A,2025-08-07 18:03:56
90,9.655363,N/A,N/A,2.28e-05,11408.93,1024.00,454636,1.5802,2025-08-07 18:03:57
91,9.618210,N/A,N/A,2.30e-05,11274.81,1024.00,462828,N/A,2025-08-07 18:03:58
92,9.549734,N/A,N/A,2.32e-05,12136.58,1024.00,471020,N/A,2025-08-07 18:03:58
93,9.471231,N/A,N/A,2.35e-05,12771.24,1024.00,479212,N/A,2025-08-07 18:03:59
94,9.490974,N/A,N/A,2.38e-05,12869.36,1024.00,487404,N/A,2025-08-07 18:04:00
95,9.359174,N/A,N/A,2.40e-05,12156.95,145.88,488571,N/A,2025-08-07 18:04:00
96,9.613127,N/A,N/A,2.42e-05,12037.18,324.88,491170,N/A,2025-08-07 18:04:01
97,9.599164,N/A,N/A,2.45e-05,11891.44,450.25,494772,N/A,2025-08-07 18:04:01
98,9.417203,N/A,N/A,2.48e-05,11660.12,569.38,499327,N/A,2025-08-07 18:04:02
99,9.533019,N/A,N/A,2.50e-05,11687.16,661.38,504618,N/A,2025-08-07 18:04:02
100,9.320918,N/A,N/A,2.53e-05,11396.47,755.88,510665,1.5114,2025-08-07 18:04:03
101,9.514164,N/A,N/A,2.55e-05,4740.18,859.38,517540,N/A,2025-08-07 18:04:10
102,9.432192,N/A,N/A,2.58e-05,4731.11,963.62,525249,N/A,2025-08-07 18:04:11
103,9.284374,N/A,N/A,2.60e-05,4762.21,1024.00,533441,N/A,2025-08-07 18:04:11
104,9.429785,N/A,N/A,2.62e-05,4725.29,1024.00,541633,N/A,2025-08-07 18:04:12
105,9.283852,N/A,N/A,2.65e-05,5174.75,1024.00,549825,N/A,2025-08-07 18:04:13
106,9.444725,N/A,N/A,2.67e-05,5521.62,1024.00,558017,N/A,2025-08-07 18:04:13
107,9.382029,N/A,N/A,2.70e-05,5259.84,144.50,559173,N/A,2025-08-07 18:04:14
108,9.262646,N/A,N/A,2.72e-05,5078.16,222.88,560956,N/A,2025-08-07 18:04:14
109,9.327790,N/A,N/A,2.75e-05,4952.02,326.62,563569,N/A,2025-08-07 18:04:15
110,9.209799,N/A,N/A,2.78e-05,11043.58,472.38,567348,1.5082,2025-08-07 18:04:15
111,9.226080,N/A,N/A,2.80e-05,11084.38,657.38,572607,N/A,2025-08-07 18:04:16
112,9.348660,N/A,N/A,2.83e-05,10995.54,785.62,578892,N/A,2025-08-07 18:04:16
113,9.167997,N/A,N/A,2.85e-05,10932.70,874.50,585888,N/A,2025-08-07 18:04:17
114,9.293297,N/A,N/A,2.88e-05,10898.15,973.12,593673,N/A,2025-08-07 18:04:17
115,9.279147,N/A,N/A,2.90e-05,10734.67,1023.50,601861,N/A,2025-08-07 18:04:18
116,9.022699,N/A,N/A,2.93e-05,10731.76,1024.00,610053,N/A,2025-08-07 18:04:19
117,8.997825,N/A,N/A,2.95e-05,11414.04,1024.00,618245,N/A,2025-08-07 18:04:19
118,9.076456,N/A,N/A,2.98e-05,11858.20,1024.00,626437,N/A,2025-08-07 18:04:20
119,9.113706,N/A,N/A,3.00e-05,12439.25,1024.00,634629,N/A,2025-08-07 18:04:21
120,8.862996,N/A,N/A,3.03e-05,11692.88,154.25,635863,1.3777,2025-08-07 18:04:21
121,9.056245,N/A,N/A,3.05e-05,11528.49,222.00,637639,N/A,2025-08-07 18:04:22
122,9.023596,N/A,N/A,3.08e-05,11173.87,314.88,640158,N/A,2025-08-07 18:04:22
123,9.072619,N/A,N/A,3.10e-05,10926.45,379.75,643196,N/A,2025-08-07 18:04:23
124,8.998614,N/A,N/A,3.13e-05,10743.44,512.50,647296,N/A,2025-08-07 18:04:23
125,9.074953,N/A,N/A,3.15e-05,10405.63,593.62,652045,N/A,2025-08-07 18:04:24
126,8.901403,N/A,N/A,3.17e-05,10278.01,685.25,657527,N/A,2025-08-07 18:04:24
127,8.823695,N/A,N/A,3.20e-05,10194.05,794.75,663885,N/A,2025-08-07 18:04:25
128,9.036987,N/A,N/A,3.22e-05,10236.55,899.75,671083,N/A,2025-08-07 18:04:25
129,8.884443,N/A,N/A,3.25e-05,10097.45,1003.88,679114,N/A,2025-08-07 18:04:26
130,8.966194,N/A,N/A,3.28e-05,10686.73,1024.00,687306,1.3063,2025-08-07 18:04:27
131,8.747786,N/A,N/A,3.30e-05,11414.68,1024.00,695498,N/A,2025-08-07 18:04:27
132,8.823872,N/A,N/A,3.33e-05,10701.38,161.62,696791,N/A,2025-08-07 18:04:28
133,8.829370,N/A,N/A,3.35e-05,10822.72,233.12,698656,N/A,2025-08-07 18:04:28
134,8.806703,N/A,N/A,3.38e-05,10670.83,298.75,701046,N/A,2025-08-07 18:04:29
135,8.571503,N/A,N/A,3.40e-05,10545.66,415.50,704370,N/A,2025-08-07 18:04:29
136,8.910666,N/A,N/A,3.43e-05,10355.55,523.75,708560,N/A,2025-08-07 18:04:30
137,8.824504,N/A,N/A,3.45e-05,10253.74,611.38,713451,N/A,2025-08-07 18:04:30
138,8.599844,N/A,N/A,3.48e-05,10202.15,730.00,719291,N/A,2025-08-07 18:04:31
139,8.780313,N/A,N/A,3.50e-05,10373.92,833.50,725959,N/A,2025-08-07 18:04:31
140,8.846063,N/A,N/A,3.53e-05,10241.07,970.25,733721,1.2557,2025-08-07 18:04:32
141,8.692974,N/A,N/A,3.55e-05,10152.70,1024.00,741913,N/A,2025-08-07 18:04:32
142,8.707677,N/A,N/A,3.58e-05,10813.89,1024.00,750105,N/A,2025-08-07 18:04:33
143,8.576780,N/A,N/A,3.60e-05,11451.08,1024.00,758297,N/A,2025-08-07 18:04:34
144,8.751629,N/A,N/A,3.63e-05,11778.79,1024.00,766489,N/A,2025-08-07 18:04:35
145,8.400624,N/A,N/A,3.65e-05,11248.07,163.00,767793,N/A,2025-08-07 18:04:35
146,8.562318,N/A,N/A,3.67e-05,11163.80,246.00,769761,N/A,2025-08-07 18:04:36
147,8.472486,N/A,N/A,3.70e-05,11055.04,322.88,772344,N/A,2025-08-07 18:04:36
148,8.600019,N/A,N/A,3.72e-05,10782.06,398.38,775531,N/A,2025-08-07 18:04:36
149,8.449079,N/A,N/A,3.75e-05,10943.98,533.12,779796,N/A,2025-08-07 18:04:37
150,8.564580,N/A,N/A,3.77e-05,10901.43,600.88,784603,1.4339,2025-08-07 18:04:37
151,8.513506,N/A,N/A,3.80e-05,10840.61,718.12,790348,N/A,2025-08-07 18:04:38
152,8.715798,N/A,N/A,3.83e-05,10772.08,839.12,797061,N/A,2025-08-07 18:04:38
153,8.397061,N/A,N/A,3.85e-05,10982.90,986.50,804953,N/A,2025-08-07 18:04:39
154,8.308677,N/A,N/A,3.87e-05,10772.65,1024.00,813145,N/A,2025-08-07 18:04:39
155,8.371022,N/A,N/A,3.90e-05,11460.93,1024.00,821337,N/A,2025-08-07 18:04:40
156,8.269697,N/A,N/A,3.92e-05,11904.49,1024.00,829529,N/A,2025-08-07 18:04:41
157,8.547611,N/A,N/A,3.95e-05,11359.38,173.75,830919,N/A,2025-08-07 18:04:41
158,8.537997,N/A,N/A,3.98e-05,11096.29,258.62,832988,N/A,2025-08-07 18:04:42
159,8.275497,N/A,N/A,4.00e-05,10853.04,338.00,835692,N/A,2025-08-07 18:04:42
160,8.281278,N/A,N/A,4.03e-05,10564.01,461.25,839382,1.2261,2025-08-07 18:04:43
161,8.458015,N/A,N/A,4.05e-05,10470.83,561.12,843871,N/A,2025-08-07 18:04:43
162,8.198121,N/A,N/A,4.08e-05,10527.69,617.25,848809,N/A,2025-08-07 18:04:44
163,8.051439,N/A,N/A,4.10e-05,10578.05,725.75,854615,N/A,2025-08-07 18:04:44
164,8.129997,N/A,N/A,4.12e-05,10534.01,823.75,861205,N/A,2025-08-07 18:04:45
165,8.220354,N/A,N/A,4.15e-05,10807.43,1003.62,869234,N/A,2025-08-07 18:04:45
166,8.244307,N/A,N/A,4.18e-05,10501.32,1024.00,877426,N/A,2025-08-07 18:04:46
167,8.278162,N/A,N/A,4.20e-05,11229.14,1024.00,885618,N/A,2025-08-07 18:04:47
168,8.122618,N/A,N/A,4.23e-05,11697.61,1024.00,893810,N/A,2025-08-07 18:04:47
169,8.206526,N/A,N/A,4.25e-05,12405.89,1024.00,902002,N/A,2025-08-07 18:04:48
170,8.234714,N/A,N/A,4.28e-05,11463.76,199.12,903595,0.9846,2025-08-07 18:04:49
171,8.176538,N/A,N/A,4.30e-05,11077.20,292.38,905934,N/A,2025-08-07 18:04:49
172,8.054179,N/A,N/A,4.33e-05,10974.67,434.75,909412,N/A,2025-08-07 18:04:50
173,8.020697,N/A,N/A,4.35e-05,10885.49,529.50,913648,N/A,2025-08-07 18:04:50
174,8.265008,N/A,N/A,4.38e-05,10838.21,584.12,918321,N/A,2025-08-07 18:04:51
175,8.133827,N/A,N/A,4.40e-05,10751.56,657.12,923578,N/A,2025-08-07 18:04:51
176,8.054144,N/A,N/A,4.42e-05,10829.06,746.00,929546,N/A,2025-08-07 18:04:52
177,8.067273,N/A,N/A,4.45e-05,10906.79,839.50,936262,N/A,2025-08-07 18:04:52
178,8.113237,N/A,N/A,4.47e-05,10898.74,963.62,943971,N/A,2025-08-07 18:04:53
179,7.940820,N/A,N/A,4.50e-05,11005.72,1024.00,952163,N/A,2025-08-07 18:04:53
180,8.073927,N/A,N/A,4.52e-05,11719.91,1024.00,960355,1.5020,2025-08-07 18:04:54
181,7.818414,N/A,N/A,4.55e-05,12225.95,1024.00,968547,N/A,2025-08-07 18:04:55
182,8.149325,N/A,N/A,4.58e-05,11507.27,154.50,969783,N/A,2025-08-07 18:04:55
183,8.208779,N/A,N/A,4.60e-05,10804.22,235.75,971669,N/A,2025-08-07 18:04:56
184,7.786381,N/A,N/A,4.62e-05,10492.97,318.25,974215,N/A,2025-08-07 18:04:56
185,7.935288,N/A,N/A,4.65e-05,10226.74,431.00,977663,N/A,2025-08-07 18:04:57
186,7.738232,N/A,N/A,4.67e-05,10071.05,557.25,982121,N/A,2025-08-07 18:04:57
187,7.807796,N/A,N/A,4.70e-05,10088.60,644.75,987279,N/A,2025-08-07 18:04:58
188,7.848058,N/A,N/A,4.73e-05,10215.17,772.38,993458,N/A,2025-08-07 18:04:58
189,7.704984,N/A,N/A,4.75e-05,10251.14,849.25,1000252,N/A,2025-08-07 18:04:59
190,7.818838,N/A,N/A,4.78e-05,10350.67,1001.12,1008261,1.0078,2025-08-07 18:04:59
191,7.827315,N/A,N/A,4.80e-05,10163.96,1024.00,1016453,N/A,2025-08-07 18:05:00
192,7.807101,N/A,N/A,4.83e-05,11308.40,1024.00,1024645,N/A,2025-08-07 18:05:01
193,7.877867,N/A,N/A,4.85e-05,11970.62,1024.00,1032837,N/A,2025-08-07 18:05:02
194,7.817015,N/A,N/A,4.87e-05,12470.97,1024.00,1041029,N/A,2025-08-07 18:05:02
195,7.781740,N/A,N/A,4.90e-05,11836.89,149.38,1042224,N/A,2025-08-07 18:05:03
196,7.672391,N/A,N/A,4.93e-05,11614.01,208.12,1043889,N/A,2025-08-07 18:05:03
197,7.967413,N/A,N/A,4.95e-05,11212.27,271.00,1046057,N/A,2025-08-07 18:05:04
198,7.689080,N/A,N/A,4.98e-05,10950.11,404.88,1049296,N/A,2025-08-07 18:05:04
199,7.602474,N/A,N/A,5.00e-05,10875.61,530.00,1053536,N/A,2025-08-07 18:05:04
200,7.692561,N/A,N/A,5.03e-05,10693.87,577.75,1058158,1.1003,2025-08-07 18:05:05
