step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
58,11.643816,N/A,N/A,1.47e-05,26626.26,483328,N/A,2025-06-07 20:01:24
59,11.782157,N/A,N/A,1.50e-05,27424.02,491520,N/A,2025-06-07 20:01:24
60,12.936395,N/A,N/A,1.52e-05,26591.88,499712,1.0000,2025-06-07 20:01:25
61,11.798752,N/A,N/A,1.55e-05,26298.83,507904,N/A,2025-06-07 20:01:25
62,12.012569,N/A,N/A,1.57e-05,26323.21,516096,N/A,2025-06-07 20:01:25
63,12.448778,N/A,N/A,1.60e-05,26430.31,524288,N/A,2025-06-07 20:01:26
64,11.990903,N/A,N/A,1.63e-05,26283.53,532480,N/A,2025-06-07 20:01:26
65,11.415489,N/A,N/A,1.65e-05,26094.90,540672,N/A,2025-06-07 20:01:26
66,11.895368,N/A,N/A,1.68e-05,26193.48,548864,N/A,2025-06-07 20:01:27
67,11.912893,N/A,N/A,1.70e-05,26242.23,557056,N/A,2025-06-07 20:01:27
68,11.318958,N/A,N/A,1.73e-05,26232.25,565248,N/A,2025-06-07 20:01:27
69,12.125439,N/A,N/A,1.75e-05,26995.75,573440,N/A,2025-06-07 20:01:28
70,12.080761,N/A,N/A,1.78e-05,26170.65,581632,1.0000,2025-06-07 20:01:28
71,11.723900,N/A,N/A,1.80e-05,26168.84,589824,N/A,2025-06-07 20:01:29
72,11.458955,N/A,N/A,1.82e-05,26143.25,598016,N/A,2025-06-07 20:01:29
73,11.714802,N/A,N/A,1.85e-05,26252.19,606208,N/A,2025-06-07 20:01:29
74,11.961647,N/A,N/A,1.88e-05,26207.03,614400,N/A,2025-06-07 20:01:30
75,11.626635,N/A,N/A,1.90e-05,26172.73,622592,N/A,2025-06-07 20:01:30
76,12.116535,N/A,N/A,1.93e-05,26206.59,630784,N/A,2025-06-07 20:01:30
77,11.680244,N/A,N/A,1.95e-05,26268.44,638976,N/A,2025-06-07 20:01:31
78,11.851469,N/A,N/A,1.98e-05,26238.72,647168,N/A,2025-06-07 20:01:31
79,12.339443,N/A,N/A,2.00e-05,27092.91,655360,N/A,2025-06-07 20:01:31
80,12.164793,N/A,N/A,2.02e-05,26066.99,663552,1.0000,2025-06-07 20:01:32
81,11.938681,N/A,N/A,2.05e-05,25981.75,671744,N/A,2025-06-07 20:01:32
82,11.700911,N/A,N/A,2.07e-05,25881.70,679936,N/A,2025-06-07 20:01:32
83,11.882998,N/A,N/A,2.10e-05,25952.47,688128,N/A,2025-06-07 20:01:33
84,12.651081,N/A,N/A,2.13e-05,25854.36,696320,N/A,2025-06-07 20:01:33
85,11.856153,N/A,N/A,2.15e-05,25766.44,704512,N/A,2025-06-07 20:01:33
86,12.304310,N/A,N/A,2.18e-05,25736.93,712704,N/A,2025-06-07 20:01:34
87,11.681915,N/A,N/A,2.20e-05,25758.41,720896,N/A,2025-06-07 20:01:34
88,11.986865,N/A,N/A,2.22e-05,26029.01,729088,N/A,2025-06-07 20:01:34
89,11.444592,N/A,N/A,2.25e-05,26949.45,737280,N/A,2025-06-07 20:01:35
90,11.973297,N/A,N/A,2.28e-05,26075.20,745472,1.0000,2025-06-07 20:01:35
91,10.624950,N/A,N/A,2.30e-05,25994.09,753664,N/A,2025-06-07 20:01:36
92,11.834490,N/A,N/A,2.33e-05,25935.80,761856,N/A,2025-06-07 20:01:36
93,11.503523,N/A,N/A,2.35e-05,25985.11,770048,N/A,2025-06-07 20:01:36
94,11.085598,N/A,N/A,2.37e-05,26011.12,778240,N/A,2025-06-07 20:01:37
95,12.107410,N/A,N/A,2.40e-05,25887.88,786432,N/A,2025-06-07 20:01:37
96,12.145378,N/A,N/A,2.42e-05,25958.03,794624,N/A,2025-06-07 20:01:37
97,11.700241,N/A,N/A,2.45e-05,25610.93,802816,N/A,2025-06-07 20:01:38
98,11.866449,N/A,N/A,2.48e-05,25590.86,811008,N/A,2025-06-07 20:01:38
99,11.996470,N/A,N/A,2.50e-05,26646.46,819200,N/A,2025-06-07 20:01:38
100,11.808254,N/A,N/A,2.53e-05,26066.73,827392,1.0000,2025-06-07 20:01:39
101,12.389590,N/A,N/A,2.55e-05,12390.65,835584,N/A,2025-06-07 20:01:42
102,12.117914,N/A,N/A,2.57e-05,12386.16,843776,N/A,2025-06-07 20:01:43
103,12.002647,N/A,N/A,2.60e-05,12363.38,851968,N/A,2025-06-07 20:01:43
