step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.072638,N/A,N/A,2.50e-07,0.00,12288,N/A,2025-06-07 17:43:05
1,12.144691,N/A,N/A,5.00e-07,1345.48,24576,N/A,2025-06-07 17:43:23
2,12.055244,N/A,N/A,7.50e-07,1991.46,36864,N/A,2025-06-07 17:43:23
3,11.615664,N/A,N/A,1.00e-06,2629.95,49152,N/A,2025-06-07 17:43:23
4,11.859789,N/A,N/A,1.25e-06,3254.57,61440,N/A,2025-06-07 17:43:24
5,11.663483,N/A,N/A,1.50e-06,3867.55,73728,N/A,2025-06-07 17:43:24
6,11.873960,N/A,N/A,1.75e-06,4468.57,86016,N/A,2025-06-07 17:43:24
7,12.027460,N/A,N/A,2.00e-06,5059.77,98304,N/A,2025-06-07 17:43:24
8,12.002630,N/A,N/A,2.25e-06,5640.21,110592,N/A,2025-06-07 17:43:24
9,12.211993,N/A,N/A,2.50e-06,6207.18,122880,N/A,2025-06-07 17:43:24
10,11.757057,N/A,N/A,2.75e-06,69916.62,135168,1.0000,2025-06-07 17:43:25
11,11.846573,N/A,N/A,3.00e-06,72477.26,147456,N/A,2025-06-07 17:43:25
12,11.796326,N/A,N/A,3.25e-06,72658.43,159744,N/A,2025-06-07 17:43:25
13,11.495150,N/A,N/A,3.50e-06,72902.20,172032,N/A,2025-06-07 17:43:25
14,12.168193,N/A,N/A,3.75e-06,72849.04,184320,N/A,2025-06-07 17:43:25
15,11.353217,N/A,N/A,4.00e-06,73168.17,196608,N/A,2025-06-07 17:43:26
16,11.022888,N/A,N/A,4.25e-06,73164.45,208896,N/A,2025-06-07 17:43:26
17,11.014429,N/A,N/A,4.50e-06,73012.10,221184,N/A,2025-06-07 17:43:26
18,11.356886,N/A,N/A,4.75e-06,73549.11,233472,N/A,2025-06-07 17:43:26
19,11.392494,N/A,N/A,5.00e-06,75346.33,245760,N/A,2025-06-07 17:43:26
20,11.163325,N/A,N/A,5.25e-06,73435.83,258048,1.0000,2025-06-07 17:43:27
21,11.064849,N/A,N/A,5.50e-06,72706.58,270336,N/A,2025-06-07 17:43:27
22,11.112514,N/A,N/A,5.75e-06,72648.69,282624,N/A,2025-06-07 17:43:27
23,11.146345,N/A,N/A,6.00e-06,72957.84,294912,N/A,2025-06-07 17:43:27
24,10.900732,N/A,N/A,6.25e-06,72540.32,307200,N/A,2025-06-07 17:43:27
25,10.575438,N/A,N/A,6.50e-06,72634.21,319488,N/A,2025-06-07 17:43:27
26,10.349674,N/A,N/A,6.75e-06,72965.91,331776,N/A,2025-06-07 17:43:28
27,10.766420,N/A,N/A,7.00e-06,72894.05,344064,N/A,2025-06-07 17:43:28
28,9.946110,N/A,N/A,7.25e-06,72984.99,356352,N/A,2025-06-07 17:43:28
29,9.682507,N/A,N/A,7.50e-06,74945.46,368640,N/A,2025-06-07 17:43:28
30,9.782549,N/A,N/A,7.75e-06,73703.40,380928,1.0000,2025-06-07 17:43:28
31,9.849757,N/A,N/A,8.00e-06,73997.11,393216,N/A,2025-06-07 17:43:29
32,9.851671,N/A,N/A,8.25e-06,73878.47,405504,N/A,2025-06-07 17:43:29
33,10.157238,N/A,N/A,8.50e-06,74276.09,417792,N/A,2025-06-07 17:43:29
34,10.311365,N/A,N/A,8.75e-06,74303.13,430080,N/A,2025-06-07 17:43:29
35,9.973030,N/A,N/A,9.00e-06,74164.92,442368,N/A,2025-06-07 17:43:29
36,9.507021,N/A,N/A,9.25e-06,74209.66,454656,N/A,2025-06-07 17:43:29
37,9.069075,N/A,N/A,9.50e-06,74624.41,466944,N/A,2025-06-07 17:43:30
38,9.277468,N/A,N/A,9.75e-06,74626.98,479232,N/A,2025-06-07 17:43:30
39,8.924689,N/A,N/A,1.00e-05,76456.22,491520,N/A,2025-06-07 17:43:30
40,8.124235,N/A,N/A,1.03e-05,74608.01,503808,1.0000,2025-06-07 17:43:30
41,7.812972,N/A,N/A,1.05e-05,74530.25,516096,N/A,2025-06-07 17:43:30
42,7.294479,N/A,N/A,1.08e-05,74160.65,528384,N/A,2025-06-07 17:43:31
43,7.234855,N/A,N/A,1.10e-05,74028.53,540672,N/A,2025-06-07 17:43:31
44,10.350117,N/A,N/A,1.13e-05,73898.60,552960,N/A,2025-06-07 17:43:31
45,9.350492,N/A,N/A,1.15e-05,73836.80,565248,N/A,2025-06-07 17:43:31
46,9.134885,N/A,N/A,1.18e-05,73828.26,577536,N/A,2025-06-07 17:43:31
47,9.359045,N/A,N/A,1.20e-05,73892.23,589824,N/A,2025-06-07 17:43:31
48,8.785213,N/A,N/A,1.22e-05,73952.23,602112,N/A,2025-06-07 17:43:32
49,8.409599,N/A,N/A,1.25e-05,75606.15,614400,N/A,2025-06-07 17:43:32
50,8.582893,N/A,N/A,1.28e-05,73924.60,626688,1.0000,2025-06-07 17:43:32
51,8.565651,N/A,N/A,1.30e-05,74380.83,638976,N/A,2025-06-07 17:43:32
52,9.825159,N/A,N/A,1.33e-05,74502.76,651264,N/A,2025-06-07 17:43:32
53,9.635632,N/A,N/A,1.35e-05,74604.22,663552,N/A,2025-06-07 17:43:33
54,10.021435,N/A,N/A,1.38e-05,74557.42,675840,N/A,2025-06-07 17:43:33
55,9.964563,N/A,N/A,1.40e-05,74427.05,688128,N/A,2025-06-07 17:43:33
56,7.439679,N/A,N/A,1.42e-05,74290.60,700416,N/A,2025-06-07 17:43:33
57,7.712854,N/A,N/A,1.45e-05,74464.72,712704,N/A,2025-06-07 17:43:33
58,7.250583,N/A,N/A,1.47e-05,74578.98,724992,N/A,2025-06-07 17:43:34
59,7.336299,N/A,N/A,1.50e-05,76389.54,737280,N/A,2025-06-07 17:43:34
60,8.241390,N/A,N/A,1.52e-05,74240.15,749568,1.0000,2025-06-07 17:43:34
61,8.258708,N/A,N/A,1.55e-05,73977.89,761856,N/A,2025-06-07 17:43:34
