step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,avg_seq_len,total_tokens,grad_norm,timestamp
385,1.532331,N/A,N/A,9.65e-05,2702.76,472.00,390726,N/A,2025-08-07 11:00:50
386,1.593682,N/A,N/A,9.68e-05,2524.62,513.00,391752,N/A,2025-08-07 11:00:51
387,1.693073,N/A,N/A,9.70e-05,2369.40,546.00,392844,N/A,2025-08-07 11:00:51
388,1.704757,N/A,N/A,9.73e-05,2612.29,571.50,393987,N/A,2025-08-07 11:00:52
389,1.742135,N/A,N/A,9.75e-05,2947.56,613.00,395213,N/A,2025-08-07 11:00:52
390,2.120036,N/A,N/A,9.78e-05,3136.45,638.00,396489,8.9164,2025-08-07 11:00:52
391,1.689727,N/A,N/A,9.80e-05,3277.97,691.50,397872,N/A,2025-08-07 11:00:53
392,2.386857,N/A,N/A,9.83e-05,3502.17,713.50,399299,N/A,2025-08-07 11:00:53
393,2.441018,N/A,N/A,9.85e-05,3657.55,743.50,400786,N/A,2025-08-07 11:00:53
394,2.977774,N/A,N/A,9.88e-05,4022.11,889.00,402564,N/A,2025-08-07 11:00:54
395,3.102215,N/A,N/A,9.90e-05,4158.50,964.00,404492,N/A,2025-08-07 11:00:54
396,0.045783,N/A,N/A,9.93e-05,3718.02,116.00,404724,N/A,2025-08-07 11:00:55
397,0.103882,N/A,N/A,9.95e-05,3474.67,154.50,405033,N/A,2025-08-07 11:00:55
398,0.185350,N/A,N/A,9.97e-05,3014.57,208.50,405450,N/A,2025-08-07 11:00:56
399,0.312665,N/A,N/A,1.00e-04,2870.58,238.00,405926,N/A,2025-08-07 11:00:56
400,0.574971,N/A,N/A,1.00e-04,2734.77,306.00,406538,4.9374,2025-08-07 11:00:56
401,0.938781,N/A,N/A,1.01e-04,893.87,373.50,407285,N/A,2025-08-07 11:01:03
402,1.070743,N/A,N/A,1.01e-04,845.49,441.50,408168,N/A,2025-08-07 11:01:04
403,1.266845,N/A,N/A,1.01e-04,796.26,472.00,409112,N/A,2025-08-07 11:01:04
404,1.190182,N/A,N/A,1.01e-04,735.86,513.00,410138,N/A,2025-08-07 11:01:04
405,1.252606,N/A,N/A,1.02e-04,664.86,546.00,411230,N/A,2025-08-07 11:01:05
406,1.315321,N/A,N/A,1.02e-04,753.26,571.50,412373,N/A,2025-08-07 11:01:05
407,1.306480,N/A,N/A,1.02e-04,866.68,613.00,413599,N/A,2025-08-07 11:01:05
408,1.763027,N/A,N/A,1.02e-04,958.25,638.00,414875,N/A,2025-08-07 11:01:06
409,1.444739,N/A,N/A,1.03e-04,1054.86,691.50,416258,N/A,2025-08-07 11:01:06
410,1.953758,N/A,N/A,1.03e-04,3619.71,713.50,417685,7.8384,2025-08-07 11:01:07
411,1.767041,N/A,N/A,1.03e-04,3768.55,743.50,419172,N/A,2025-08-07 11:01:07
412,2.323566,N/A,N/A,1.03e-04,3967.82,889.00,420950,N/A,2025-08-07 11:01:07
413,2.492620,N/A,N/A,1.04e-04,4159.76,964.00,422878,N/A,2025-08-07 11:01:08
414,0.038665,N/A,N/A,1.04e-04,3596.36,116.00,423110,N/A,2025-08-07 11:01:08
415,0.055452,N/A,N/A,1.04e-04,3477.35,154.50,423419,N/A,2025-08-07 11:01:09
416,0.087653,N/A,N/A,1.04e-04,3298.39,208.50,423836,N/A,2025-08-07 11:01:09
417,0.167091,N/A,N/A,1.04e-04,3103.47,238.00,424312,N/A,2025-08-07 11:01:09
418,0.393076,N/A,N/A,1.05e-04,2905.99,306.00,424924,N/A,2025-08-07 11:01:10
419,0.793073,N/A,N/A,1.05e-04,2841.57,373.50,425671,N/A,2025-08-07 11:01:10
420,0.977068,N/A,N/A,1.05e-04,2720.48,441.50,426554,7.7527,2025-08-07 11:01:10
421,0.978644,N/A,N/A,1.06e-04,2589.98,472.00,427498,N/A,2025-08-07 11:01:10
422,0.912603,N/A,N/A,1.06e-04,2448.20,513.00,428524,N/A,2025-08-07 11:01:11
423,0.969577,N/A,N/A,1.06e-04,2436.55,546.00,429616,N/A,2025-08-07 11:01:11
424,1.035433,N/A,N/A,1.06e-04,2780.20,571.50,430759,N/A,2025-08-07 11:01:11
425,0.999563,N/A,N/A,1.07e-04,3066.58,613.00,431985,N/A,2025-08-07 11:01:12
426,1.315719,N/A,N/A,1.07e-04,3340.10,638.00,433261,N/A,2025-08-07 11:01:12
427,0.989699,N/A,N/A,1.07e-04,3756.40,691.50,434644,N/A,2025-08-07 11:01:12
428,1.463113,N/A,N/A,1.07e-04,3927.10,713.50,436071,N/A,2025-08-07 11:01:13
429,1.492575,N/A,N/A,1.07e-04,4210.84,743.50,437558,N/A,2025-08-07 11:01:13
430,1.982045,N/A,N/A,1.08e-04,4541.19,889.00,439336,9.4374,2025-08-07 11:01:13
431,2.120217,N/A,N/A,1.08e-04,4711.94,964.00,441264,N/A,2025-08-07 11:01:14
432,0.036897,N/A,N/A,1.08e-04,4204.97,116.00,441496,N/A,2025-08-07 11:01:14
433,0.063797,N/A,N/A,1.09e-04,3942.09,154.50,441805,N/A,2025-08-07 11:01:15
434,0.100775,N/A,N/A,1.09e-04,3763.04,208.50,442222,N/A,2025-08-07 11:01:15
435,0.175000,N/A,N/A,1.09e-04,3473.28,238.00,442698,N/A,2025-08-07 11:01:15
436,0.409183,N/A,N/A,1.09e-04,3096.54,306.00,443310,N/A,2025-08-07 11:01:16
437,0.674842,N/A,N/A,1.10e-04,2803.92,373.50,444057,N/A,2025-08-07 11:01:16
438,0.583181,N/A,N/A,1.10e-04,2640.83,441.50,444940,N/A,2025-08-07 11:01:16
439,0.768104,N/A,N/A,1.10e-04,2485.90,472.00,445884,N/A,2025-08-07 11:01:17
440,0.685104,N/A,N/A,1.10e-04,2355.69,513.00,446910,7.3903,2025-08-07 11:01:17
441,0.837973,N/A,N/A,1.11e-04,2166.31,546.00,448002,N/A,2025-08-07 11:01:17
442,0.691219,N/A,N/A,1.11e-04,2374.77,571.50,449145,N/A,2025-08-07 11:01:18
443,0.747058,N/A,N/A,1.11e-04,2647.20,613.00,450371,N/A,2025-08-07 11:01:18
444,0.846297,N/A,N/A,1.11e-04,2841.91,638.00,451647,N/A,2025-08-07 11:01:18
445,0.729357,N/A,N/A,1.11e-04,3202.44,691.50,453030,N/A,2025-08-07 11:01:19
446,1.103890,N/A,N/A,1.12e-04,3609.56,713.50,454457,N/A,2025-08-07 11:01:19
447,0.985695,N/A,N/A,1.12e-04,3830.00,743.50,455944,N/A,2025-08-07 11:01:19
448,1.534129,N/A,N/A,1.12e-04,4055.94,889.00,457722,N/A,2025-08-07 11:01:20
449,1.669737,N/A,N/A,1.12e-04,4124.18,964.00,459650,N/A,2025-08-07 11:01:20
450,0.039109,N/A,N/A,1.13e-04,3720.47,116.00,459882,7.8003,2025-08-07 11:01:21
451,0.044578,N/A,N/A,1.13e-04,3636.72,154.50,460191,N/A,2025-08-07 11:01:21
452,0.110622,N/A,N/A,1.13e-04,3335.10,208.50,460608,N/A,2025-08-07 11:01:21
453,0.112420,N/A,N/A,1.14e-04,3196.97,238.00,461084,N/A,2025-08-07 11:01:22
454,0.268030,N/A,N/A,1.14e-04,3018.61,306.00,461696,N/A,2025-08-07 11:01:22
455,0.480193,N/A,N/A,1.14e-04,2860.51,373.50,462443,N/A,2025-08-07 11:01:22
456,0.556820,N/A,N/A,1.14e-04,2670.78,441.50,463326,N/A,2025-08-07 11:01:23
457,0.799525,N/A,N/A,1.15e-04,2522.22,472.00,464270,N/A,2025-08-07 11:01:23
458,0.530522,N/A,N/A,1.15e-04,2419.28,513.00,465296,N/A,2025-08-07 11:01:23
459,0.526157,N/A,N/A,1.15e-04,2285.23,546.00,466388,N/A,2025-08-07 11:01:24
460,0.493083,N/A,N/A,1.15e-04,2547.96,571.50,467531,4.9504,2025-08-07 11:01:24
461,0.478330,N/A,N/A,1.16e-04,2743.47,613.00,468757,N/A,2025-08-07 11:01:25
462,0.583649,N/A,N/A,1.16e-04,3053.90,638.00,470033,N/A,2025-08-07 11:01:25
463,0.524217,N/A,N/A,1.16e-04,3393.57,691.50,471416,N/A,2025-08-07 11:01:25
464,0.713532,N/A,N/A,1.16e-04,3617.62,713.50,472843,N/A,2025-08-07 11:01:26
465,0.693202,N/A,N/A,1.17e-04,3858.06,743.50,474330,N/A,2025-08-07 11:01:26
466,1.079057,N/A,N/A,1.17e-04,4134.23,889.00,476108,N/A,2025-08-07 11:01:26
467,1.229712,N/A,N/A,1.17e-04,4228.15,964.00,478036,N/A,2025-08-07 11:01:27
468,0.020101,N/A,N/A,1.17e-04,3811.19,116.00,478268,N/A,2025-08-07 11:01:27
469,0.041387,N/A,N/A,1.18e-04,3549.92,154.50,478577,N/A,2025-08-07 11:01:28
470,0.052475,N/A,N/A,1.18e-04,3469.36,208.50,478994,1.4887,2025-08-07 11:01:28
471,0.089263,N/A,N/A,1.18e-04,3208.87,238.00,479470,N/A,2025-08-07 11:01:28
472,0.184231,N/A,N/A,1.18e-04,2944.39,306.00,480082,N/A,2025-08-07 11:01:29
473,0.268140,N/A,N/A,1.19e-04,2779.26,373.50,480829,N/A,2025-08-07 11:01:29
474,0.371590,N/A,N/A,1.19e-04,2660.68,441.50,481712,N/A,2025-08-07 11:01:29
475,0.454390,N/A,N/A,1.19e-04,2494.53,472.00,482656,N/A,2025-08-07 11:01:30
476,0.449019,N/A,N/A,1.19e-04,2374.31,513.00,483682,N/A,2025-08-07 11:01:30
477,0.343950,N/A,N/A,1.19e-04,2211.27,546.00,484774,N/A,2025-08-07 11:01:30
478,0.372019,N/A,N/A,1.20e-04,2527.62,571.50,485917,N/A,2025-08-07 11:01:31
479,0.275800,N/A,N/A,1.20e-04,2851.55,613.00,487143,N/A,2025-08-07 11:01:31
480,0.379388,N/A,N/A,1.20e-04,3103.14,638.00,488419,3.3295,2025-08-07 11:01:31
481,0.328956,N/A,N/A,1.21e-04,3449.38,691.50,489802,N/A,2025-08-07 11:01:32
482,0.397287,N/A,N/A,1.21e-04,3574.77,713.50,491229,N/A,2025-08-07 11:01:32
483,0.398922,N/A,N/A,1.21e-04,3748.61,743.50,492716,N/A,2025-08-07 11:01:32
484,0.685047,N/A,N/A,1.21e-04,3994.24,889.00,494494,N/A,2025-08-07 11:01:33
485,0.881220,N/A,N/A,1.21e-04,4022.43,964.00,496422,N/A,2025-08-07 11:01:33
486,0.016136,N/A,N/A,1.22e-04,3628.29,116.00,496654,N/A,2025-08-07 11:01:34
487,0.091312,N/A,N/A,1.22e-04,3411.46,154.50,496963,N/A,2025-08-07 11:01:34
488,0.060737,N/A,N/A,1.22e-04,3226.36,208.50,497380,N/A,2025-08-07 11:01:34
489,0.053931,N/A,N/A,1.22e-04,3035.25,238.00,497856,N/A,2025-08-07 11:01:35
490,0.103717,N/A,N/A,1.23e-04,2842.78,306.00,498468,1.1296,2025-08-07 11:01:35
491,0.150927,N/A,N/A,1.23e-04,2780.46,373.50,499215,N/A,2025-08-07 11:01:35
492,0.243675,N/A,N/A,1.23e-04,2685.37,441.50,500098,N/A,2025-08-07 11:01:36
493,0.275945,N/A,N/A,1.23e-04,2556.68,472.00,501042,N/A,2025-08-07 11:01:36
494,0.299879,N/A,N/A,1.24e-04,2537.39,513.00,502068,N/A,2025-08-07 11:01:36
495,0.286675,N/A,N/A,1.24e-04,2266.52,546.00,503160,N/A,2025-08-07 11:01:37
496,0.291600,N/A,N/A,1.24e-04,2570.03,571.50,504303,N/A,2025-08-07 11:01:37
497,0.208075,N/A,N/A,1.24e-04,2877.24,613.00,505529,N/A,2025-08-07 11:01:37
498,0.245720,N/A,N/A,1.25e-04,3144.99,638.00,506805,N/A,2025-08-07 11:01:38
499,0.374071,N/A,N/A,1.25e-04,3441.94,691.50,508188,N/A,2025-08-07 11:01:38
500,0.273874,N/A,N/A,1.25e-04,3653.23,713.50,509615,3.6636,2025-08-07 11:01:38
501,0.233644,N/A,N/A,1.25e-04,1246.10,743.50,511102,N/A,2025-08-07 11:01:45
502,0.407926,N/A,N/A,1.26e-04,1333.53,889.00,512880,N/A,2025-08-07 11:01:46
503,0.546386,N/A,N/A,1.26e-04,1411.07,964.00,514808,N/A,2025-08-07 11:01:46
504,0.032665,N/A,N/A,1.26e-04,1309.08,116.00,515040,N/A,2025-08-07 11:01:47
505,0.041782,N/A,N/A,1.27e-04,1236.49,154.50,515349,N/A,2025-08-07 11:01:47
506,0.062466,N/A,N/A,1.27e-04,1154.94,208.50,515766,N/A,2025-08-07 11:01:47
507,0.037956,N/A,N/A,1.27e-04,1070.74,238.00,516242,N/A,2025-08-07 11:01:48
508,0.138998,N/A,N/A,1.27e-04,1003.90,306.00,516854,N/A,2025-08-07 11:01:48
509,0.197500,N/A,N/A,1.28e-04,936.29,373.50,517601,N/A,2025-08-07 11:01:49
510,0.211094,N/A,N/A,1.28e-04,2459.31,441.50,518484,2.7321,2025-08-07 11:01:49
511,0.202002,N/A,N/A,1.28e-04,2295.27,472.00,519428,N/A,2025-08-07 11:01:49
512,0.226875,N/A,N/A,1.28e-04,2185.36,513.00,520454,N/A,2025-08-07 11:01:50
513,0.228224,N/A,N/A,1.29e-04,2110.48,546.00,521546,N/A,2025-08-07 11:01:50
514,0.247786,N/A,N/A,1.29e-04,2379.21,571.50,522689,N/A,2025-08-07 11:01:50
515,0.172409,N/A,N/A,1.29e-04,2749.84,613.00,523915,N/A,2025-08-07 11:01:50
516,0.171717,N/A,N/A,1.29e-04,3116.25,638.00,525191,N/A,2025-08-07 11:01:51
517,0.243175,N/A,N/A,1.30e-04,3451.01,691.50,526574,N/A,2025-08-07 11:01:51
518,0.297533,N/A,N/A,1.30e-04,3814.06,713.50,528001,N/A,2025-08-07 11:01:51
519,0.141048,N/A,N/A,1.30e-04,4068.86,743.50,529488,N/A,2025-08-07 11:01:52
520,0.286403,N/A,N/A,1.30e-04,4502.53,889.00,531266,2.0261,2025-08-07 11:01:52
521,0.309619,N/A,N/A,1.31e-04,4579.19,964.00,533194,N/A,2025-08-07 11:01:53
522,0.025436,N/A,N/A,1.31e-04,4190.62,116.00,533426,N/A,2025-08-07 11:01:53
523,0.049342,N/A,N/A,1.31e-04,3819.22,154.50,533735,N/A,2025-08-07 11:01:53
524,0.052826,N/A,N/A,1.31e-04,3580.39,208.50,534152,N/A,2025-08-07 11:01:54
525,0.060920,N/A,N/A,1.31e-04,3268.68,238.00,534628,N/A,2025-08-07 11:01:54
526,0.166936,N/A,N/A,1.32e-04,3080.16,306.00,535240,N/A,2025-08-07 11:01:54
527,0.134707,N/A,N/A,1.32e-04,2750.99,373.50,535987,N/A,2025-08-07 11:01:55
528,0.146075,N/A,N/A,1.32e-04,2510.90,441.50,536870,N/A,2025-08-07 11:01:55
529,0.150070,N/A,N/A,1.32e-04,2344.38,472.00,537814,N/A,2025-08-07 11:01:56
530,0.163751,N/A,N/A,1.33e-04,2210.54,513.00,538840,2.3212,2025-08-07 11:01:56
531,0.161527,N/A,N/A,1.33e-04,2045.62,546.00,539932,N/A,2025-08-07 11:01:56
532,0.219822,N/A,N/A,1.33e-04,2362.06,571.50,541075,N/A,2025-08-07 11:01:57
533,0.143253,N/A,N/A,1.34e-04,2666.32,613.00,542301,N/A,2025-08-07 11:01:57
534,0.120813,N/A,N/A,1.34e-04,3017.27,638.00,543577,N/A,2025-08-07 11:01:57
535,0.286586,N/A,N/A,1.34e-04,3324.76,691.50,544960,N/A,2025-08-07 11:01:57
536,0.172019,N/A,N/A,1.34e-04,3689.31,713.50,546387,N/A,2025-08-07 11:01:58
537,0.090928,N/A,N/A,1.35e-04,4001.73,743.50,547874,N/A,2025-08-07 11:01:58
538,0.165238,N/A,N/A,1.35e-04,4352.24,889.00,549652,N/A,2025-08-07 11:01:59
539,0.204884,N/A,N/A,1.35e-04,4351.34,964.00,551580,N/A,2025-08-07 11:01:59
540,0.016419,N/A,N/A,1.35e-04,3865.65,116.00,551812,2.3395,2025-08-07 11:02:00
541,0.037326,N/A,N/A,1.36e-04,3690.04,154.50,552121,N/A,2025-08-07 11:02:00
542,0.026853,N/A,N/A,1.36e-04,3464.28,208.50,552538,N/A,2025-08-07 11:02:00
543,0.108325,N/A,N/A,1.36e-04,3220.30,238.00,553014,N/A,2025-08-07 11:02:01
544,0.181286,N/A,N/A,1.36e-04,2947.75,306.00,553626,N/A,2025-08-07 11:02:01
545,0.088605,N/A,N/A,1.37e-04,2819.06,373.50,554373,N/A,2025-08-07 11:02:01
546,0.117180,N/A,N/A,1.37e-04,2618.28,441.50,555256,N/A,2025-08-07 11:02:02
547,0.124200,N/A,N/A,1.37e-04,2385.68,472.00,556200,N/A,2025-08-07 11:02:02
548,0.137118,N/A,N/A,1.37e-04,2358.24,513.00,557226,N/A,2025-08-07 11:02:02
549,0.136502,N/A,N/A,1.38e-04,2152.35,546.00,558318,N/A,2025-08-07 11:02:03
550,0.337206,N/A,N/A,1.38e-04,2253.72,571.50,559461,2.4210,2025-08-07 11:02:03
551,0.074839,N/A,N/A,1.38e-04,2469.68,613.00,560687,N/A,2025-08-07 11:02:04
552,0.081460,N/A,N/A,1.38e-04,2719.25,638.00,561963,N/A,2025-08-07 11:02:04
553,0.155733,N/A,N/A,1.39e-04,3049.18,691.50,563346,N/A,2025-08-07 11:02:04
554,0.105811,N/A,N/A,1.39e-04,3248.89,713.50,564773,N/A,2025-08-07 11:02:05
555,0.156914,N/A,N/A,1.39e-04,3551.72,743.50,566260,N/A,2025-08-07 11:02:05
556,0.116790,N/A,N/A,1.39e-04,3947.46,889.00,568038,N/A,2025-08-07 11:02:05
557,0.158726,N/A,N/A,1.40e-04,4067.29,964.00,569966,N/A,2025-08-07 11:02:06
558,0.007113,N/A,N/A,1.40e-04,3747.59,116.00,570198,N/A,2025-08-07 11:02:06
559,0.016970,N/A,N/A,1.40e-04,3821.81,154.50,570507,N/A,2025-08-07 11:02:06
560,0.047373,N/A,N/A,1.40e-04,3606.62,208.50,570924,0.4841,2025-08-07 11:02:07
561,0.110929,N/A,N/A,1.41e-04,3361.82,238.00,571400,N/A,2025-08-07 11:02:07
562,0.299641,N/A,N/A,1.41e-04,3136.28,306.00,572012,N/A,2025-08-07 11:02:07
563,0.100949,N/A,N/A,1.41e-04,2999.58,373.50,572759,N/A,2025-08-07 11:02:08
564,0.159253,N/A,N/A,1.41e-04,2860.55,441.50,573642,N/A,2025-08-07 11:02:08
565,0.131426,N/A,N/A,1.42e-04,2651.62,472.00,574586,N/A,2025-08-07 11:02:08
566,0.091357,N/A,N/A,1.42e-04,2523.25,513.00,575612,N/A,2025-08-07 11:02:09
567,0.142035,N/A,N/A,1.42e-04,2358.53,546.00,576704,N/A,2025-08-07 11:02:09
568,0.309456,N/A,N/A,1.42e-04,2701.22,571.50,577847,N/A,2025-08-07 11:02:09
569,0.052948,N/A,N/A,1.43e-04,3096.53,613.00,579073,N/A,2025-08-07 11:02:10
570,0.123383,N/A,N/A,1.43e-04,3447.79,638.00,580349,0.9389,2025-08-07 11:02:10
571,0.265252,N/A,N/A,1.43e-04,3780.08,691.50,581732,N/A,2025-08-07 11:02:10
572,0.127738,N/A,N/A,1.43e-04,4068.20,713.50,583159,N/A,2025-08-07 11:02:11
573,0.140561,N/A,N/A,1.44e-04,4214.74,743.50,584646,N/A,2025-08-07 11:02:11
574,0.075568,N/A,N/A,1.44e-04,4182.59,889.00,586424,N/A,2025-08-07 11:02:11
575,0.125511,N/A,N/A,1.44e-04,4158.61,964.00,588352,N/A,2025-08-07 11:02:12
576,0.034603,N/A,N/A,1.44e-04,3710.42,116.00,588584,N/A,2025-08-07 11:02:13
577,0.019657,N/A,N/A,1.44e-04,3437.61,154.50,588893,N/A,2025-08-07 11:02:13
578,0.099572,N/A,N/A,1.45e-04,3186.58,208.50,589310,N/A,2025-08-07 11:02:13
579,0.120987,N/A,N/A,1.45e-04,2986.93,238.00,589786,N/A,2025-08-07 11:02:14
580,0.345109,N/A,N/A,1.45e-04,2756.91,306.00,590398,2.0269,2025-08-07 11:02:14
581,0.145593,N/A,N/A,1.45e-04,2583.01,373.50,591145,N/A,2025-08-07 11:02:14
582,0.219841,N/A,N/A,1.46e-04,2457.21,441.50,592028,N/A,2025-08-07 11:02:15
583,0.111563,N/A,N/A,1.46e-04,2477.52,472.00,592972,N/A,2025-08-07 11:02:15
584,0.117043,N/A,N/A,1.46e-04,2406.83,513.00,593998,N/A,2025-08-07 11:02:15
585,0.159168,N/A,N/A,1.46e-04,2242.58,546.00,595090,N/A,2025-08-07 11:02:16
586,0.300090,N/A,N/A,1.47e-04,2580.26,571.50,596233,N/A,2025-08-07 11:02:16
587,0.068787,N/A,N/A,1.47e-04,2930.11,613.00,597459,N/A,2025-08-07 11:02:16
588,0.101542,N/A,N/A,1.47e-04,3140.56,638.00,598735,N/A,2025-08-07 11:02:17
589,0.569210,N/A,N/A,1.47e-04,3523.52,691.50,600118,N/A,2025-08-07 11:02:17
590,0.172218,N/A,N/A,1.48e-04,3798.12,713.50,601545,5.0903,2025-08-07 11:02:17
591,0.118497,N/A,N/A,1.48e-04,4090.74,743.50,603032,N/A,2025-08-07 11:02:17
592,0.088103,N/A,N/A,1.48e-04,4417.20,889.00,604810,N/A,2025-08-07 11:02:18
593,0.096069,N/A,N/A,1.49e-04,4611.29,964.00,606738,N/A,2025-08-07 11:02:18
594,0.109735,N/A,N/A,1.49e-04,4271.53,116.00,606970,N/A,2025-08-07 11:02:19
595,0.034488,N/A,N/A,1.49e-04,3655.57,154.50,607279,N/A,2025-08-07 11:02:19
596,0.084115,N/A,N/A,1.49e-04,3398.80,208.50,607696,N/A,2025-08-07 11:02:19
597,0.050049,N/A,N/A,1.50e-04,3159.08,238.00,608172,N/A,2025-08-07 11:02:20
598,0.250718,N/A,N/A,1.50e-04,2846.88,306.00,608784,N/A,2025-08-07 11:02:20
599,0.217178,N/A,N/A,1.50e-04,2683.78,373.50,609531,N/A,2025-08-07 11:02:21
600,0.195957,N/A,N/A,1.50e-04,2469.88,441.50,610414,1.8694,2025-08-07 11:02:21
601,0.123035,N/A,N/A,1.50e-04,837.06,472.00,611358,N/A,2025-08-07 11:02:28
602,0.148689,N/A,N/A,1.51e-04,770.61,513.00,612384,N/A,2025-08-07 11:02:28
603,0.088090,N/A,N/A,1.51e-04,689.63,546.00,613476,N/A,2025-08-07 11:02:28
604,0.249734,N/A,N/A,1.51e-04,802.96,571.50,614619,N/A,2025-08-07 11:02:29
605,0.051596,N/A,N/A,1.51e-04,894.18,613.00,615845,N/A,2025-08-07 11:02:29
606,0.075944,N/A,N/A,1.52e-04,997.25,638.00,617121,N/A,2025-08-07 11:02:29
607,0.519306,N/A,N/A,1.52e-04,1109.63,691.50,618504,N/A,2025-08-07 11:02:30
608,0.096652,N/A,N/A,1.52e-04,1184.12,713.50,619931,N/A,2025-08-07 11:02:30
609,0.114598,N/A,N/A,1.52e-04,1267.66,743.50,621418,N/A,2025-08-07 11:02:30
610,0.091160,N/A,N/A,1.53e-04,4183.25,889.00,623196,1.5639,2025-08-07 11:02:31
611,0.118013,N/A,N/A,1.53e-04,4251.49,964.00,625124,N/A,2025-08-07 11:02:31
612,0.037787,N/A,N/A,1.53e-04,3845.04,116.00,625356,N/A,2025-08-07 11:02:32
613,0.011257,N/A,N/A,1.53e-04,3697.73,154.50,625665,N/A,2025-08-07 11:02:32
614,0.040913,N/A,N/A,1.54e-04,3536.85,208.50,626082,N/A,2025-08-07 11:02:32
615,0.062041,N/A,N/A,1.54e-04,3273.13,238.00,626558,N/A,2025-08-07 11:02:33
616,0.215577,N/A,N/A,1.54e-04,3070.91,306.00,627170,N/A,2025-08-07 11:02:33
617,0.191301,N/A,N/A,1.55e-04,2724.06,373.50,627917,N/A,2025-08-07 11:02:33
618,0.120077,N/A,N/A,1.55e-04,2559.04,441.50,628800,N/A,2025-08-07 11:02:34
619,0.071415,N/A,N/A,1.55e-04,2422.69,472.00,629744,N/A,2025-08-07 11:02:34
620,0.132782,N/A,N/A,1.55e-04,2300.72,513.00,630770,1.4673,2025-08-07 11:02:35
621,0.103922,N/A,N/A,1.56e-04,2185.18,546.00,631862,N/A,2025-08-07 11:02:35
622,0.161359,N/A,N/A,1.56e-04,2417.06,571.50,633005,N/A,2025-08-07 11:02:35
623,0.060190,N/A,N/A,1.56e-04,2746.90,613.00,634231,N/A,2025-08-07 11:02:35
624,0.093685,N/A,N/A,1.56e-04,3022.89,638.00,635507,N/A,2025-08-07 11:02:36
625,0.310532,N/A,N/A,1.57e-04,3263.67,691.50,636890,N/A,2025-08-07 11:02:36
626,0.111610,N/A,N/A,1.57e-04,3667.14,713.50,638317,N/A,2025-08-07 11:02:37
627,0.149996,N/A,N/A,1.57e-04,4016.00,743.50,639804,N/A,2025-08-07 11:02:37
628,0.067849,N/A,N/A,1.57e-04,4296.65,889.00,641582,N/A,2025-08-07 11:02:37
629,0.111616,N/A,N/A,1.58e-04,4438.21,964.00,643510,N/A,2025-08-07 11:02:38
630,0.087030,N/A,N/A,1.58e-04,3936.23,116.00,643742,1.9884,2025-08-07 11:02:38
631,0.012156,N/A,N/A,1.58e-04,3762.87,154.50,644051,N/A,2025-08-07 11:02:38
632,0.064811,N/A,N/A,1.58e-04,3478.73,208.50,644468,N/A,2025-08-07 11:02:39
633,0.040276,N/A,N/A,1.59e-04,3243.93,238.00,644944,N/A,2025-08-07 11:02:39
634,0.149062,N/A,N/A,1.59e-04,3006.39,306.00,645556,N/A,2025-08-07 11:02:39
635,0.163580,N/A,N/A,1.59e-04,2931.02,373.50,646303,N/A,2025-08-07 11:02:40
636,0.088166,N/A,N/A,1.59e-04,2757.69,441.50,647186,N/A,2025-08-07 11:02:40
637,0.064636,N/A,N/A,1.60e-04,2516.89,472.00,648130,N/A,2025-08-07 11:02:40
638,0.111380,N/A,N/A,1.60e-04,2409.17,513.00,649156,N/A,2025-08-07 11:02:41
639,0.094674,N/A,N/A,1.60e-04,2239.62,546.00,650248,N/A,2025-08-07 11:02:41
640,0.182225,N/A,N/A,1.60e-04,2385.39,571.50,651391,1.4796,2025-08-07 11:02:42
641,0.077507,N/A,N/A,1.60e-04,2717.29,613.00,652617,N/A,2025-08-07 11:02:42
642,0.115618,N/A,N/A,1.61e-04,2908.48,638.00,653893,N/A,2025-08-07 11:02:42
643,0.292731,N/A,N/A,1.61e-04,3189.59,691.50,655276,N/A,2025-08-07 11:02:43
644,0.119324,N/A,N/A,1.61e-04,3402.28,713.50,656703,N/A,2025-08-07 11:02:43
645,0.141790,N/A,N/A,1.61e-04,3640.33,743.50,658190,N/A,2025-08-07 11:02:43
646,0.070098,N/A,N/A,1.62e-04,4075.98,889.00,659968,N/A,2025-08-07 11:02:44
647,0.209772,N/A,N/A,1.62e-04,4152.86,964.00,661896,N/A,2025-08-07 11:02:44
648,0.057671,N/A,N/A,1.62e-04,3743.86,116.00,662128,N/A,2025-08-07 11:02:45
649,0.006350,N/A,N/A,1.62e-04,3705.07,154.50,662437,N/A,2025-08-07 11:02:45
650,0.026145,N/A,N/A,1.63e-04,3423.26,208.50,662854,0.2377,2025-08-07 11:02:45
651,0.061777,N/A,N/A,1.63e-04,3231.53,238.00,663330,N/A,2025-08-07 11:02:46
652,0.110017,N/A,N/A,1.63e-04,3067.46,306.00,663942,N/A,2025-08-07 11:02:46
653,0.183607,N/A,N/A,1.64e-04,2910.03,373.50,664689,N/A,2025-08-07 11:02:46
654,0.096519,N/A,N/A,1.64e-04,2736.63,441.50,665572,N/A,2025-08-07 11:02:47
655,0.079012,N/A,N/A,1.64e-04,2499.42,472.00,666516,N/A,2025-08-07 11:02:47
656,0.053943,N/A,N/A,1.64e-04,2423.14,513.00,667542,N/A,2025-08-07 11:02:47
657,0.127601,N/A,N/A,1.65e-04,2262.50,546.00,668634,N/A,2025-08-07 11:02:48
