step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,tokens_per_sec_per_M_params,total_tokens,grad_norm,timestamp
48,1.902646,N/A,N/A,1.23e-05,30121.00,84.78,401408,N/A,2025-08-03 17:50:23
49,4.886805,N/A,N/A,1.25e-05,30406.56,85.59,409600,N/A,2025-08-03 17:50:24
50,5.840105,N/A,N/A,1.28e-05,30080.93,84.67,417792,3.2625,2025-08-03 17:50:24
51,6.304991,N/A,N/A,1.30e-05,30101.15,84.73,425984,N/A,2025-08-03 17:50:24
52,3.560889,N/A,N/A,1.33e-05,30098.81,84.72,434176,N/A,2025-08-03 17:50:25
53,5.469024,N/A,N/A,1.35e-05,29875.76,84.09,442368,N/A,2025-08-03 17:50:25
54,4.046194,N/A,N/A,1.38e-05,29886.57,84.12,450560,N/A,2025-08-03 17:50:25
55,8.654332,N/A,N/A,1.40e-05,29895.55,84.15,458752,N/A,2025-08-03 17:50:26
56,4.356067,N/A,N/A,1.43e-05,29896.16,84.15,466944,N/A,2025-08-03 17:50:26
57,6.000549,N/A,N/A,1.45e-05,30010.89,84.47,475136,N/A,2025-08-03 17:50:26
58,4.689799,N/A,N/A,1.48e-05,30021.82,84.51,483328,N/A,2025-08-03 17:50:26
59,2.989763,N/A,N/A,1.50e-05,30318.86,85.34,491520,N/A,2025-08-03 17:50:27
60,3.714499,N/A,N/A,1.52e-05,29863.52,84.06,499712,1.4246,2025-08-03 17:50:27
61,3.392147,N/A,N/A,1.55e-05,29837.64,83.99,507904,N/A,2025-08-03 17:50:27
62,5.848523,N/A,N/A,1.57e-05,30065.39,84.63,516096,N/A,2025-08-03 17:50:28
63,4.788257,N/A,N/A,1.60e-05,30035.38,84.54,524288,N/A,2025-08-03 17:50:28
64,4.093632,N/A,N/A,1.63e-05,30035.42,84.54,532480,N/A,2025-08-03 17:50:28
65,5.389703,N/A,N/A,1.65e-05,30023.87,84.51,540672,N/A,2025-08-03 17:50:29
66,4.778932,N/A,N/A,1.68e-05,30013.07,84.48,548864,N/A,2025-08-03 17:50:29
67,6.673408,N/A,N/A,1.70e-05,30007.89,84.47,557056,N/A,2025-08-03 17:50:29
68,3.156436,N/A,N/A,1.73e-05,30001.75,84.45,565248,N/A,2025-08-03 17:50:29
69,5.778382,N/A,N/A,1.75e-05,30434.85,85.67,573440,N/A,2025-08-03 17:50:30
70,7.533494,N/A,N/A,1.78e-05,30073.23,84.65,581632,1.6118,2025-08-03 17:50:30
71,3.963664,N/A,N/A,1.80e-05,30012.27,84.48,589824,N/A,2025-08-03 17:50:30
72,3.073632,N/A,N/A,1.82e-05,30017.53,84.49,598016,N/A,2025-08-03 17:50:31
73,3.571351,N/A,N/A,1.85e-05,30030.41,84.53,606208,N/A,2025-08-03 17:50:31
74,4.130286,N/A,N/A,1.87e-05,30012.95,84.48,614400,N/A,2025-08-03 17:50:31
75,3.210910,N/A,N/A,1.90e-05,30033.17,84.54,622592,N/A,2025-08-03 17:50:32
76,5.180136,N/A,N/A,1.93e-05,30003.42,84.45,630784,N/A,2025-08-03 17:50:32
77,2.559009,N/A,N/A,1.95e-05,30024.42,84.51,638976,N/A,2025-08-03 17:50:32
78,2.054501,N/A,N/A,1.97e-05,30046.05,84.57,647168,N/A,2025-08-03 17:50:32
79,5.284590,N/A,N/A,2.00e-05,30396.49,85.56,655360,N/A,2025-08-03 17:50:33
80,6.467483,N/A,N/A,2.03e-05,30171.21,84.93,663552,1.5083,2025-08-03 17:50:33
81,3.266906,N/A,N/A,2.05e-05,30196.95,85.00,671744,N/A,2025-08-03 17:50:33
82,3.867829,N/A,N/A,2.07e-05,30097.68,84.72,679936,N/A,2025-08-03 17:50:34
83,3.244871,N/A,N/A,2.10e-05,30125.68,84.80,688128,N/A,2025-08-03 17:50:34
84,1.460825,N/A,N/A,2.13e-05,30107.72,84.75,696320,N/A,2025-08-03 17:50:34
85,3.064101,N/A,N/A,2.15e-05,30154.57,84.88,704512,N/A,2025-08-03 17:50:35
86,3.727400,N/A,N/A,2.18e-05,30142.66,84.85,712704,N/A,2025-08-03 17:50:35
87,4.888485,N/A,N/A,2.20e-05,30152.82,84.87,720896,N/A,2025-08-03 17:50:35
88,4.127226,N/A,N/A,2.22e-05,30159.73,84.89,729088,N/A,2025-08-03 17:50:36
89,3.954852,N/A,N/A,2.25e-05,30462.57,85.75,737280,N/A,2025-08-03 17:50:36
90,2.554580,N/A,N/A,2.28e-05,30096.06,84.71,745472,1.1462,2025-08-03 17:50:36
91,5.702572,N/A,N/A,2.30e-05,30198.23,85.00,753664,N/A,2025-08-03 17:50:36
92,1.264733,N/A,N/A,2.32e-05,30067.08,84.63,761856,N/A,2025-08-03 17:50:37
93,3.977455,N/A,N/A,2.35e-05,30084.55,84.68,770048,N/A,2025-08-03 17:50:37
94,3.867955,N/A,N/A,2.38e-05,30058.85,84.61,778240,N/A,2025-08-03 17:50:37
95,2.914926,N/A,N/A,2.40e-05,30079.26,84.67,786432,N/A,2025-08-03 17:50:38
96,4.997247,N/A,N/A,2.42e-05,30050.77,84.59,794624,N/A,2025-08-03 17:50:38
97,3.484185,N/A,N/A,2.45e-05,30064.75,84.63,802816,N/A,2025-08-03 17:50:38
98,4.142780,N/A,N/A,2.48e-05,30064.26,84.62,811008,N/A,2025-08-03 17:50:39
99,2.812982,N/A,N/A,2.50e-05,30389.00,85.54,819200,N/A,2025-08-03 17:50:39
100,3.012594,N/A,N/A,2.53e-05,30100.55,84.73,827392,0.7104,2025-08-03 17:50:39
101,4.725062,N/A,N/A,2.55e-05,29887.41,84.13,835584,N/A,2025-08-03 17:50:39
102,6.753200,N/A,N/A,2.58e-05,29733.75,83.69,843776,N/A,2025-08-03 17:50:40
103,2.583705,N/A,N/A,2.60e-05,29737.39,83.70,851968,N/A,2025-08-03 17:50:40
104,1.774113,N/A,N/A,2.62e-05,29734.23,83.70,860160,N/A,2025-08-03 17:50:40
105,3.772230,N/A,N/A,2.65e-05,29762.71,83.78,868352,N/A,2025-08-03 17:50:41
106,5.169621,N/A,N/A,2.67e-05,29731.97,83.69,876544,N/A,2025-08-03 17:50:41
107,5.764005,N/A,N/A,2.70e-05,29743.55,83.72,884736,N/A,2025-08-03 17:50:41
108,5.898869,N/A,N/A,2.72e-05,29760.62,83.77,892928,N/A,2025-08-03 17:50:42
109,3.239134,N/A,N/A,2.75e-05,30004.17,84.46,901120,N/A,2025-08-03 17:50:42
110,4.420711,N/A,N/A,2.78e-05,30041.08,84.56,909312,0.8687,2025-08-03 17:50:42
111,4.353780,N/A,N/A,2.80e-05,30194.08,84.99,917504,N/A,2025-08-03 17:50:43
112,4.219559,N/A,N/A,2.83e-05,30196.44,85.00,925696,N/A,2025-08-03 17:50:43
113,2.982211,N/A,N/A,2.85e-05,30121.15,84.78,933888,N/A,2025-08-03 17:50:43
114,4.389112,N/A,N/A,2.88e-05,29978.21,84.38,942080,N/A,2025-08-03 17:50:43
115,4.578660,N/A,N/A,2.90e-05,30013.62,84.48,950272,N/A,2025-08-03 17:50:44
116,4.045721,N/A,N/A,2.93e-05,29990.70,84.42,958464,N/A,2025-08-03 17:50:44
117,5.156945,N/A,N/A,2.95e-05,30013.16,84.48,966656,N/A,2025-08-03 17:50:44
118,3.413471,N/A,N/A,2.98e-05,30033.07,84.54,974848,N/A,2025-08-03 17:50:45
119,4.982607,N/A,N/A,3.00e-05,30318.24,85.34,983040,N/A,2025-08-03 17:50:45
120,7.373643,N/A,N/A,3.03e-05,29834.27,83.98,991232,1.1427,2025-08-03 17:50:45
121,4.202670,N/A,N/A,3.05e-05,29842.98,84.00,999424,N/A,2025-08-03 17:50:46
122,6.679223,N/A,N/A,3.08e-05,29893.52,84.14,1007616,N/A,2025-08-03 17:50:46
123,3.610589,N/A,N/A,3.10e-05,30025.14,84.51,1015808,N/A,2025-08-03 17:50:46
124,3.396283,N/A,N/A,3.13e-05,29840.58,84.00,1024000,N/A,2025-08-03 17:50:46
125,3.090418,N/A,N/A,3.15e-05,29863.06,84.06,1032192,N/A,2025-08-03 17:50:47
126,5.423396,N/A,N/A,3.17e-05,29820.13,83.94,1040384,N/A,2025-08-03 17:50:47
127,4.804085,N/A,N/A,3.20e-05,29846.22,84.01,1048576,N/A,2025-08-03 17:50:47
128,4.403223,N/A,N/A,3.22e-05,29851.54,84.03,1056768,N/A,2025-08-03 17:50:48
129,6.286108,N/A,N/A,3.25e-05,30296.13,85.28,1064960,N/A,2025-08-03 17:50:48
130,2.888306,N/A,N/A,3.28e-05,29988.65,84.41,1073152,1.3653,2025-08-03 17:50:48
131,3.993841,N/A,N/A,3.30e-05,30025.70,84.52,1081344,N/A,2025-08-03 17:50:49
132,4.815164,N/A,N/A,3.33e-05,30019.80,84.50,1089536,N/A,2025-08-03 17:50:49
133,2.421719,N/A,N/A,3.35e-05,30202.63,85.01,1097728,N/A,2025-08-03 17:50:49
134,4.049284,N/A,N/A,3.38e-05,30187.60,84.97,1105920,N/A,2025-08-03 17:50:49
135,6.152713,N/A,N/A,3.40e-05,30063.80,84.62,1114112,N/A,2025-08-03 17:50:50
136,5.665411,N/A,N/A,3.43e-05,30017.86,84.49,1122304,N/A,2025-08-03 17:50:50
137,5.076643,N/A,N/A,3.45e-05,29885.36,84.12,1130496,N/A,2025-08-03 17:50:50
138,5.131092,N/A,N/A,3.48e-05,29899.38,84.16,1138688,N/A,2025-08-03 17:50:51
139,5.664256,N/A,N/A,3.50e-05,30174.00,84.93,1146880,N/A,2025-08-03 17:50:51
140,3.123029,N/A,N/A,3.53e-05,29879.25,84.10,1155072,1.3012,2025-08-03 17:50:51
141,3.879883,N/A,N/A,3.55e-05,29895.81,84.15,1163264,N/A,2025-08-03 17:50:52
142,3.113264,N/A,N/A,3.58e-05,29865.66,84.07,1171456,N/A,2025-08-03 17:50:52
143,3.251401,N/A,N/A,3.60e-05,29703.77,83.61,1179648,N/A,2025-08-03 17:50:52
144,5.077767,N/A,N/A,3.63e-05,29833.82,83.98,1187840,N/A,2025-08-03 17:50:53
145,3.846045,N/A,N/A,3.65e-05,29858.88,84.05,1196032,N/A,2025-08-03 17:50:53
146,4.317035,N/A,N/A,3.67e-05,29819.06,83.93,1204224,N/A,2025-08-03 17:50:53
147,2.117949,N/A,N/A,3.70e-05,29835.97,83.98,1212416,N/A,2025-08-03 17:50:53
148,4.276377,N/A,N/A,3.72e-05,29847.54,84.01,1220608,N/A,2025-08-03 17:50:54
149,5.208861,N/A,N/A,3.75e-05,30127.95,84.80,1228800,N/A,2025-08-03 17:50:54
150,4.569330,N/A,N/A,3.77e-05,29797.47,83.87,1236992,1.0623,2025-08-03 17:50:54
151,2.744429,N/A,N/A,3.80e-05,29816.75,83.93,1245184,N/A,2025-08-03 17:50:55
152,3.297998,N/A,N/A,3.83e-05,29943.66,84.29,1253376,N/A,2025-08-03 17:50:55
153,4.032137,N/A,N/A,3.85e-05,29964.90,84.34,1261568,N/A,2025-08-03 17:50:55
154,3.603567,N/A,N/A,3.87e-05,29950.00,84.30,1269760,N/A,2025-08-03 17:50:56
155,2.710696,N/A,N/A,3.90e-05,30103.04,84.73,1277952,N/A,2025-08-03 17:50:56
156,4.751416,N/A,N/A,3.92e-05,30069.98,84.64,1286144,N/A,2025-08-03 17:50:56
157,2.061812,N/A,N/A,3.95e-05,30010.48,84.47,1294336,N/A,2025-08-03 17:50:56
158,2.903599,N/A,N/A,3.98e-05,30015.10,84.49,1302528,N/A,2025-08-03 17:50:57
159,6.615726,N/A,N/A,4.00e-05,30317.70,85.34,1310720,N/A,2025-08-03 17:50:57
160,1.582572,N/A,N/A,4.03e-05,29923.21,84.23,1318912,1.2787,2025-08-03 17:50:57
161,3.539252,N/A,N/A,4.05e-05,29970.13,84.36,1327104,N/A,2025-08-03 17:50:58
162,3.102431,N/A,N/A,4.08e-05,29952.71,84.31,1335296,N/A,2025-08-03 17:50:58
163,4.144753,N/A,N/A,4.10e-05,29972.51,84.37,1343488,N/A,2025-08-03 17:50:58
164,3.830772,N/A,N/A,4.12e-05,29981.78,84.39,1351680,N/A,2025-08-03 17:50:59
165,2.968828,N/A,N/A,4.15e-05,30010.29,84.47,1359872,N/A,2025-08-03 17:50:59
166,2.281645,N/A,N/A,4.18e-05,30061.29,84.62,1368064,N/A,2025-08-03 17:50:59
167,2.772552,N/A,N/A,4.20e-05,30034.80,84.54,1376256,N/A,2025-08-03 17:50:59
168,3.166613,N/A,N/A,4.23e-05,29981.53,84.39,1384448,N/A,2025-08-03 17:51:00
169,6.551391,N/A,N/A,4.25e-05,30363.87,85.47,1392640,N/A,2025-08-03 17:51:00
170,2.245515,N/A,N/A,4.28e-05,29839.13,83.99,1400832,1.0814,2025-08-03 17:51:00
171,3.681316,N/A,N/A,4.30e-05,29823.97,83.95,1409024,N/A,2025-08-03 17:51:01
172,1.493693,N/A,N/A,4.33e-05,29820.06,83.94,1417216,N/A,2025-08-03 17:51:01
173,3.161292,N/A,N/A,4.35e-05,29829.74,83.96,1425408,N/A,2025-08-03 17:51:01
174,2.386322,N/A,N/A,4.38e-05,29830.69,83.97,1433600,N/A,2025-08-03 17:51:02
175,2.804183,N/A,N/A,4.40e-05,29814.94,83.92,1441792,N/A,2025-08-03 17:51:02
176,2.362745,N/A,N/A,4.42e-05,29828.37,83.96,1449984,N/A,2025-08-03 17:51:02
177,2.591775,N/A,N/A,4.45e-05,29893.39,84.14,1458176,N/A,2025-08-03 17:51:03
178,3.885112,N/A,N/A,4.47e-05,29903.02,84.17,1466368,N/A,2025-08-03 17:51:03
179,2.805076,N/A,N/A,4.50e-05,30229.38,85.09,1474560,N/A,2025-08-03 17:51:03
180,4.586998,N/A,N/A,4.52e-05,30007.38,84.46,1482752,0.4956,2025-08-03 17:51:03
181,1.889459,N/A,N/A,4.55e-05,29971.15,84.36,1490944,N/A,2025-08-03 17:51:04
182,3.324937,N/A,N/A,4.58e-05,29968.20,84.35,1499136,N/A,2025-08-03 17:51:04
183,3.415210,N/A,N/A,4.60e-05,29795.38,83.87,1507328,N/A,2025-08-03 17:51:04
184,3.586517,N/A,N/A,4.62e-05,29821.82,83.94,1515520,N/A,2025-08-03 17:51:05
185,4.835294,N/A,N/A,4.65e-05,29794.08,83.86,1523712,N/A,2025-08-03 17:51:05
186,2.621707,N/A,N/A,4.67e-05,29802.83,83.89,1531904,N/A,2025-08-03 17:51:05
187,2.102842,N/A,N/A,4.70e-05,29784.53,83.84,1540096,N/A,2025-08-03 17:51:06
188,4.213118,N/A,N/A,4.73e-05,29962.10,84.34,1548288,N/A,2025-08-03 17:51:06
189,3.611696,N/A,N/A,4.75e-05,30171.59,84.93,1556480,N/A,2025-08-03 17:51:06
190,2.067217,N/A,N/A,4.78e-05,29795.46,83.87,1564672,0.5891,2025-08-03 17:51:07
191,3.562381,N/A,N/A,4.80e-05,29789.53,83.85,1572864,N/A,2025-08-03 17:51:07
192,4.277659,N/A,N/A,4.83e-05,29947.55,84.30,1581056,N/A,2025-08-03 17:51:07
193,6.220068,N/A,N/A,4.85e-05,29924.04,84.23,1589248,N/A,2025-08-03 17:51:07
194,2.643724,N/A,N/A,4.87e-05,29949.77,84.30,1597440,N/A,2025-08-03 17:51:08
195,4.655163,N/A,N/A,4.90e-05,29920.96,84.22,1605632,N/A,2025-08-03 17:51:08
196,5.336679,N/A,N/A,4.93e-05,29950.56,84.30,1613824,N/A,2025-08-03 17:51:08
197,3.049071,N/A,N/A,4.95e-05,29944.48,84.29,1622016,N/A,2025-08-03 17:51:09
198,3.687188,N/A,N/A,4.98e-05,29971.07,84.36,1630208,N/A,2025-08-03 17:51:09
199,5.102152,N/A,N/A,5.00e-05,30345.39,85.42,1638400,N/A,2025-08-03 17:51:09
200,3.352454,N/A,N/A,5.03e-05,30020.53,84.50,1646592,0.8241,2025-08-03 17:51:10
201,4.018320,N/A,N/A,5.05e-05,29809.70,83.91,1654784,N/A,2025-08-03 17:51:10
202,3.262120,N/A,N/A,5.08e-05,29719.49,83.65,1662976,N/A,2025-08-03 17:51:10
203,6.185347,N/A,N/A,5.10e-05,29553.41,83.19,1671168,N/A,2025-08-03 17:51:10
204,3.477593,N/A,N/A,5.13e-05,29565.76,83.22,1679360,N/A,2025-08-03 17:51:11
205,4.422491,N/A,N/A,5.15e-05,29543.65,83.16,1687552,N/A,2025-08-03 17:51:11
206,3.554706,N/A,N/A,5.18e-05,29545.35,83.16,1695744,N/A,2025-08-03 17:51:11
207,2.466578,N/A,N/A,5.20e-05,29536.50,83.14,1703936,N/A,2025-08-03 17:51:12
208,2.701764,N/A,N/A,5.22e-05,29552.69,83.18,1712128,N/A,2025-08-03 17:51:12
209,2.243305,N/A,N/A,5.25e-05,29862.85,84.06,1720320,N/A,2025-08-03 17:51:12
210,4.041829,N/A,N/A,5.28e-05,29729.00,83.68,1728512,0.6723,2025-08-03 17:51:13
211,3.743002,N/A,N/A,5.30e-05,29839.37,83.99,1736704,N/A,2025-08-03 17:51:13
212,2.049063,N/A,N/A,5.33e-05,29982.84,84.40,1744896,N/A,2025-08-03 17:51:13
213,3.487769,N/A,N/A,5.35e-05,29996.97,84.44,1753088,N/A,2025-08-03 17:51:14
214,4.952688,N/A,N/A,5.37e-05,29999.31,84.44,1761280,N/A,2025-08-03 17:51:14
215,4.286519,N/A,N/A,5.40e-05,30017.67,84.49,1769472,N/A,2025-08-03 17:51:14
216,1.964779,N/A,N/A,5.43e-05,30026.74,84.52,1777664,N/A,2025-08-03 17:51:14
217,4.043515,N/A,N/A,5.45e-05,30055.51,84.60,1785856,N/A,2025-08-03 17:51:15
218,3.541789,N/A,N/A,5.48e-05,30041.49,84.56,1794048,N/A,2025-08-03 17:51:15
219,1.776268,N/A,N/A,5.50e-05,30382.75,85.52,1802240,N/A,2025-08-03 17:51:15
220,2.100547,N/A,N/A,5.53e-05,30081.04,84.67,1810432,0.3368,2025-08-03 17:51:16
221,4.218985,N/A,N/A,5.55e-05,30113.37,84.76,1818624,N/A,2025-08-03 17:51:16
222,1.695601,N/A,N/A,5.57e-05,30103.18,84.73,1826816,N/A,2025-08-03 17:51:16
223,2.828531,N/A,N/A,5.60e-05,29911.81,84.20,1835008,N/A,2025-08-03 17:51:17
224,2.086898,N/A,N/A,5.62e-05,29896.06,84.15,1843200,N/A,2025-08-03 17:51:17
225,2.377491,N/A,N/A,5.65e-05,29900.14,84.16,1851392,N/A,2025-08-03 17:51:17
226,3.489597,N/A,N/A,5.68e-05,29875.20,84.09,1859584,N/A,2025-08-03 17:51:17
227,3.070281,N/A,N/A,5.70e-05,29808.91,83.91,1867776,N/A,2025-08-03 17:51:18
228,3.277337,N/A,N/A,5.73e-05,29802.03,83.89,1875968,N/A,2025-08-03 17:51:18
229,2.142026,N/A,N/A,5.75e-05,30070.85,84.64,1884160,N/A,2025-08-03 17:51:18
230,3.003557,N/A,N/A,5.78e-05,29668.50,83.51,1892352,0.3769,2025-08-03 17:51:19
231,2.713199,N/A,N/A,5.80e-05,29674.94,83.53,1900544,N/A,2025-08-03 17:51:19
232,1.686685,N/A,N/A,5.83e-05,29874.51,84.09,1908736,N/A,2025-08-03 17:51:19
233,4.502872,N/A,N/A,5.85e-05,29862.31,84.06,1916928,N/A,2025-08-03 17:51:20
234,3.478276,N/A,N/A,5.88e-05,29815.27,83.92,1925120,N/A,2025-08-03 17:51:20
235,3.260872,N/A,N/A,5.90e-05,29814.42,83.92,1933312,N/A,2025-08-03 17:51:20
236,3.309070,N/A,N/A,5.93e-05,29909.89,84.19,1941504,N/A,2025-08-03 17:51:21
237,2.867820,N/A,N/A,5.95e-05,29941.30,84.28,1949696,N/A,2025-08-03 17:51:21
238,3.042842,N/A,N/A,5.97e-05,29966.03,84.35,1957888,N/A,2025-08-03 17:51:21
239,4.094947,N/A,N/A,6.00e-05,30350.75,85.43,1966080,N/A,2025-08-03 17:51:21
240,2.521833,N/A,N/A,6.03e-05,30093.82,84.71,1974272,0.7177,2025-08-03 17:51:22
241,1.285127,N/A,N/A,6.05e-05,29967.90,84.35,1982464,N/A,2025-08-03 17:51:22
242,2.262240,N/A,N/A,6.07e-05,29970.28,84.36,1990656,N/A,2025-08-03 17:51:22
243,1.714084,N/A,N/A,6.10e-05,30017.42,84.49,1998848,N/A,2025-08-03 17:51:23
244,2.830076,N/A,N/A,6.12e-05,30014.73,84.49,2007040,N/A,2025-08-03 17:51:23
245,2.316407,N/A,N/A,6.15e-05,30016.35,84.49,2015232,N/A,2025-08-03 17:51:23
246,3.987258,N/A,N/A,6.17e-05,29992.03,84.42,2023424,N/A,2025-08-03 17:51:24
247,5.240859,N/A,N/A,6.20e-05,29996.99,84.44,2031616,N/A,2025-08-03 17:51:24
248,4.446284,N/A,N/A,6.22e-05,30029.63,84.53,2039808,N/A,2025-08-03 17:51:24
249,3.618726,N/A,N/A,6.25e-05,30253.04,85.16,2048000,N/A,2025-08-03 17:51:24
250,2.473486,N/A,N/A,6.27e-05,29935.26,84.26,2056192,0.6435,2025-08-03 17:51:25
251,1.276812,N/A,N/A,6.30e-05,29949.80,84.30,2064384,N/A,2025-08-03 17:51:25
252,1.603202,N/A,N/A,6.33e-05,29882.70,84.11,2072576,N/A,2025-08-03 17:51:25
253,2.831000,N/A,N/A,6.35e-05,29874.07,84.09,2080768,N/A,2025-08-03 17:51:26
254,4.001242,N/A,N/A,6.38e-05,29868.10,84.07,2088960,N/A,2025-08-03 17:51:26
255,4.243606,N/A,N/A,6.40e-05,29878.38,84.10,2097152,N/A,2025-08-03 17:51:26
256,3.814712,N/A,N/A,6.43e-05,29887.56,84.13,2105344,N/A,2025-08-03 17:51:27
257,2.887576,N/A,N/A,6.45e-05,29877.64,84.10,2113536,N/A,2025-08-03 17:51:27
258,1.731486,N/A,N/A,6.48e-05,29886.80,84.13,2121728,N/A,2025-08-03 17:51:27
259,1.881039,N/A,N/A,6.50e-05,30308.29,85.31,2129920,N/A,2025-08-03 17:51:27
260,3.603825,N/A,N/A,6.53e-05,30015.50,84.49,2138112,0.3172,2025-08-03 17:51:28
261,3.310278,N/A,N/A,6.55e-05,30062.73,84.62,2146304,N/A,2025-08-03 17:51:28
262,2.806947,N/A,N/A,6.57e-05,30044.32,84.57,2154496,N/A,2025-08-03 17:51:28
263,1.916883,N/A,N/A,6.60e-05,29967.24,84.35,2162688,N/A,2025-08-03 17:51:29
264,2.215328,N/A,N/A,6.62e-05,29936.69,84.27,2170880,N/A,2025-08-03 17:51:29
265,2.401391,N/A,N/A,6.65e-05,29908.16,84.19,2179072,N/A,2025-08-03 17:51:29
266,5.389846,N/A,N/A,6.68e-05,29897.57,84.16,2187264,N/A,2025-08-03 17:51:30
267,3.748985,N/A,N/A,6.70e-05,29902.66,84.17,2195456,N/A,2025-08-03 17:51:30
