step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,12.486003,N/A,N/A,2.50e-07,0.00,20480,N/A,2025-07-25 17:58:34
1,12.483551,N/A,N/A,5.00e-07,3130.83,40960,N/A,2025-07-25 17:58:47
2,12.359189,N/A,N/A,7.50e-07,4553.81,61440,N/A,2025-07-25 17:58:47
3,12.355897,N/A,N/A,1.00e-06,5893.33,81920,N/A,2025-07-25 17:58:48
4,12.423909,N/A,N/A,1.25e-06,7153.73,102400,N/A,2025-07-25 17:58:48
5,12.420254,N/A,N/A,1.50e-06,8346.75,122880,N/A,2025-07-25 17:58:49
6,12.415331,N/A,N/A,1.75e-06,9475.29,143360,N/A,2025-07-25 17:58:49
7,12.409771,N/A,N/A,2.00e-06,10544.47,163840,N/A,2025-07-25 17:58:49
8,12.410422,N/A,N/A,2.25e-06,11549.21,184320,N/A,2025-07-25 17:58:50
9,12.401855,N/A,N/A,2.50e-06,12511.10,204800,N/A,2025-07-25 17:58:50
10,12.396597,N/A,N/A,2.75e-06,55119.32,225280,1.0000,2025-07-25 17:58:51
11,12.389233,N/A,N/A,3.00e-06,55127.71,245760,N/A,2025-07-25 17:58:51
12,12.383916,N/A,N/A,3.25e-06,55116.85,266240,N/A,2025-07-25 17:58:51
13,12.373301,N/A,N/A,3.50e-06,55192.91,286720,N/A,2025-07-25 17:58:52
14,12.384541,N/A,N/A,3.75e-06,55159.96,307200,N/A,2025-07-25 17:58:52
15,12.375609,N/A,N/A,4.00e-06,55146.42,327680,N/A,2025-07-25 17:58:53
16,12.408675,N/A,N/A,4.25e-06,55094.38,348160,N/A,2025-07-25 17:58:53
17,12.396860,N/A,N/A,4.50e-06,55296.25,368640,N/A,2025-07-25 17:58:54
18,12.288946,N/A,N/A,4.75e-06,55301.30,389120,N/A,2025-07-25 17:58:54
19,12.277472,N/A,N/A,5.00e-06,55585.69,409600,N/A,2025-07-25 17:58:54
20,12.336797,N/A,N/A,5.25e-06,55339.74,430080,1.0000,2025-07-25 17:58:55
21,12.327392,N/A,N/A,5.50e-06,55359.26,450560,N/A,2025-07-25 17:58:55
22,12.173861,N/A,N/A,5.75e-06,55278.47,471040,N/A,2025-07-25 17:58:56
23,12.155348,N/A,N/A,6.00e-06,55272.23,491520,N/A,2025-07-25 17:58:56
24,12.350760,N/A,N/A,6.25e-06,54849.69,512000,N/A,2025-07-25 17:58:56
25,12.333326,N/A,N/A,6.50e-06,54897.69,532480,N/A,2025-07-25 17:58:57
26,12.172857,N/A,N/A,6.75e-06,54467.90,552960,N/A,2025-07-25 17:58:57
27,12.150430,N/A,N/A,7.00e-06,54450.79,573440,N/A,2025-07-25 17:58:58
28,12.164081,N/A,N/A,7.25e-06,54463.23,593920,N/A,2025-07-25 17:58:58
29,12.138225,N/A,N/A,7.50e-06,54497.19,614400,N/A,2025-07-25 17:58:59
30,12.065209,N/A,N/A,7.75e-06,54051.01,634880,1.0000,2025-07-25 17:58:59
31,12.036620,N/A,N/A,8.00e-06,54123.19,655360,N/A,2025-07-25 17:58:59
32,12.176561,N/A,N/A,8.25e-06,54085.92,675840,N/A,2025-07-25 17:59:00
33,12.150633,N/A,N/A,8.50e-06,54516.35,696320,N/A,2025-07-25 17:59:00
34,11.997661,N/A,N/A,8.75e-06,54196.75,716800,N/A,2025-07-25 17:59:01
35,11.971414,N/A,N/A,9.00e-06,54586.66,737280,N/A,2025-07-25 17:59:01
36,12.138446,N/A,N/A,9.25e-06,54580.74,757760,N/A,2025-07-25 17:59:01
37,12.119345,N/A,N/A,9.50e-06,54571.63,778240,N/A,2025-07-25 17:59:02
38,11.978660,N/A,N/A,9.75e-06,54778.17,798720,N/A,2025-07-25 17:59:02
39,11.953714,N/A,N/A,1.00e-05,55185.26,819200,N/A,2025-07-25 17:59:03
40,12.052210,N/A,N/A,1.03e-05,54724.22,839680,1.0000,2025-07-25 17:59:03
41,12.032063,N/A,N/A,1.05e-05,54560.12,860160,N/A,2025-07-25 17:59:04
42,11.920491,N/A,N/A,1.08e-05,54548.22,880640,N/A,2025-07-25 17:59:04
43,11.889729,N/A,N/A,1.10e-05,54860.84,901120,N/A,2025-07-25 17:59:04
44,11.871052,N/A,N/A,1.13e-05,54502.04,921600,N/A,2025-07-25 17:59:05
45,11.846965,N/A,N/A,1.15e-05,54327.87,942080,N/A,2025-07-25 17:59:05
46,11.920448,N/A,N/A,1.18e-05,53844.90,962560,N/A,2025-07-25 17:59:06
47,11.891504,N/A,N/A,1.20e-05,53730.08,983040,N/A,2025-07-25 17:59:06
48,12.089440,N/A,N/A,1.22e-05,53554.29,1003520,N/A,2025-07-25 17:59:07
49,12.075215,N/A,N/A,1.25e-05,53955.10,1024000,N/A,2025-07-25 17:59:07
50,11.886286,N/A,N/A,1.28e-05,53858.09,1044480,1.0000,2025-07-25 17:59:07
51,11.860358,N/A,N/A,1.30e-05,53820.16,1064960,N/A,2025-07-25 17:59:08
52,11.744663,N/A,N/A,1.33e-05,53770.11,1085440,N/A,2025-07-25 17:59:08
53,11.712708,N/A,N/A,1.35e-05,54126.00,1105920,N/A,2025-07-25 17:59:09
54,11.632119,N/A,N/A,1.38e-05,54326.55,1126400,N/A,2025-07-25 17:59:09
55,11.591464,N/A,N/A,1.40e-05,54797.94,1146880,N/A,2025-07-25 17:59:09
56,11.383546,N/A,N/A,1.42e-05,54903.91,1167360,N/A,2025-07-25 17:59:10
57,11.342396,N/A,N/A,1.45e-05,55125.37,1187840,N/A,2025-07-25 17:59:10
58,11.382810,N/A,N/A,1.47e-05,55186.57,1208320,N/A,2025-07-25 17:59:11
59,11.341561,N/A,N/A,1.50e-05,55422.72,1228800,N/A,2025-07-25 17:59:11
60,11.283794,N/A,N/A,1.52e-05,55067.76,1249280,1.0000,2025-07-25 17:59:11
61,11.238792,N/A,N/A,1.55e-05,54924.48,1269760,N/A,2025-07-25 17:59:12
62,10.625840,N/A,N/A,1.57e-05,54808.48,1290240,N/A,2025-07-25 17:59:12
63,10.555687,N/A,N/A,1.60e-05,54694.85,1310720,N/A,2025-07-25 17:59:13
64,10.945314,N/A,N/A,1.63e-05,54715.98,1331200,N/A,2025-07-25 17:59:13
65,10.884867,N/A,N/A,1.65e-05,54695.33,1351680,N/A,2025-07-25 17:59:14
66,11.127016,N/A,N/A,1.68e-05,54695.36,1372160,N/A,2025-07-25 17:59:14
67,11.075552,N/A,N/A,1.70e-05,54664.63,1392640,N/A,2025-07-25 17:59:14
68,10.812067,N/A,N/A,1.73e-05,54748.70,1413120,N/A,2025-07-25 17:59:15
69,10.753366,N/A,N/A,1.75e-05,55091.26,1433600,N/A,2025-07-25 17:59:15
70,11.302232,N/A,N/A,1.78e-05,55042.86,1454080,1.0000,2025-07-25 17:59:16
