step,train_loss,val_loss,val_perplexity,learning_rate,tokens_per_sec,total_tokens,grad_norm,timestamp
0,13.049355,N/A,N/A,2.50e-07,0.00,16384,N/A,2025-06-07 17:51:04
1,12.318949,N/A,N/A,5.00e-07,1826.44,32768,N/A,2025-06-07 17:51:22
2,11.925438,N/A,N/A,7.50e-07,2695.81,49152,N/A,2025-06-07 17:51:23
3,11.897927,N/A,N/A,1.00e-06,3550.20,65536,N/A,2025-06-07 17:51:23
4,11.951464,N/A,N/A,1.25e-06,4379.82,81920,N/A,2025-06-07 17:51:23
5,12.068571,N/A,N/A,1.50e-06,5188.20,98304,N/A,2025-06-07 17:51:23
6,11.903864,N/A,N/A,1.75e-06,5980.89,114688,N/A,2025-06-07 17:51:24
7,11.762960,N/A,N/A,2.00e-06,6756.09,131072,N/A,2025-06-07 17:51:24
8,11.880116,N/A,N/A,2.25e-06,7512.42,147456,N/A,2025-06-07 17:51:24
9,12.322720,N/A,N/A,2.50e-06,8250.78,163840,N/A,2025-06-07 17:51:24
10,12.039578,N/A,N/A,2.75e-06,73827.70,180224,1.0000,2025-06-07 17:51:25
11,11.853594,N/A,N/A,3.00e-06,76067.57,196608,N/A,2025-06-07 17:51:25
12,11.908416,N/A,N/A,3.25e-06,75950.25,212992,N/A,2025-06-07 17:51:25
13,11.679364,N/A,N/A,3.50e-06,76617.70,229376,N/A,2025-06-07 17:51:25
14,11.578453,N/A,N/A,3.75e-06,77251.69,245760,N/A,2025-06-07 17:51:26
15,11.694414,N/A,N/A,4.00e-06,77300.71,262144,N/A,2025-06-07 17:51:26
16,11.373308,N/A,N/A,4.25e-06,77302.92,278528,N/A,2025-06-07 17:51:26
17,11.095041,N/A,N/A,4.50e-06,76080.82,294912,N/A,2025-06-07 17:51:26
18,11.546654,N/A,N/A,4.75e-06,76114.03,311296,N/A,2025-06-07 17:51:26
19,11.431201,N/A,N/A,5.00e-06,78747.67,327680,N/A,2025-06-07 17:51:27
20,11.368145,N/A,N/A,5.25e-06,77319.25,344064,1.0000,2025-06-07 17:51:27
21,10.947091,N/A,N/A,5.50e-06,76595.95,360448,N/A,2025-06-07 17:51:27
22,10.752043,N/A,N/A,5.75e-06,76491.15,376832,N/A,2025-06-07 17:51:27
23,10.769434,N/A,N/A,6.00e-06,76499.41,393216,N/A,2025-06-07 17:51:28
24,11.158640,N/A,N/A,6.25e-06,76349.48,409600,N/A,2025-06-07 17:51:28
25,11.167053,N/A,N/A,6.50e-06,76258.03,425984,N/A,2025-06-07 17:51:28
26,10.909088,N/A,N/A,6.75e-06,77438.02,442368,N/A,2025-06-07 17:51:28
27,10.037826,N/A,N/A,7.00e-06,77475.53,458752,N/A,2025-06-07 17:51:29
28,10.120234,N/A,N/A,7.25e-06,77554.94,475136,N/A,2025-06-07 17:51:29
29,9.825546,N/A,N/A,7.50e-06,78934.12,491520,N/A,2025-06-07 17:51:29
30,9.741155,N/A,N/A,7.75e-06,78144.04,507904,1.0000,2025-06-07 17:51:29
31,9.469816,N/A,N/A,8.00e-06,78210.52,524288,N/A,2025-06-07 17:51:30
32,10.047876,N/A,N/A,8.25e-06,78270.16,540672,N/A,2025-06-07 17:51:30
33,9.195620,N/A,N/A,8.50e-06,78443.43,557056,N/A,2025-06-07 17:51:30
34,8.810922,N/A,N/A,8.75e-06,78427.83,573440,N/A,2025-06-07 17:51:30
35,8.513244,N/A,N/A,9.00e-06,78631.54,589824,N/A,2025-06-07 17:51:30
36,8.712610,N/A,N/A,9.25e-06,78672.57,606208,N/A,2025-06-07 17:51:31
37,8.582016,N/A,N/A,9.50e-06,78841.62,622592,N/A,2025-06-07 17:51:31
38,7.594042,N/A,N/A,9.75e-06,79006.97,638976,N/A,2025-06-07 17:51:31
39,7.658047,N/A,N/A,1.00e-05,80699.33,655360,N/A,2025-06-07 17:51:31
40,8.549145,N/A,N/A,1.03e-05,79233.72,671744,1.0000,2025-06-07 17:51:32
41,8.366239,N/A,N/A,1.05e-05,79069.19,688128,N/A,2025-06-07 17:51:32
42,8.770208,N/A,N/A,1.08e-05,79105.16,704512,N/A,2025-06-07 17:51:32
43,8.509656,N/A,N/A,1.10e-05,79063.31,720896,N/A,2025-06-07 17:51:32
44,9.036144,N/A,N/A,1.13e-05,78851.13,737280,N/A,2025-06-07 17:51:32
45,9.027199,N/A,N/A,1.15e-05,78879.65,753664,N/A,2025-06-07 17:51:33
46,8.060369,N/A,N/A,1.18e-05,78732.21,770048,N/A,2025-06-07 17:51:33
47,8.496400,N/A,N/A,1.20e-05,78717.80,786432,N/A,2025-06-07 17:51:33
48,8.956281,N/A,N/A,1.22e-05,78371.94,802816,N/A,2025-06-07 17:51:33
49,8.449219,N/A,N/A,1.25e-05,79830.81,819200,N/A,2025-06-07 17:51:34
50,9.086262,N/A,N/A,1.28e-05,78471.55,835584,1.0000,2025-06-07 17:51:34
51,9.443466,N/A,N/A,1.30e-05,78356.71,851968,N/A,2025-06-07 17:51:34
52,9.547737,N/A,N/A,1.33e-05,78531.45,868352,N/A,2025-06-07 17:51:34
53,9.690718,N/A,N/A,1.35e-05,78660.56,884736,N/A,2025-06-07 17:51:35
54,7.592894,N/A,N/A,1.38e-05,78646.79,901120,N/A,2025-06-07 17:51:35
55,7.265321,N/A,N/A,1.40e-05,78536.54,917504,N/A,2025-06-07 17:51:35
56,8.170834,N/A,N/A,1.42e-05,78492.58,933888,N/A,2025-06-07 17:51:35
57,8.231272,N/A,N/A,1.45e-05,79002.28,950272,N/A,2025-06-07 17:51:35
58,8.431257,N/A,N/A,1.47e-05,78884.19,966656,N/A,2025-06-07 17:51:36
59,8.297812,N/A,N/A,1.50e-05,80283.65,983040,N/A,2025-06-07 17:51:36
60,10.704233,N/A,N/A,1.52e-05,78865.57,999424,1.0000,2025-06-07 17:51:36
61,10.299726,N/A,N/A,1.55e-05,77915.49,1015808,N/A,2025-06-07 17:51:36
62,7.912054,N/A,N/A,1.57e-05,77922.56,1032192,N/A,2025-06-07 17:51:37
63,7.962911,N/A,N/A,1.60e-05,77908.45,1048576,N/A,2025-06-07 17:51:37
64,7.971861,N/A,N/A,1.63e-05,78191.22,1064960,N/A,2025-06-07 17:51:37
65,7.803562,N/A,N/A,1.65e-05,78133.25,1081344,N/A,2025-06-07 17:51:37
66,8.535163,N/A,N/A,1.68e-05,78069.71,1097728,N/A,2025-06-07 17:51:38
67,8.535707,N/A,N/A,1.70e-05,77737.93,1114112,N/A,2025-06-07 17:51:38
68,7.786828,N/A,N/A,1.73e-05,77744.39,1130496,N/A,2025-06-07 17:51:38
69,7.518091,N/A,N/A,1.75e-05,78808.38,1146880,N/A,2025-06-07 17:51:38
70,8.489378,N/A,N/A,1.78e-05,78252.21,1163264,1.0000,2025-06-07 17:51:39
71,8.549526,N/A,N/A,1.80e-05,78202.20,1179648,N/A,2025-06-07 17:51:39
72,7.416245,N/A,N/A,1.82e-05,78111.59,1196032,N/A,2025-06-07 17:51:39
73,7.473555,N/A,N/A,1.85e-05,77982.88,1212416,N/A,2025-06-07 17:51:39
74,7.118502,N/A,N/A,1.88e-05,77223.64,1228800,N/A,2025-06-07 17:51:39
75,6.975494,N/A,N/A,1.90e-05,77189.00,1245184,N/A,2025-06-07 17:51:40
